"","domainid","siteid","plotid_parent","tallydate","volumefactor_ingest","particle_count","lidsazimuth","logmaxdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"31","D05","TREE","TREE_057","2017-04-25T00:00:00.000Z",5,NA,250,5.9,"ABBA","3 - Heartwood sound","L01",0.3,1.2,"ABBA","Y","5-10cm","3"
"32","D05","TREE","TREE_057","2017-04-25T00:00:00.000Z",NA,NA,130,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33","D05","TREE","TREE_057","2017-04-25T00:00:00.000Z",5,NA,10,4.4,"ABBA","3 - Heartwood sound","L02",0.2,1.9,"ABBA","Y","2-5cm","3"
"34","D05","TREE","TREE_057","2017-04-25T00:00:00.000Z",5,NA,10,10.3,"PIGL","3 - Heartwood sound","502",0.5,2.15,"PIGL","Y",">=10cm","3"
"35","D05","TREE","TREE_057","2017-04-25T00:00:00.000Z",5,NA,10,7.1,"PIGL","4 - Rotten throughout","L03",2.2,1.3,"PIGL","Y","5-10cm","4"
"36","D05","TREE","TREE_057","2017-04-25T00:00:00.000Z",5,NA,10,9.5,"ABBA","4 - Rotten throughout","L04",2.3,4.02,"ABBA","Y","5-10cm","4"
"37","D05","TREE","TREE_057","2017-04-25T00:00:00.000Z",5,NA,10,13.2,"POTR5","3 - Heartwood sound","503",11,4,"POTR5","Y",">=10cm","3"
"38","D05","TREE","TREE_009","2017-06-06T00:00:00.000Z",5,NA,110,12.2,"PIMA","4 - Rotten throughout","500",0.8,3.9,"PIMA","Y",">=10cm","4"
"39","D05","TREE","TREE_009","2017-06-06T00:00:00.000Z",5,NA,110,21,"PIMA","4 - Rotten throughout","499",8.1,7.9,"PIMA","Y",">=10cm","4"
"40","D05","TREE","TREE_009","2017-06-06T00:00:00.000Z",5,NA,110,19.3,"PIMA","1 - Fresh fallen","498",13.9,13.6,"PIMA","Y",">=10cm","1"
"41","D05","TREE","TREE_009","2017-06-06T00:00:00.000Z",5,NA,110,14.7,"2PLANT-S","3 - Heartwood sound","497",17.1,5,"2PLANT-S","Y",">=10cm","3"
"42","D05","TREE","TREE_009","2017-06-06T00:00:00.000Z",5,NA,230,7.2,"PIMA","2 - Sound round","L01",1.2,9.9,"PIMA","Y","5-10cm","2"
"43","D05","TREE","TREE_009","2017-06-06T00:00:00.000Z",5,NA,350,5.8,"PIMA","2 - Sound round","L02",1.3,2,"PIMA","Y","5-10cm","2"
"44","D05","TREE","TREE_009","2017-06-06T00:00:00.000Z",5,NA,350,12.4,"PIMA","3 - Heartwood sound","496",7.2,6.2,"PIMA","Y",">=10cm","3"
"45","D05","TREE","TREE_014","2017-06-06T00:00:00.000Z",5,NA,100,21.1,"2PLANT-S","2 - Sound round","403",23,10.5,"2PLANT-S","Y",">=10cm","2"
"46","D05","TREE","TREE_014","2017-06-06T00:00:00.000Z",5,NA,100,26.4,"PIST","2 - Sound round","495",31,10.9,"PIST","Y",">=10cm","2"
"47","D05","TREE","TREE_017","2017-06-06T00:00:00.000Z",5,NA,50,12,"ACRU","2 - Sound round","796",1.6,2.3,"ACRU","Y",">=10cm","2"
"48","D05","TREE","TREE_017","2017-06-06T00:00:00.000Z",5,NA,50,20.5,"BEPA","2 - Sound round","795",13.6,4.4,"BEPA","Y",">=10cm","2"
"49","D05","TREE","TREE_017","2017-06-06T00:00:00.000Z",5,NA,50,21.5,"ACRU","2 - Sound round","794",16.2,3.9,"ACRU","Y",">=10cm","2"
"50","D05","TREE","TREE_017","2017-06-06T00:00:00.000Z",5,NA,50,20.4,"BEPA","2 - Sound round","793",18.1,5.4,"BEPA","Y",">=10cm","2"
"51","D05","TREE","TREE_017","2017-06-06T00:00:00.000Z",5,NA,50,32.5,"ACRU","2 - Sound round","792",78,7,"ACRU","Y",">=10cm","2"
"52","D05","TREE","TREE_017","2017-06-06T00:00:00.000Z",5,NA,290,11.3,"BEPA","3 - Heartwood sound","645",8.4,4.6,"BEPA","Y",">=10cm","3"
"53","D05","TREE","TREE_017","2017-06-06T00:00:00.000Z",5,NA,290,30.3,"BEPA","5 - No structural integrity","644",24.7,3.6,"BEPA","Y",">=10cm","5"
"54","D05","TREE","TREE_004","2017-06-07T00:00:00.000Z",5,NA,180,16.3,"PICEA","3 - Heartwood sound","643",16.1,6.8,"PICEA","Y",">=10cm","3"
"55","D05","TREE","TREE_004","2017-06-07T00:00:00.000Z",5,NA,180,25.9,"THOC2","4 - Rotten throughout","642",3.3,11.6,"THOC2","Y",">=10cm","4"
"56","D05","TREE","TREE_004","2017-06-07T00:00:00.000Z",5,NA,180,4.3,"ALSES","2 - Sound round","L01",1.5,1.9,"ALSE2","Y","2-5cm","2"
"57","D05","TREE","TREE_004","2017-06-07T00:00:00.000Z",5,NA,300,19,"PICEA","1 - Fresh fallen","641",8.2,9.5,"PICEA","Y",">=10cm","1"
"58","D05","TREE","TREE_004","2017-06-07T00:00:00.000Z",5,NA,60,36.5,"THOC2","1 - Fresh fallen","640",20.7,7.9,"THOC2","Y",">=10cm","1"
"59","D05","TREE","TREE_004","2017-06-07T00:00:00.000Z",5,NA,60,13.2,"ABBA","2 - Sound round","639",12.6,6.7,"ABBA","Y",">=10cm","2"
"60","D05","TREE","TREE_004","2017-06-07T00:00:00.000Z",5,NA,60,13.2,"ABBA","4 - Rotten throughout","638",11.8,4.8,"ABBA","Y",">=10cm","4"
"61","D05","TREE","TREE_003","2017-06-07T00:00:00.000Z",5,NA,50,31.6,"BEPA","4 - Rotten throughout","648",6.6,4.1,"BEPA","Y",">=10cm","4"
"62","D05","TREE","TREE_003","2017-06-07T00:00:00.000Z",5,NA,50,31,"QURU","4 - Rotten throughout","647",78.2,5.9,"QURU","Y",">=10cm","4"
"63","D05","TREE","TREE_003","2017-06-07T00:00:00.000Z",5,NA,170,28.6,"ACRU","4 - Rotten throughout","646",62.7,1.4,"ACRU","Y",">=10cm","4"
"64","D05","TREE","TREE_003","2017-06-07T00:00:00.000Z",5,NA,290,4,"ACRU","2 - Sound round","L01",1.1,2.6,"ACRU","Y","2-5cm","2"
"65","D05","TREE","TREE_002","2017-06-08T00:00:00.000Z",5,NA,30,20.7,"PIMA","2 - Sound round","636",11.2,18.6,"PIMA","Y",">=10cm","2"
"66","D05","TREE","TREE_002","2017-06-08T00:00:00.000Z",5,NA,30,18.1,"2PLANT-S","5 - No structural integrity","635",7.7,5.7,"2PLANT-S","Y",">=10cm","5"
"67","D05","TREE","TREE_002","2017-06-08T00:00:00.000Z",5,NA,30,15.5,"2PLANT-S","5 - No structural integrity","634",2.5,2.1,"2PLANT-S","Y",">=10cm","5"
"68","D05","TREE","TREE_002","2017-06-08T00:00:00.000Z",5,NA,150,7.2,"2PLANT-S","4 - Rotten throughout","L01",3.8,5.1,"2PLANT-S","Y","5-10cm","4"
"69","D05","TREE","TREE_002","2017-06-08T00:00:00.000Z",5,NA,150,20,"PIMA","4 - Rotten throughout","633",23.4,12.1,"PIMA","Y",">=10cm","4"
"70","D05","TREE","TREE_002","2017-06-08T00:00:00.000Z",5,NA,270,15.5,"PIGL","3 - Heartwood sound","787",14.2,5.9,"PIGL","Y",">=10cm","3"
"71","D05","TREE","TREE_019","2017-06-06T00:00:00.000Z",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72","D05","TREE","TREE_019","2017-06-06T00:00:00.000Z",5,NA,150,23.5,"ACRU","5 - No structural integrity","651",41.1,1.1,"ACRU","Y",">=10cm","5"
"73","D05","TREE","TREE_019","2017-06-06T00:00:00.000Z",NA,NA,270,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"74","D05","TREE","TREE_018","2017-06-06T00:00:00.000Z",5,NA,40,16.9,"ABBA","4 - Rotten throughout","650",13,4.8,"ABBA","Y",">=10cm","4"
"75","D05","TREE","TREE_018","2017-06-06T00:00:00.000Z",5,NA,40,28.2,"PIST","3 - Heartwood sound","649",19.8,1.1,"PIST","Y",">=10cm","3"
"76","D05","TREE","TREE_018","2017-06-06T00:00:00.000Z",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"77","D05","TREE","TREE_018","2017-06-06T00:00:00.000Z",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"78","D05","TREE","TREE_018","2017-06-06T00:00:00.000Z",5,NA,280,10.3,"PIST","3 - Heartwood sound","797",1.3,1.2,"PIST","Y",">=10cm","3"
"79","D05","TREE","TREE_018","2017-06-06T00:00:00.000Z",5,NA,160,39.4,"PIGL","1 - Fresh fallen","798",77.8,21.6,"PIGL","Y",">=10cm","1"
"80","D05","TREE","TREE_006","2017-06-16T00:00:00.000Z",5,NA,300,4.3,"PIRE","2 - Sound round","L01",0.4,1.89,"PIRE","Y","2-5cm","2"
"81","D05","TREE","TREE_006","2017-06-16T00:00:00.000Z",NA,NA,180,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82","D05","TREE","TREE_006","2017-06-16T00:00:00.000Z",5,NA,60,11.5,"PIRE","2 - Sound round","481",1.9,1.3,"PIRE","Y",">=10cm","2"
"83","D05","TREE","TREE_006","2017-06-16T00:00:00.000Z",5,NA,60,33.9,"PIRE","2 - Sound round","480",71.3,11.5,"PIRE","Y",">=10cm","2"
"84","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",5,NA,40,3.7,"2PLANT-H","3 - Heartwood sound","L01",0.25,1.85,"2PLANT-H","Y","2-5cm","3"
"85","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",5,NA,40,9,"2PLANT-H","3 - Heartwood sound","L02",0.45,3.9,"2PLANT-H","Y","5-10cm","3"
"86","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",5,NA,40,5.5,"BEPA","4 - Rotten throughout","L03",0.75,1,"BEPA","Y","5-10cm","4"
"87","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",5,NA,40,3.8,"PIST","2 - Sound round","L04",1.05,2.5,"PIST","Y","2-5cm","2"
"88","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",5,NA,40,6.3,"PIST","3 - Heartwood sound","L05",1.6,1.6,"PIST","Y","5-10cm","3"
"89","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",5,NA,40,26.6,"PIST","3 - Heartwood sound","508",34.3,5.5,"PIST","Y",">=10cm","3"
"90","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",5,NA,40,25.9,"BEPA","4 - Rotten throughout","509",49.2,3.6,"BEPA","Y",">=10cm","4"
"91","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",NA,NA,160,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"92","D05","TREE","TREE_023","2017-06-16T00:00:00.000Z",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"93","D05","TREE","TREE_016","2017-06-15T00:00:00.000Z",5,NA,240,10,"ACRU","2 - Sound round","489",8.1,1,"ACRU","Y",">=10cm","2"
"94","D05","TREE","TREE_016","2017-06-15T00:00:00.000Z",5,NA,240,23.4,"ACRU","3 - Heartwood sound","488",33.8,1.3,"ACRU","Y",">=10cm","3"
"95","D05","TREE","TREE_016","2017-06-15T00:00:00.000Z",5,NA,240,25,"ACRU","3 - Heartwood sound","487",34.8,2.8,"ACRU","Y",">=10cm","3"
"96","D05","TREE","TREE_016","2017-06-15T00:00:00.000Z",5,NA,120,24,"ACRU","3 - Heartwood sound","486",0.9,3.9,"ACRU","Y",">=10cm","3"
"97","D05","TREE","TREE_016","2017-06-15T00:00:00.000Z",5,NA,0,9,"BEPA","2 - Sound round","L01",5.1,5.25,"BEPA","Y","5-10cm","2"
"98","D05","TREE","TREE_016","2017-06-15T00:00:00.000Z",5,NA,0,43,"2PLANT-S","5 - No structural integrity","485",51.1,1.1,"2PLANT-S","Y",">=10cm","5"
"99","D05","TREE","TREE_060","2017-06-16T00:00:00.000Z",5,NA,100,37.7,"PIRE","3 - Heartwood sound","484",77.2,20.3,"PIRE","Y",">=10cm","3"
"100","D05","TREE","TREE_060","2017-06-16T00:00:00.000Z",5,NA,220,5.9,"ACRU","2 - Sound round","L01",0.1,1.3,"ACRU","Y","5-10cm","2"
"101","D05","TREE","TREE_060","2017-06-16T00:00:00.000Z",5,NA,220,9,"ACRU","2 - Sound round","L02",2.2,1.54,"ACRU","Y","5-10cm","2"
"102","D05","TREE","TREE_060","2017-06-16T00:00:00.000Z",5,NA,220,22.3,"PIRE","2 - Sound round","483",27.7,4.5,"PIRE","Y",">=10cm","2"
"103","D05","TREE","TREE_060","2017-06-16T00:00:00.000Z",5,NA,340,12,"PIRE","4 - Rotten throughout","482",1.8,1.28,"PIRE","Y",">=10cm","4"
"104","D05","TREE","TREE_049","2017-06-19T00:00:00.000Z",NA,NA,40,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"105","D05","TREE","TREE_049","2017-06-19T00:00:00.000Z",NA,NA,160,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"106","D05","TREE","TREE_049","2017-06-19T00:00:00.000Z",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"107","D05","TREE","TREE_053","2017-06-19T00:00:00.000Z",NA,NA,90,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"108","D05","TREE","TREE_053","2017-06-19T00:00:00.000Z",NA,NA,210,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"109","D05","TREE","TREE_053","2017-06-19T00:00:00.000Z",NA,NA,330,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"110","D05","TREE","TREE_050","2017-06-19T00:00:00.000Z",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"111","D05","TREE","TREE_050","2017-06-19T00:00:00.000Z",NA,NA,170,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"112","D05","TREE","TREE_050","2017-06-19T00:00:00.000Z",NA,NA,290,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"113","D05","TREE","TREE_055","2017-06-19T00:00:00.000Z",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"114","D05","TREE","TREE_055","2017-06-19T00:00:00.000Z",NA,NA,320,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"115","D05","TREE","TREE_055","2017-06-19T00:00:00.000Z",5,NA,200,11.7,"ACSA3","4 - Rotten throughout","479",4.4,3.99,"ACSA3","Y",">=10cm","4"
"116","D05","TREE","TREE_055","2017-06-19T00:00:00.000Z",5,NA,200,28.5,"ACSA3","2 - Sound round","477",63.1,640,"ACSA3","Y",">=10cm","2"
"117","D05","TREE","TREE_056","2017-06-06T00:00:00.000Z",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"118","D05","TREE","TREE_056","2017-06-06T00:00:00.000Z",5,NA,200,4,"ACSA3","2 - Sound round","L01",0.3,1.8,"ACSA3","Y","2-5cm","2"
"119","D05","TREE","TREE_056","2017-06-06T00:00:00.000Z",NA,NA,320,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"120","D05","TREE","TREE_046","2017-06-06T00:00:00.000Z",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"121","D05","TREE","TREE_046","2017-06-06T00:00:00.000Z",NA,NA,270,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"122","D05","TREE","TREE_046","2017-06-06T00:00:00.000Z",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"123","D05","TREE","TREE_044","2017-06-16T00:00:00.000Z",NA,NA,290,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"124","D05","TREE","TREE_044","2017-06-16T00:00:00.000Z",5,NA,50,13.2,"2PLANT-H","5 - No structural integrity","769",2.2,1.1,"2PLANT-H","Y",">=10cm","5"
"125","D05","TREE","TREE_044","2017-06-16T00:00:00.000Z",5,NA,170,12.7,"2PLANT-H","4 - Rotten throughout","768",3.7,2,"2PLANT-H","Y",">=10cm","4"
"126","D05","TREE","TREE_051","2017-06-06T00:00:00.000Z",NA,NA,310,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"127","D05","TREE","TREE_051","2017-06-06T00:00:00.000Z",NA,NA,70,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"128","D05","TREE","TREE_051","2017-06-06T00:00:00.000Z",NA,NA,190,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"129","D05","TREE","TREE_005","2017-06-19T00:00:00.000Z",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"130","D05","TREE","TREE_005","2017-06-19T00:00:00.000Z",5,NA,290,13.8,"PICEA","3 - Heartwood sound","786",15.2,2.6,"PICEA","Y",">=10cm","3"
"131","D05","TREE","TREE_005","2017-06-19T00:00:00.000Z",5,NA,290,19.9,"PICEA","3 - Heartwood sound","785",16.7,1.6,"PICEA","Y",">=10cm","3"
"132","D05","TREE","TREE_005","2017-06-19T00:00:00.000Z",NA,NA,170,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"133","D05","TREE","TREE_015","2017-06-21T00:00:00.000Z",5,NA,60,4.7,"ABBA","3 - Heartwood sound","L01",0.7,2.8,"ABBA","Y","2-5cm","3"
"134","D05","TREE","TREE_015","2017-06-21T00:00:00.000Z",5,NA,60,7.3,"ABBA","2 - Sound round","L02",1.3,3.4,"ABBA","Y","5-10cm","2"
"135","D05","TREE","TREE_015","2017-06-21T00:00:00.000Z",5,NA,180,20.8,"ACRU","3 - Heartwood sound","784",19.6,6,"ACRU","Y",">=10cm","3"
"136","D05","TREE","TREE_015","2017-06-21T00:00:00.000Z",5,NA,180,58.5,"PIST","2 - Sound round","783",34.6,19.4,"PIST","Y",">=10cm","2"
"137","D05","TREE","TREE_015","2017-06-21T00:00:00.000Z",5,NA,180,35.4,"LALA","3 - Heartwood sound","782",45.9,10.9,"LALA","Y",">=10cm","3"
"138","D05","TREE","TREE_015","2017-06-21T00:00:00.000Z",5,NA,180,39.1,"POTR5","4 - Rotten throughout","781",68.3,3.5,"POTR5","Y",">=10cm","4"
"139","D05","TREE","TREE_015","2017-06-21T00:00:00.000Z",5,NA,300,17.8,"ACRU","2 - Sound round","780",18,8.5,"ACRU","Y",">=10cm","2"
"140","D05","TREE","TREE_043","2017-06-16T00:00:00.000Z",NA,NA,240,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"141","D05","TREE","TREE_043","2017-06-16T00:00:00.000Z",5,NA,0,15.3,"TSCA","2 - Sound round","771",13,20,"TSCA","Y",">=10cm","2"
"142","D05","TREE","TREE_043","2017-06-16T00:00:00.000Z",5,NA,120,42.6,"PIGL","2 - Sound round","770",103.8,17.9,"PIGL","Y",">=10cm","2"
"143","D05","TREE","TREE_048","2017-07-04T00:00:00.000Z",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"144","D05","TREE","TREE_048","2017-07-04T00:00:00.000Z",5,NA,70,18,"2PLANT-S","4 - Rotten throughout","631",15.5,3.4,"2PLANT-S","Y",">=10cm","4"
"145","D05","TREE","TREE_048","2017-07-04T00:00:00.000Z",5,NA,70,17.9,"2PLANT-S","3 - Heartwood sound","630",24.1,5.2,"2PLANT-S","Y",">=10cm","3"
"146","D05","TREE","TREE_048","2017-07-04T00:00:00.000Z",5,NA,190,14.4,"PIMA","2 - Sound round","629",8,5,"PIMA","Y",">=10cm","2"
"147","D05","TREE","TREE_054","2017-07-04T00:00:00.000Z",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"148","D05","TREE","TREE_054","2017-07-04T00:00:00.000Z",5,NA,150,6.7,"ABBA","3 - Heartwood sound","L01",2.3,54,"ABBA","Y","5-10cm","3"
"149","D05","TREE","TREE_054","2017-07-04T00:00:00.000Z",NA,NA,270,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"150","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,130,17.7,"PINUS","4 - Rotten throughout","637",23.3,5.1,"PINUS","Y",">=10cm","4"
"151","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,6.5,"PINUS","3 - Heartwood sound","L01",0,1.5,"PINUS","Y","5-10cm","3"
"152","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"153","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,4.8,"BEPA","2 - Sound round","L02",0.2,4.2,"BEPA","Y","2-5cm","2"
"154","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,3.6,"BEPA","2 - Sound round","L03",0.3,6.2,"BEPA","Y","2-5cm","2"
"155","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,2.5,"PIST","3 - Heartwood sound","L04",0.4,1.1,"PIST","Y","2-5cm","3"
"156","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,6.7,"BEPA","3 - Heartwood sound","L05",0.7,1.3,"BEPA","Y","5-10cm","3"
"157","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,3,"BEPA","2 - Sound round","L06",0.7,2.4,"BEPA","Y","2-5cm","2"
"158","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,4.2,"BEPA","2 - Sound round","L07",0.8,3.6,"BEPA","Y","2-5cm","2"
"159","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,5,"BEPA","2 - Sound round","L08",0.9,5.6,"BEPA","Y","5-10cm","2"
"160","D05","TREE","TREE_001","2017-06-08T00:00:00.000Z",5,NA,250,5.6,"BEPA","3 - Heartwood sound","L09",1.1,2.2,"BEPA","Y","5-10cm","3"
"161","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,290,13,"ABBA","3 - Heartwood sound","658",0.7,5.5,"ABBA","Y",">=10cm","3"
"162","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,290,7,"ACSA3","3 - Heartwood sound","L01",5.1,4,"ACSA3","Y","5-10cm","3"
"163","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,290,15,"ABBA","4 - Rotten throughout","657",7.5,3.5,"ABBA","Y",">=10cm","4"
"164","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,290,NA,"ZYVU",NA,NA,116.1,1,"ZYVIR","Y",NA,NA
