"siteid","taxonid","decayClass","sizeCategory","relativeAbundance","cumulativeAbundance","sampledDiskNum","cumulativeDiskNum"
"STEI","2PLANT-H","","5-10cm",10.27,10.27,5,5
"STEI","2PLANT-S","","5-10cm",9.19,19.46,5,10
"STEI","2PLANT-H","","2-5cm",6.49,25.95,5,15
"STEI","2PLANT-H","3",">=10cm",5.95,31.9,10,25
"STEI","THOC2","3",">=10cm",4.86,36.76,10,35
"STEI","ACRU","","5-10cm",4.86,41.62,5,40
"STEI","2PLANT-S","4",">=10cm",4.32,45.94,10,50
"STEI","ACRU","2",">=10cm",3.78,49.72,10,60
"STEI","2PLANT-H","4",">=10cm",3.78,53.5,10,70
"STEI","2PLANT-H","2",">=10cm",2.7,56.2,10,80
"STEI","2PLANT-H","5",">=10cm",2.7,58.9,10,90
"STEI","THOC2","4",">=10cm",2.16,61.06,10,100
"STEI","2PLANT-S","5",">=10cm",2.16,63.22,10,110
"STEI","2PLANT-S","3",">=10cm",1.62,64.84,10,120
"STEI","ACRU","3",">=10cm",1.62,66.46,10,130
"STEI","POTR5","4",">=10cm",1.62,68.08,10,140
"STEI","ACRU","","2-5cm",1.62,69.7,5,145
"STEI","2PLANT-S","2",">=10cm",1.08,70.78,10,155
"STEI","ACER","2",">=10cm",1.08,71.86,10,165
"STEI","ACSA3","2",">=10cm",1.08,72.94,10,175
"STEI","ACSA3","3",">=10cm",1.08,74.02,10,185
"STEI","ABBA","4",">=10cm",1.08,75.1,10,195
"STEI","ACSA3","5",">=10cm",1.08,76.18,10,205
"STEI","ABBA","","2-5cm",1.08,77.26,5,210
"STEI","ACSA3","","2-5cm",1.08,78.34,5,215
"STEI","2PLANT","","5-10cm",1.08,79.42,5,220
"STEI","ABBA","","5-10cm",1.08,80.5,5,225
"STEI","ACER","","5-10cm",1.08,81.58,5,230
"STEI","ACSA3","","5-10cm",1.08,82.66,5,235
"STEI","FRNI","","5-10cm",1.08,83.74,5,240
"STEI","2PLANT-H","1",">=10cm",0.54,84.28,10,250
"STEI","ACRU","1",">=10cm",0.54,84.82,10,260
"STEI","POTR5","1",">=10cm",0.54,85.36,10,270
"STEI","FRPE","2",">=10cm",0.54,85.9,10,280
"STEI","PICEA","2",">=10cm",0.54,86.44,10,290
"STEI","PIMA","2",">=10cm",0.54,86.98,10,300
"STEI","POGR","2",">=10cm",0.54,87.52,10,310
"STEI","POTR5","2",">=10cm",0.54,88.06,10,320
"STEI","TIAMC","2",">=10cm",0.54,88.6,10,330
"STEI","ACER","3",">=10cm",0.54,89.14,10,340
"STEI","BEPA","3",">=10cm",0.54,89.68,10,350
"STEI","FRAXI","3",">=10cm",0.54,90.22,10,360
"STEI","FRPE","3",">=10cm",0.54,90.76,10,370
"STEI","POTR5","3",">=10cm",0.54,91.3,10,380
"STEI","QURU","3",">=10cm",0.54,91.84,10,390
"STEI","TIAM","3",">=10cm",0.54,92.38,10,400
"STEI","2PLANT","4",">=10cm",0.54,92.92,10,410
"STEI","ACER","4",">=10cm",0.54,93.46,10,420
"STEI","ACRU","4",">=10cm",0.54,94,10,430
"STEI","BEPA","4",">=10cm",0.54,94.54,10,440
"STEI","BETUL","4",">=10cm",0.54,95.08,10,450
"STEI","FRNI","4",">=10cm",0.54,95.62,10,460
"STEI","ACER","5",">=10cm",0.54,96.16,10,470
"STEI","BEPA","5",">=10cm",0.54,96.7,10,480
"STEI","THOC2","5",">=10cm",0.54,97.24,10,490
"STEI","2PLANT-S","","2-5cm",0.54,97.78,5,495
"STEI","TIAM","","2-5cm",0.54,98.32,5,500
"STEI","BEPA","","5-10cm",0.54,98.86,5,505
"STEI","POPUL","","5-10cm",0.54,99.4,5,510
"STEI","POTR5","","5-10cm",0.54,99.94,5,515
