"uid","date","plotID","subplotID","nestedSubplotID","tagID","supportingStemTagID","pointID","stemAzimuth","stemDistance","scientificName","identificationQualifier","growthForm","remarks"
1,20140910,"CPER_013",31,,"0002",,31,"39","2.2","Atriplex canescens",,"SMS",
2,20140910,"CPER_013",31,,"0003",,31,"43","2.5","Atriplex canescens",,"SMS",
3,20140910,"CPER_013",31,,"0004",,31,"35.5","3.1","Atriplex canescens",,"SMS",
4,20140910,"CPER_013",31,,"0005",,31,"19.5","3.5","Atriplex canescens",,"SMS",
5,20140910,"CPER_013",31,,"0006",,31,"24","5.2","Atriplex canescens",,"SMS",
6,20140910,"CPER_013",31,,"0007",,31,"42","5.1","Atriplex canescens",,"SMS",
7,20140910,"CPER_013",31,,"0008",,31,"74","4","Atriplex canescens",,"SMS",
8,20140910,"CPER_013",31,,"0009",,31,"80.5","4.1","Atriplex canescens",,"SMS",
9,20140910,"CPER_013",31,,"0010",,31,"73","4.2","Atriplex canescens",,"SMS",
10,20140910,"CPER_013",31,,"0011",,31,"80","5.5","Atriplex canescens",,"SMS",
11,20140910,"CPER_013",31,,"0012",,31,"64.5","5.6","Atriplex canescens",,"SMS",
12,20140910,"CPER_013",31,,"0013",,31,"69","7.1","Atriplex canescens",,"SMS",
13,20140910,"CPER_013",31,,"0014",,31,"68","9","Atriplex canescens",,"SMS",
14,20140910,"CPER_013",31,,"0015",,31,"48","7.4","Atriplex canescens",,"SMS",
15,20140910,"CPER_013",31,,"0016",,31,"38","10.5","Atriplex canescens",,"SMS",
16,20140910,"CPER_013",31,,"0017",,31,"37.5","12.5","Atriplex canescens",,"SMS",
17,20140910,"CPER_013",31,,"0018",,31,"28.5","12","Atriplex canescens",,"SMS",
18,20140910,"CPER_013",31,,"0019",,31,"22","8.1","Atriplex canescens",,"SMS",
19,20140910,"CPER_013",31,,"0020",,31,"24","9.4","Atriplex canescens",,"SMS",
20,20140910,"CPER_013",31,,"0021",,31,"2","7.9","Atriplex canescens",,"SMS",
21,20140910,"CPER_013",31,,"0022",,31,"6","8.1","Atriplex canescens",,"SMS",
22,20140910,"CPER_013",31,,"0023",,31,"0.5","9.3","Atriplex canescens",,"SMS",
23,20140910,"CPER_013",33,,"0024",,33,"285","1.3","Atriplex canescens",,"SMS",
24,20140910,"CPER_013",33,,"0025",,33,"284","2.8","Atriplex canescens",,"SMS",
25,20140910,"CPER_013",33,,"0026",,33,"286","4.3","Atriplex canescens",,"SMS",
26,20140910,"CPER_013",33,,"0027",,33,"287","4.5","Atriplex canescens",,"SMS",
27,20140910,"CPER_013",33,,"0028",,33,"288","6.9","Atriplex canescens",,"SMS",
28,20140910,"CPER_013",33,,"0029",,33,"293.5","9.7","Atriplex canescens",,"SMS",
29,20140910,"CPER_013",33,,"0030",,33,"296.5","10.7","Atriplex canescens",,"SMS",
30,20140910,"CPER_013",33,,"0031",,33,"304","8.6","Atriplex canescens",,"SMS",
31,20140910,"CPER_013",33,,"0032",,33,"304","6.2","Atriplex canescens",,"SMS",
32,20140910,"CPER_013",33,,"0033",,33,"327","5.9","Atriplex canescens",,"SMS",
33,20140910,"CPER_013",33,,"0034",,33,"325","8.2","Atriplex canescens",,"SMS",
34,20140910,"CPER_013",33,,"0035",,33,"322","10.1","Atriplex canescens",,"SMS",
35,20140910,"CPER_013",33,,"0036",,33,"335","8.8","Atriplex canescens",,"SMS",
36,20140910,"CPER_013",40,,"0064",,41,"272","3.3","Atriplex canescens",,"SMS",
37,20140910,"CPER_013",40,,"0060",,41,"284","3.8","Atriplex canescens",,"SMS",
38,20140910,"CPER_013",40,,"0062",,41,"344","3","Atriplex canescens",,"SMS",
39,20140910,"CPER_013",40,,"0065",,41,"353","6","Atriplex canescens",,"SMS",
40,20140910,"CPER_013",40,,"0061",,41,"236","6.9","Atriplex canescens",,"SMS",
41,20140910,"CPER_013",40,,"0063",,41,"331","9","Atriplex canescens",,"SMS",
42,20140910,"CPER_013",40,,"0059",,41,"319","10.4","Atriplex canescens",,"SMS",
43,20140910,"CPER_013",40,,"0058",,41,"322","12.8","Atriplex canescens",,"SMS",
44,20140910,"CPER_013",40,,"0066",,41,"309","11.1","Atriplex canescens",,"SMS",
45,20140910,"CPER_013",40,,"0068",,41,"297","7.8","Atriplex canescens",,"SMS",
46,20140910,"CPER_013",40,,"0067",,41,"298","9.7","Atriplex canescens",,"SMS",
47,20140910,"CPER_013",40,,"0069",,41,"292","10.3","Atriplex canescens",,"SMS",
48,20140910,"CPER_013",40,,"0071",,41,"288","8.9","Atriplex canescens",,"SMS",
49,20140910,"CPER_013",40,,"0070",,41,"274","8.1","Atriplex canescens",,"SMS",
50,20140910,"CPER_013",41,,"0072",,41,"76","1.3","Atriplex canescens",,"SMS",
51,20140910,"CPER_013",41,,"0073",,41,"76","2.5","Atriplex canescens",,"SMS",
52,20140910,"CPER_013",41,,"0074",,41,"81","8.7","Atriplex canescens",,"SMS",
53,20140910,"CPER_013",41,,"0075",,41,"35","9.8","Atriplex canescens",,"SMS",
54,20140910,"CPER_013",41,,"0077",,41,"10","3.3","Atriplex canescens",,"SMS",
55,20140910,"CPER_013",41,,"0078",,41,"21","2.4","Atriplex canescens",,"SMS",
56,20140915,"CPER_010",31,,"0079",,31,"78","7","Atriplex canescens",,"SMS",
57,20140915,"CPER_010",31,,"0080",,31,"79","7.4","Atriplex canescens",,"SMS",
58,20140915,"CPER_010",31,,"0081",,41,"254","8.3","Atriplex canescens",,"SMS",
59,20140915,"CPER_010",31,,"0082",,41,"174","2.7","Atriplex canescens",,"SMS",
60,20140915,"CPER_010",31,,"0083",,41,"198","1.1","Atriplex canescens",,"SMS",
61,20140916,"CPER_007",31,,"0102",,31,"20","3.4","Atriplex canescens",,"SMS",
62,20140916,"CPER_007",31,,"0103",,31,"6","7.2","Atriplex canescens",,"SMS",
63,20140916,"CPER_007",40,,"0104",,41,"279","8.1","Atriplex canescens",,"SMS",
64,20140916,"CPER_007",40,,"0105",,41,"304","6.1","Atriplex canescens",,"SMS",
65,20140918,"CPER_001",31,,"0107",,31,"84","4.6","Atriplex canescens",,"SMS","dense bush"
66,20140918,"CPER_001",31,,"0108",,31,"55","4.8","Atriplex canescens",,"SMS",
67,20140918,"CPER_001",31,,"0109",,41,"264","4.6","Atriplex canescens",,"SMS","barely alive"
68,20140918,"CPER_001",32,,"0110",,41,"132","2.5","Atriplex canescens",,"SMS",
69,20140918,"CPER_001",32,,"0111",,41,"130","3.5","Atriplex canescens",,"SMS",
70,20140918,"CPER_001",32,,"0112",,41,"124","4","Atriplex canescens",,"SMS",
71,20140918,"CPER_001",32,,"0113",,41,"144","4.2","Atriplex canescens",,"SMS",
72,20140918,"CPER_001",32,,"0114",,41,"170","6.1","Atriplex canescens",,"SMS",
73,20140918,"CPER_001",32,,"0115",,41,"150","7.8","Atriplex canescens",,"SMS",
74,20140918,"CPER_001",32,,"0116",,33,"302","6.4","Atriplex canescens",,"SMS",
75,20140918,"CPER_001",32,,"0117",,33,"306","5.6","Atriplex canescens",,"SMS",
76,20140918,"CPER_001",32,,"0118",,33,"274","4.4","Atriplex canescens",,"SMS",
77,20140918,"CPER_001",40,,"0119",,49,"150","7.7","Atriplex canescens",,"SMS",
78,20140918,"CPER_001",40,,"0120",,49,"91","9.4","Atriplex canescens",,"SMS",
79,20140918,"CPER_001",41,,"0121",,51,"266","8.9","Atriplex canescens",,"SMS",
80,20140918,"CPER_001",41,,"0122",,51,"250","4.3","Atriplex canescens",,"SMS",
81,20140910,"CPER_013",31,,"0001",,31,"0","1.3","Atriplex canescens",,"SMS",
82,20140915,"CPER_010",31,,"0084",,41,"180","1","Atriplex canescens",,"SMS",
83,20140915,"CPER_010",31,,"0085",,41,"216","0.8","Atriplex canescens",,"SMS",
84,20140915,"CPER_010",32,,"0086",,33,"281","7.2","Atriplex canescens",,"SMS",
85,20140915,"CPER_010",32,,"0087",,33,"299","8","Atriplex canescens",,"SMS",
86,20140915,"CPER_010",32,,"0088",,33,"317","7.1","Atriplex canescens",,"SMS",
87,20140915,"CPER_010",32,,"0089",,41,"101","1.1","Atriplex canescens",,"SMS",
88,20140915,"CPER_010",32,,"0090",,41,"90.5","3.6","Atriplex canescens",,"SMS",
89,20140915,"CPER_010",32,,"0091",,41,"90","8.4","Atriplex canescens",,"SMS",
90,20140915,"CPER_010",41,,"0092",,41,"53","1.4","Atriplex canescens",,"SMS",
91,20140915,"CPER_010",41,,"0093",,41,"29","1.2","Atriplex canescens",,"SMS",
92,20140915,"CPER_010",41,,"0094",,41,"8","0.7","Atriplex canescens",,"SMS",
93,20140915,"CPER_010",41,,"0095",,41,"45","0.9","Atriplex canescens",,"SMS",
94,20140915,"CPER_010",41,,"0096",,41,"45","1.2","Atriplex canescens",,"SMS",
95,20140915,"CPER_010",41,,"0097",,41,"73.5","3","Atriplex canescens",,"SMS",
96,20140915,"CPER_010",41,,"0098",,41,"20","6.4","Atriplex canescens",,"SMS",
97,20140915,"CPER_010",41,,"0099",,41,"41.5","6.4","Atriplex canescens",,"SMS",
98,20140915,"CPER_010",41,,"0100",,41,"18","10.3","Atriplex canescens",,"SMS",
99,20140915,"CPER_010",40,,"0101",,41,"320","5.6","Atriplex canescens",,"SMS",
100,20140915,"CPER_017",41,,"0106",,61,"236","6.7","Ericameria nauseosa",,"SMS",
