"plotID","pointID","mOrder","country","stateProvince","county","domainName","domainID","siteName","siteID","plotType","subtype","subtypeSpecification","plotSize","plotDimensions","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","elevation","elevationUncertainty","minimumElevation","maximumElevation","slopeGradient","slopeAspect","nlcdClass","soilTypeOrder","coordinateSource","recordedDate","filteredPositions","plotPdop","plotHdop","applicableModules","module","plot"
"YELL_056","61",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.951452,-110.534093,"WGS84","12N",536751.553,4977662.952,0.25,2151.93,0.44,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180719,397,5,2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_056","23",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.951089,-110.534342,"WGS84","12N",536732.21,4977622.542,0.1,2153.33,0.1,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180719,302,5.7,1.6,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_056","39",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.951262,-110.534604,"WGS84","12N",536711.379,4977641.543,0.1,2152.34,0.1,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180719,360,4.7,2.5,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_056","21",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.951079,-110.534599,"WGS84","12N",536711.884,4977621.272,0.1,2153.16,0.1,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180719,127,1.9,1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_056","57",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.951441,-110.534599,"WGS84","12N",536711.682,4977661.46,0.1,2153.11,0.1,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180719,305,1.9,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_056","41",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.951268,-110.534349,"WGS84","12N",536731.511,4977642.343,0.14,2152.87,0.2,2151.93,2153.76,1.15,270,"evergreenForest",,"Geo 7X (H-Star)",20180719,330,3.5,2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_056","25",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.951089,-110.534085,"WGS84","12N",536752.467,4977622.639,0.24,2153.63,0.74,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180719,301,3.6,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_056","59",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.95145,-110.534364,"WGS84","12N",536730.191,4977662.573,0.25,2153.76,0.41,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180719,303,1.3,0.7,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_062","61",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952542,-110.536776,"WGS84","12N",536539.288,4977782.748,0.14,2137.01,0.16,2137.01,2142.24,2.5,316.77,"evergreenForest",,"Geo 7X (H-Star)",20180719,304,2.6,1.7,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","41",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952359,-110.53702,"WGS84","12N",536520.093,4977762.34,0.1,2140.77,0.1,2137.01,2142.24,1.83,45,"evergreenForest",,"Geo 7X (H-Star)",20180719,305,1.7,0.9,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","43",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952356,-110.536766,"WGS84","12N",536540.165,4977762.149,0.1,2141.51,0.1,2137.01,2142.24,4.06,304.22,"evergreenForest",,"Geo 7X (H-Star)",20180719,305,2.1,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","25",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952173,-110.53677,"WGS84","12N",536539.98,4977741.856,0.1,2142.24,0.1,2137.01,2142.24,5.46,282.02,"evergreenForest",,"Geo 7X (H-Star)",20180719,310,2.4,1.5,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","23",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952179,-110.537023,"WGS84","12N",536520.053,4977742.353,0.1,2141.3,0.1,2137.01,2142.24,5.46,282.02,"evergreenForest",,"Geo 7X (H-Star)",20180719,304,2.4,1.3,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","39",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952359,-110.537279,"WGS84","12N",536499.726,4977762.271,0.1,2140.77,0.1,2137.01,2142.24,3.69,281.22,"evergreenForest",,"Geo 7X (H-Star)",20180719,307,2.6,1.6,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","57",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952544,-110.537274,"WGS84","12N",536499.957,4977782.766,0.1,2139.99,0.26,2137.01,2142.24,2.23,278.51,"evergreenForest",,"Geo 7X (H-Star)",20180719,316,3.3,1.7,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","59",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952542,-110.537019,"WGS84","12N",536520.09,4977782.665,0.1,2137.71,0.1,2137.01,2142.24,2.5,316.77,"evergreenForest",,"Geo 7X (H-Star)",20180719,303,3.4,1.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_062","21",481703,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.952174,-110.537265,"WGS84","12N",536500.951,4977741.753,0.23,2139.08,0.3,2137.01,2142.24,4.23,271.44,"evergreenForest",,"Geo 7X (H-Star)",20180719,331,4.3,2.7,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","481703T"
"YELL_051","41",35239,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.954277,-110.541571,"WGS84","12N",536159.984,4977973.414,0.1,2119.7,0.1,2118.69,2122.3,0,0,"shrubScrub",,"Geo 7X (H-Star)",20180730,302,2,1.2,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","35239T"
"YELL_051","33",35239,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.954185,-110.541448,"WGS84","12N",536169.709,4977963.251,0.1,2120.06,0.1,2118.69,2122.3,,,"shrubScrub",,"Geo 7X (H-Star)",20180730,317,2.4,1.5,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","35239T"
"YELL_051","31",35239,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.954192,-110.541702,"WGS84","12N",536149.679,4977963.842,0.1,2118.77,0.1,2118.69,2122.3,,,"shrubScrub",,"Geo 7X (H-Star)",20180730,306,2.4,1.3,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","35239T"
"YELL_051","49",35239,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.954372,-110.541692,"WGS84","12N",536150.298,4977983.83,0.1,2119.55,0.1,2118.69,2122.3,,,"shrubScrub",,"Geo 7X (H-Star)",20180730,311,1.9,1.1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","35239T"
"YELL_051","51",35239,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.954366,-110.541439,"WGS84","12N",536170.257,4977983.289,0.12,2120.19,0.12,2118.69,2122.3,,,"shrubScrub",,"Geo 7X (H-Star)",20180730,302,6,4.8,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","35239T"
"YELL_050","41",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.95508,-110.543079,"WGS84","12N",536040.511,4978061.957,0.13,2118.01,0.15,2117.09,2118.29,1.49,333.51,"evergreenForest",,"Geo 7X (H-Star)",20180730,311,2.9,1.7,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","23",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.954897,-110.543084,"WGS84","12N",536040.229,4978041.637,0.1,2117.76,0.1,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,306,2.2,1.2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","21",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.9549,-110.543335,"WGS84","12N",536020.396,4978041.753,0.1,2117.17,0.1,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,302,2.6,1.6,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","39",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.955083,-110.543329,"WGS84","12N",536020.731,4978062.146,0.1,2117.7,0.1,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,301,5.3,2.4,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","57",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.955265,-110.543329,"WGS84","12N",536020.674,4978082.394,0.11,2117.88,0.14,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,310,5.4,2.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","59",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.955262,-110.54307,"WGS84","12N",536041.066,4978082.099,0.1,2117.17,0.1,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,301,3.6,1.9,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","61",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.955256,-110.542818,"WGS84","12N",536060.934,4978081.555,0.1,2117.09,0.1,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,310,4.1,1.9,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","43",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.955074,-110.542829,"WGS84","12N",536060.187,4978061.353,0.1,2117.98,0.1,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,304,3.9,1.4,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_050","25",34215,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.954894,-110.542834,"WGS84","12N",536059.909,4978041.373,0.1,2118.29,0.1,2117.09,2118.29,,,"evergreenForest",,"Geo 7X (H-Star)",20180730,304,3.9,1.4,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","34215T"
"YELL_056","43",422823,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","tower","basePlot","",1600,"40m x 40m",44.95127,-110.534097,"WGS84","12N",536751.433,4977642.664,0.1,2152.13,0.1,2151.93,2153.76,0,0,"evergreenForest",,"Geo 7X (H-Star)",20180730,632,3.1,2,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","422823T"
"YELL_065","41",9794,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mosquitoPoint","",0,"0m",44.920597,-110.440344,"WGS84","12N",544170.322,4974282.088,10.1,2024.14,0.1,2024.14,2024.14,13.96,306.21,"evergreenForest",,"Geo 7X (H-Star)",20180823,309,3.7,1.4,"mos|mpt","Q","9794Q"
"YELL_067","41",2450,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mosquitoPoint","",0,"0m",44.911997,-110.394062,"WGS84","12N",547830.218,4973353.026,10.1,1955.51,0.1,1955.51,1955.51,3.44,25.4,"shrubScrub",,"Geo 7X (H-Star)",20180821,332,2.6,1.4,"mos|mpt","Q","2450Q"
"YELL_068","41",4519,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mosquitoPoint","",0,"0m",44.958947,-110.545032,"WGS84","12N",535884.015,4978490.64,10.1,2103.41,0.1,2103.41,2103.41,1.9,69.31,"shrubScrub",,"Geo 7X (H-Star)",20180821,315,2,1.3,"mos|mpt","Q","4519Q"
"YELL_070","41",23271,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mosquitoPoint","",0,"0m",44.958666,-110.559036,"WGS84","12N",534779.727,4978453.291,10.1,2112.18,0.1,2112.18,2112.18,3.52,50.82,"shrubScrub",,"Geo 7X (H-Star)",20180828,310,2.3,1.1,"mos|mpt","Q","23271Q"
"YELL_069","41",23107,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mosquitoPoint","",0,"0m",44.942706,-110.641175,"WGS84","12N",528309.058,4976648.401,10.1,2021.92,0.1,2021.92,2021.92,13.41,22.05,"shrubScrub",,"Geo 7X (H-Star)",20180827,301,2,1,"mos|mpt","Q","23107Q"
"YELL_066","41",22810,"unitedStates","WY","Park","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mosquitoPoint","",0,"0m",44.948403,-110.453038,"WGS84","12N",543147.644,4977364.133,10.12,1995.49,0.25,1995.49,1995.49,3.54,149.56,"evergreenForest",,"Geo 7X (H-Star)",20180910,555,4,2.8,"mos|mpt","Q","22810Q"
"YELL_020","A1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944172,-110.647089,"WGS84","12N",527841.801,4976809.24,,2102.73,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","B1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944172,-110.646962,"WGS84","12N",527851.801,4976809.24,,2102.6,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","C1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944171,-110.646835,"WGS84","12N",527861.801,4976809.24,,2102.36,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","D1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944171,-110.646709,"WGS84","12N",527871.801,4976809.24,,2102.08,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","E1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944171,-110.646582,"WGS84","12N",527881.801,4976809.24,,2101.79,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","F1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.94417,-110.646455,"WGS84","12N",527891.801,4976809.24,,2101.39,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","G1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.94417,-110.646328,"WGS84","12N",527901.801,4976809.24,,2100.93,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","H1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944169,-110.646202,"WGS84","12N",527911.801,4976809.24,,2100.46,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","I1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944169,-110.646075,"WGS84","12N",527921.801,4976809.24,,2099.64,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","J1",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944169,-110.645948,"WGS84","12N",527931.801,4976809.24,,2098.65,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","A2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944082,-110.647089,"WGS84","12N",527841.801,4976799.24,,2103.29,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","B2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944082,-110.646963,"WGS84","12N",527851.801,4976799.24,,2103.16,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","C2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944081,-110.646836,"WGS84","12N",527861.801,4976799.24,,2102.92,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","D2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944081,-110.646709,"WGS84","12N",527871.801,4976799.24,,2102.63,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","E2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944081,-110.646582,"WGS84","12N",527881.801,4976799.24,,2102.34,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","F2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.94408,-110.646456,"WGS84","12N",527891.801,4976799.24,,2101.93,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","G2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.94408,-110.646329,"WGS84","12N",527901.801,4976799.24,,2101.46,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","H2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944079,-110.646202,"WGS84","12N",527911.801,4976799.24,,2100.99,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","I2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944079,-110.646075,"WGS84","12N",527921.801,4976799.24,,2100.26,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","J2",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.944079,-110.645949,"WGS84","12N",527931.801,4976799.24,,2099.39,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","A3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943992,-110.64709,"WGS84","12N",527841.801,4976789.24,,2103.8,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","B3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943992,-110.646963,"WGS84","12N",527851.801,4976789.24,,2103.61,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","C3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943991,-110.646836,"WGS84","12N",527861.801,4976789.24,,2103.34,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","D3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943991,-110.64671,"WGS84","12N",527871.801,4976789.24,,2103.05,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","E3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943991,-110.646583,"WGS84","12N",527881.801,4976789.24,,2102.75,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","F3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.94399,-110.646456,"WGS84","12N",527891.801,4976789.24,,2102.3,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","G3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.94399,-110.646329,"WGS84","12N",527901.801,4976789.24,,2101.79,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","H3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943989,-110.646203,"WGS84","12N",527911.801,4976789.24,,2101.28,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","I3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943989,-110.646076,"WGS84","12N",527921.801,4976789.24,,2100.55,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","J3",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943989,-110.645949,"WGS84","12N",527931.801,4976789.24,,2099.71,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","A4",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943902,-110.64709,"WGS84","12N",527841.801,4976779.24,,2104.31,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","B4",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943902,-110.646964,"WGS84","12N",527851.801,4976779.24,,2104.04,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","C4",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943901,-110.646837,"WGS84","12N",527861.801,4976779.24,,2103.75,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","D4",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943901,-110.64671,"WGS84","12N",527871.801,4976779.24,,2103.44,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","E4",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.943901,-110.646583,"WGS84","12N",527881.801,4976779.24,,2103.13,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
"YELL_020","F4",1179,"unitedStates","","","Northern Rockies","D12","Yellowstone Northern Range (Frog Rock)","YELL","distributed","mammalGrid","diversity",8100,"90m X 90m",44.9439,-110.646457,"WGS84","12N",527891.801,4976779.24,,2102.65,,2098.65,2106.68,,,"evergreenForest",,"GIS",,,,,"mam","M","1179M"
