clipID,subplotID,offsetEasting,offsetNorthing,status,date,
GRSM_064_706,39,13.7,16.5,Accepted,20150602,Litter E
GRSM_064_695,39,8.2,16.5,Accepted,20150804,HC
GRSM_064_621,39,7.2,10.5,Rejected,20150602,Litter G
GRSM_064_704,39,12.7,16.5,Rejected,20150602,Litter G
GRSM_064_679,39,18.2,13.5,Accepted,20150602,Litter G
GRSM_064_515,39,8.2,1.5,,,
GRSM_064_633,39,13.2,10.5,,,
GRSM_064_680,39,18.7,13.5,,,
GRSM_064_516,39,8.7,1.5,,,
GRSM_064_575,39,2.2,7.5,,,
GRSM_064_656,39,6.7,13.5,,,
GRSM_064_507,39,4.2,1.5,,,
GRSM_064_640,39,16.7,10.5,,,
GRSM_064_690,39,5.7,16.5,,,
GRSM_064_623,39,8.2,10.5,,,
GRSM_064_530,39,15.7,1.5,,,
GRSM_064_687,39,4.2,16.5,,,
GRSM_064_678,39,17.7,13.5,,,
GRSM_064_671,39,14.2,13.5,,,
GRSM_064_538,39,1.7,4.5,,,
GRSM_064_661,39,9.2,13.5,,,
GRSM_064_711,39,16.2,16.5,,,
GRSM_064_714,39,17.7,16.5,,,
GRSM_064_523,39,12.2,1.5,,,
GRSM_064_673,39,15.2,13.5,,,
GRSM_064_631,39,12.2,10.5,,,
GRSM_064_542,39,3.7,4.5,,,
GRSM_064_666,39,11.7,13.5,,,
GRSM_064_632,39,12.7,10.5,,,
GRSM_064_528,39,14.7,1.5,,,
GRSM_064_624,39,8.7,10.5,,,
GRSM_064_565,39,15.2,4.5,,,
GRSM_064_529,39,15.2,1.5,,,
GRSM_064_513,39,7.2,1.5,,,
GRSM_064_571,39,18.2,4.5,,,
GRSM_064_596,39,12.7,7.5,,,
GRSM_064_556,39,10.7,4.5,,,
GRSM_064_614,39,3.7,10.5,,,
GRSM_064_609,39,1.2,10.5,,,
GRSM_064_664,39,10.7,13.5,,,
GRSM_064_707,39,14.2,16.5,,,
GRSM_064_670,39,13.7,13.5,,,
GRSM_064_526,39,13.7,1.5,,,
GRSM_064_564,39,14.7,4.5,,,
GRSM_064_647,39,2.2,13.5,,,
GRSM_064_550,39,7.7,4.5,,,
GRSM_064_553,39,9.2,4.5,,,
GRSM_064_543,39,4.2,4.5,,,
GRSM_064_701,39,11.2,16.5,,,
GRSM_064_584,39,6.7,7.5,,,
GRSM_064_561,39,13.2,4.5,,,
GRSM_064_617,39,5.2,10.5,,,
GRSM_064_703,39,12.2,16.5,,,
GRSM_064_700,39,10.7,16.5,,,
GRSM_064_641,39,17.2,10.5,,,
GRSM_064_634,39,13.7,10.5,,,
GRSM_064_638,39,15.7,10.5,,,
GRSM_064_514,39,7.7,1.5,,,
GRSM_064_511,39,6.2,1.5,,,
GRSM_064_677,39,17.2,13.5,,,
GRSM_064_619,39,6.2,10.5,,,
GRSM_064_601,39,15.2,7.5,,,
GRSM_064_547,39,6.2,4.5,,,
GRSM_064_567,39,16.2,4.5,,,
GRSM_064_636,39,14.7,10.5,,,
GRSM_064_691,39,6.2,16.5,,,
GRSM_064_650,39,3.7,13.5,,,
GRSM_064_651,39,4.2,13.5,,,
GRSM_064_612,39,2.7,10.5,,,
GRSM_064_562,39,13.7,4.5,,,
GRSM_064_676,39,16.7,13.5,,,
GRSM_064_607,39,18.2,7.5,,,
GRSM_064_643,39,18.2,10.5,,,
GRSM_064_637,39,15.2,10.5,,,
GRSM_064_611,39,2.2,10.5,,,
