"","domainID","siteID","plotID","plotType","date","eventID","volumeFactor","samplingImpractical","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","decayClass","diameterClass","decayClassNum"
"217","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",210,"Y",1.9,11.9,NA,"168",15.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"218","D16","WREF","WREF_080","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",178.7,81,75,"430",21,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"219","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",210,"Y",2.1,9.6,NA,"L02",3.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round","5-10cm","2"
"220","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",90,"Y",12,24.1,NA,"163",8.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"221","D16","WREF","WREF_080","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",260,"Y",12.7,45.4,26,"432",2,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"222","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",330,"Y",2.2,31.3,NA,"166",24.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"223","D16","WREF","WREF_073","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",90,"Y",35.5,65.9,61.4,"165",10.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"224","D16","WREF","WREF_080","tower",2019-10-17,"CDW.2019.WREF",15,NA,"NEON.DOC.001711vF",140,"Y",110.1,99,42.5,"429",9.6,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"225","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",0.6,46,40,"00702",2.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"226","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",95.2,84.4,84.4,"00591",33.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"227","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",12.5,36,36,"00705",13.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"228","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",9.2,43.7,43.7,"00704",5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"229","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",0.4,24,19,"00701",8.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"230","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",121,67,67,"00706",10.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"231","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",40,44.6,44.6,"00511",35,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"232","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",5.6,29,25,"00703",6.3,"PINACE","Pinaceae sp.","5 - No structural integrity",">=10cm","5"
"233","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",11,46.2,46.2,"00508",15.5,"PIMO3","Pinus monticola Douglas ex D. Don","4 - Rotten throughout",">=10cm","4"
"234","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",26.2,65.7,65.7,"00504",15,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"235","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",2.4,60.5,38,"00506",3.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"236","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",18.8,51.3,51.3,"00502",1.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"237","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",12,38.2,38.2,"00501",23.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"238","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",21.7,42.6,42.6,"00509",6.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"239","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",30.5,44.8,44.8,"00505",3.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"240","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",65.4,58,58,"00596",23.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"241","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",24,37.2,37.2,"00503",14.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"242","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",4.1,72.1,72.1,"00507",14.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"243","D16","WREF","WREF_008","distributed",2022-04-20,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",44,56,56,"00510",8.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"244","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",3.7,19.1,19.1,"00594",10.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"245","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",13.1,53.5,53.5,"00593",47.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"246","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",47,48,44,"00584",4.2,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"247","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",0.1,37.9,35.8,"00590",10.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"248","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",2.2,60.5,60.5,"00585",31.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"249","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",5.7,34.6,34.6,"00592",24.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"250","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",31.7,60.3,60.3,"00586",36.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"251","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",7.9,55.3,55.3,"00592",24.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"252","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",90,"Y",0.4,4.1,4.1,"L01",2.4,"ACCI","Acer circinatum Pursh","3 - Heartwood sound","2-5cm","3"
"253","D16","WREF","WREF_012","distributed",2022-04-21,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",330,"Y",28.8,40.9,40.9,"00597",14.5,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"254","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",1.7,49.9,49.9,"00583",40.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"255","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",14.9,58.3,58.3,"00570",16.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"256","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",77.1,75.9,75.9,"00576",17.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"257","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",75.6,63.1,63.1,"00577",2.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"258","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",38.4,72.1,70.3,"00513",35.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"259","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",1.1,46.5,46.5,"00582",11.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"260","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",48.1,57,57,"00566",24.1,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"261","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",152.6,78.8,78.8,"00573",9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"262","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",70.7,76.3,76.3,"00578",10.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"263","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",23.9,66.9,66.9,"00581",32.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"264","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",49,59.8,59.8,"00565",23.7,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"265","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",35.6,38.9,38.9,"00512",14.5,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"266","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",8.9,39.5,39.5,"00572",19,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"267","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",12.2,81.7,81.7,"00598",41.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"268","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",143.7,85.1,85.1,"00564",26.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"269","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",19.3,33.4,33.4,"00569",1.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"270","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",8.4,40,40,"00600",36.9,"PIMO3","Pinus monticola Douglas ex D. Don","3 - Heartwood sound",">=10cm","3"
"271","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",59.4,59.5,59.5,"00579",34.3,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"272","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",47.9,43,43,"00580",3.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"273","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",46.2,84.5,84.5,"00567",20.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"274","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",18.6,40.4,40.4,"00599",11,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"275","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",20.5,59.5,59.5,"00568",27.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"276","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",82.3,59,59,"00574",2,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"277","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",80.3,54.8,54.8,"00575",13.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"278","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",1.1,46.5,46.5,"00514",23.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"279","D16","WREF","WREF_019","distributed",2022-04-25,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",13,44.5,44.5,"00571",22.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"280","D16","WREF","WREF_017","distributed",2022-04-26,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",30,70.4,42.6,"00520",4.7,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"281","D16","WREF","WREF_017","distributed",2022-04-26,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",53.3,75.6,70.9,"00562",18,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"282","D16","WREF","WREF_017","distributed",2022-04-26,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",11.9,28.4,28.4,"00516",26.3,"ABIES","Abies sp.","2 - Sound round",">=10cm","2"
"283","D16","WREF","WREF_017","distributed",2022-04-26,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",3.2,25.3,25.3,"00518",18.4,"ABIES","Abies sp.","2 - Sound round",">=10cm","2"
"284","D16","WREF","WREF_017","distributed",2022-04-26,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",39.3,40.4,40,"00563",4.5,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"285","D16","WREF","WREF_017","distributed",2022-04-26,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",9.7,77.8,52.5,"00515",9,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"286","D16","WREF","WREF_017","distributed",2022-04-26,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",8.4,25.6,25.6,"00519",11,"ABIES","Abies sp.","3 - Heartwood sound",">=10cm","3"
"287","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",178,101,101,"00393",49.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"288","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",7.7,59.5,59.5,"00522",34.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"289","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",39.7,54.2,54.2,"00389",28.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"290","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",6.2,64.6,64.6,"00587",41.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"291","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",34.3,52.6,52.6,"00390",36.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"292","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",16.9,39,35,"00399",29.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"293","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",73.8,87.3,43.7,"00394",9.7,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"294","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",55.1,67.8,64,"00395",4.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"295","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",50.4,46.7,46.7,"00528",36.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"296","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",10.4,40.1,22.6,"00391",2.8,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"297","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",24.1,54.1,48.9,"00527",34.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"298","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",67,61.3,61.3,"00524",42.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"299","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",80.2,61.8,61.8,"00524",13.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"300","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",0.2,15.9,15.9,"00521",1.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"301","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",43.1,52.9,45.3,"00396",15.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"302","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",18,56,54,"00400",42.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"303","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",40.2,62.1,55.2,"00397",31.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"304","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",41.8,48.2,48.2,"00560",31.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"305","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",14.1,87,61.7,"00588",2.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"306","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",66.5,66.8,66.8,"00529",11.6,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"307","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",22.4,52.5,52.5,"00559",1.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"308","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",0.2,48.7,42.8,"00517",2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"309","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",137.2,87,82,"00392",47.7,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"310","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",10.2,35.6,35.6,"00526",5.8,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"311","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",31.7,58,58,"00398",22.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"312","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",9,39,37.2,"00589",37.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"313","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",4.8,59.8,59.8,"00561",8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"314","D16","WREF","WREF_004","distributed",2022-05-02,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",90.1,73.5,73.5,"00525",35.9,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"315","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",85.4,57.9,57.9,"00690",4.3,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"316","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",160,"Y",34.1,64.2,55.1,"00716",14.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"317","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",160,"Y",49.8,73,42,"00717",4.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"318","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",280,"Y",0.8,11.2,11.2,"00707",1.7,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"319","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",280,"Y",2.9,24,16,"00708",12.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"320","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",280,"Y",106.8,66,66,"00711",12,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
