"domainID","siteID","nlcdClass","date","elevation","decimalLatitude","decimalLongitude","pitProfileID","depthIncrementID","topDepth","bottomDepth","sampleArea","sampleID","rootStatus","sizeCategory","rootDryMass","d15N","d13C","nitrogenPercent","carbonPercent","CNratio","cnIsotopeQF","cnPercentQF"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.30",30,40,0.0132,"DELA.3.30.LIVE.<2MM","live","0-2",0.3865,1.3,-29,0.5,47.5,87.5,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.30",30,40,0.0132,"DELA.3.30.LIVE.>2MM","live","2-10",0.4785,0.6,-28.9,0.8,40.9,48.7,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.40",40,50,0.01,"DELA.3.40.LIVE.<2MM","live","0-2",0.7107,1.3,-28.8,0.6,49.2,84.6,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.40",40,50,0.01,"DELA.3.40.LIVE.>2MM","live","2-10",3.4775,1.4,-26,0.4,46.7,113.5,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.50",50,60,0.01,"DELA.3.50.LIVE.<2MM","live","0-2",0.1889,0.5,-31.2,0.6,42.6,69.1,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.60",60,70,0.012,"DELA.3.60.LIVE.<2MM","live","0-2",0.0616,-0.5,-28.2,0.7,44.7,66.1,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.60",60,70,0.012,"DELA.3.60.LIVE.>2MM","live","2-10",0.9456,-3.1,-27.7,0.6,46,71,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.70",70,80,0.011,"DELA.3.70.LIVE.<2MM","live","0-2",0.1889,-2.7,-28.4,1.1,42.9,39.7,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.80",80,90,0.01,"DELA.3.80.LIVE.<2MM","live","0-2",0.062,0.1,-28.7,0.9,41.5,48.8,"OK","OK"
"D08","DELA","woodyWetlands",2013-04-29,18,32.54092,-87.80341,"DELA.3","DELA.3.90",90,100,0.01,"DELA.3.90.LIVE.<2MM","live","0-2",0.264,-1.5,-27.3,0.6,43.8,74.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.0",0,10,0.01,"LENO.1.0.DEAD.<4MM","dead","0-4",0.2726,-0.6,-31.1,0.9,40.4,42.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.0",0,10,0.01,"LENO.1.0.LIVE.<4MM","live","0-4",4.6272,-1.2,-31,0.7,40.6,56.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.0",0,10,0.01,"LENO.1.0.LIVE.>4MM","live","4-10",8.6799,-1.6,-28.9,0.3,45.8,152.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.10",10,20,0.01,"LENO.1.10.DEAD.<4MM","dead","0-4",0.1609,-0.9,-29.9,0.6,43.3,67.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.10",10,20,0.01,"LENO.1.10.LIVE.<4MM","live","0-4",2.85,-0.8,-29.8,0.5,42.9,81.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.100",100,120,0.01,"LENO.1.100.LIVE.<4MM","live","0-4",0.2165,1.1,-29.8,0.4,39.5,88.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.120",120,140,0.01,"LENO.1.120.LIVE.<4MM","live","0-4",0.394,0.3,-29.8,0.4,34.8,82.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.140",140,160,0.01,"LENO.1.140.LIVE.<4MM","live","0-4",0.467,-1,-29.5,0.3,36.1,113.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.160",160,180,0.01,"LENO.1.160.LIVE.<4MM","live","0-4",0.1672,0.1,-29.8,0.5,40.3,79.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.180",180,200,0.01,"LENO.1.180.LIVE.<4MM","live","0-4",0.0218,0.2,-30,0.5,40.7,79.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.20",20,30,0.009,"LENO.1.20.LIVE.<4MM","live","0-4",0.7319,0.9,-29.7,0.6,43.7,78.3,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.20",20,30,0.009,"LENO.1.20.LIVE.>4MM","live","4-10",0.7761,-0.2,-27.9,0.5,41.4,78.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.20",20,30,0.009,"LENO.1.20.DEAD.<4MM","dead","0-4",0.0332,-0.9,-29.9,0.8,41,53.7,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.30",30,40,0.01,"LENO.1.30.LIVE.<4MM","live","0-4",0.1929,0.3,-30.7,0.5,33,66.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.30",30,40,0.01,"LENO.1.30.DEAD.<4MM","dead","0-4",0.0177,-0.5,-29.9,0.6,42.9,77.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.40",40,50,0.01,"LENO.1.40.LIVE.<4MM","live","0-4",0.1601,1,-30.6,0.5,41.8,90,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.40",40,50,0.01,"LENO.1.40.DEAD.<4MM","dead","0-4",0.0244,-0.5,-29.6,0.6,42.4,69.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.50",50,60,0.01,"LENO.1.50.LIVE.<4MM","live","0-4",0.1696,0.8,-30.7,0.5,38.9,75.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.50",50,60,0.01,"LENO.1.50.DEAD.<4MM","dead","0-4",0.0079,0.4,-29.7,0.8,42.9,52.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.60",60,70,0.007,"LENO.1.60.LIVE.<4MM","live","0-4",0.1244,1.1,-30.5,0.5,42.2,79.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.60",60,70,0.007,"LENO.1.60.LIVE.>4MM","live","4-10",0.5915,-2.3,-29.5,0.3,41.8,122.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.70",70,80,0.011,"LENO.1.70.LIVE.<4MM","live","0-4",0.0941,0.8,-29.9,0.7,40.3,55.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.70",70,80,0.011,"LENO.1.70.LIVE.>4MM","live","4-10",0.2762,-0.3,-29.4,0.3,41,151.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.80",80,90,0.01,"LENO.1.80.LIVE.<4MM","live","0-4",0.2465,-0.4,-29.4,0.4,40.7,111.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.1","LENO.1.90",90,100,0.01,"LENO.1.90.LIVE.<4MM","live","0-4",0.1823,0.1,-29.5,0.4,36.9,93.3,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.0",0,10,0.012,"LENO.2.0.DEAD.<4MM","dead","0-4",0.3159,-1.5,-26.8,0.7,36,50,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.0",0,10,0.012,"LENO.2.0.LIVE.>4MM","live","4-10",14.7885,-1.6,-27.9,0.6,35.7,60,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.0",0,10,0.012,"LENO.2.0.LIVE.<4MM","live","0-4",5.4002,-0.2,-29.9,0.9,41.2,44.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.10",10,20,0.011,"LENO.2.10.LIVE.>4MM","live","4-10",1.0798,-1.2,-29.8,0.2,46,242.3,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.10",10,20,0.011,"LENO.2.10.LIVE.<4MM","live","0-4",1.5708,-0.3,-30,0.6,42.4,66.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.100",100,120,0.01,"LENO.2.100.LIVE.<4MM","live","0-4",0.1076,1.5,-29.9,0.6,42.4,70.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.100",100,120,0.01,"LENO.2.100.DEAD.<4MM","dead","0-4",0.0042,NA,-30.4,NA,57.4,NA,"sample d15N and d13C out of qaqc tolerance","sample percent N and C out of qaqc tolerance"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.120",120,140,0.01,"LENO.2.120.LIVE.<4MM","live","0-4",0.019,2.6,-29,0.7,29.3,44.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.160",160,180,0.01,"LENO.2.160.LIVE.<4MM","live","0-4",0.0592,1.5,-30.2,0.35,45,67.7,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.180",180,200,0.01,"LENO.2.180.LIVE.<4MM","live","0-4",0.1278,0.3,-28.9,0.5,42.5,84.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.180",180,200,0.01,"LENO.2.180.LIVE.>4MM","live","4-10",1.5477,-2,-27.5,0.2,46.65,238.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.20",20,30,0.0121,"LENO.2.20.DEAD.<4MM","dead","0-4",0.0406,0.3,-28.7,0.7,41.3,62.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.20",20,30,0.0121,"LENO.2.20.LIVE.<4MM","live","0-4",0.5412,0.4,-29.8,0.6,43.1,73.1,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.30",30,40,0.011,"LENO.2.30.LIVE.<4MM","live","0-4",0.0324,1.1,-29.9,0.5,38.8,71,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.30",30,40,0.011,"LENO.2.30.DEAD.<4MM","dead","0-4",0.5159,0.7,-28.3,0.7,40.2,58.1,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.40",40,50,0.01,"LENO.2.40.DEAD.<4MM","dead","0-4",0.0532,-1.9,-29.2,0.6,43.6,74.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.40",40,50,0.01,"LENO.2.40.LIVE.>4MM","live","4-10",33.5686,-0.6,-28.4,0.3,47.35,166.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.40",40,50,0.01,"LENO.2.40.LIVE.<4MM","live","0-4",0.1145,0.5,-29.3,0.7,41.2,57.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.50",50,60,0.01,"LENO.2.50.LIVE.<4MM","live","0-4",0.4402,1.5,-29.2,0.4,40.3,97.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.50",50,60,0.01,"LENO.2.50.DEAD.<4MM","dead","0-4",0.004,-1.6,-28.4,0,45,NA,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.60",60,70,0.01,"LENO.2.60.LIVE.<4MM","live","0-4",0.5108,1.9,-29.3,0.5,42.4,81.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.70",70,80,0.01,"LENO.2.70.LIVE.<4MM","live","0-4",0.4522,1.4,-28.9,0.3,48.2,138.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.80",80,90,0.01,"LENO.2.80.LIVE.<4MM","live","0-4",0.271,1.8,-29.6,0.4,47.2,127.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.80",80,90,0.01,"LENO.2.80.DEAD.<4MM","dead","0-4",0.112,0.8,-28.6,0.3,48.5,154.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.2","LENO.2.90",90,100,0.01,"LENO.2.90.LIVE.<4MM","live","0-4",0.0726,1.3,-30.2,0.7,41.7,55.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.0",0,10,0.01,"LENO.3.0.LIVE.<4MM","live","0-4",1.3284,-1.3,-30.1,0.7,36.2,54.7,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.0",0,10,0.01,"LENO.3.0.LIVE.>4MM","live","4-10",3.4926,0.3,-28.4,0.5,42.1,81.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.0",0,10,0.01,"LENO.3.0.DEAD.<4MM","dead","0-4",0.3072,0,-30.5,0.7,42.4,60.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.10",10,20,0.018,"LENO.3.10.LIVE.<4MM","live","0-4",1.4941,0.1,-28.9,0.8,43,55.3,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.10",10,20,0.018,"LENO.3.10.LIVE.>4MM","live","4-10",6.357,-1.9,-30.1,0.5,38,78,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.10",10,20,0.018,"LENO.3.10.DEAD.<4MM","dead","0-4",0.3011,0.6,-30.1,0.6,42.5,71.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.100",100,120,0.01,"LENO.3.100.LIVE.<4MM","live","0-4",0.1043,0.8,-29.1,0.45,41.9,92.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.100",100,120,0.01,"LENO.3.100.LIVE.>4MM","live","4-10",0.3261,0.1,-27.7,0.3,44.8,157.1,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.120",120,140,0.01,"LENO.3.120.LIVE.<4MM","live","0-4",0.0319,1.1,-29.9,0.7,38.7,54.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.140",140,160,0.01,"LENO.3.140.LIVE.<4MM","live","0-4",0.1038,1.3,-28.8,0.3,43.6,134.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.160",160,180,0.01,"LENO.3.160.LIVE.<4MM","live","0-4",0.066,2.8,-29.3,0.3,42.9,149.8,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.20",20,30,0.015,"LENO.3.20.LIVE.<4MM","live","0-4",1.8042,0.6,-29.7,0.5,42.7,82.3,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.20",20,30,0.015,"LENO.3.20.LIVE.>4MM","live","4-10",17.2454,-1.6,-28.3,0.3,48.05,157.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.20",20,30,0.015,"LENO.3.20.DEAD.<4MM","dead","0-4",0.0133,2.3,-30.5,0.6,41.9,73.1,"sample d15N out of qaqc tolerance","sample percent N out of qaqc tolerance"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.30",30,40,0.01,"LENO.3.30.LIVE.<4MM","live","0-4",0.4376,0.9,-29.8,0.5,44.3,89.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.30",30,40,0.01,"LENO.3.30.DEAD.<4MM","dead","0-4",0.2033,-1.5,-28.7,0.4,48.3,121.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.30",30,40,0.01,"LENO.3.30.DEAD.>4MM","dead","4-10",0.5441,-0.1,-28.3,0.3,47.6,142.7,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.30",30,40,0.01,"LENO.3.30.LIVE.>4MM","live","4-10",18.4408,1.7,-14.2,0.2,12.35,70.9,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.40",40,50,0.01,"LENO.3.40.LIVE.<4MM","live","0-4",0.2723,0.5,-29.8,0.5,43.5,87.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.40",40,50,0.01,"LENO.3.40.LIVE.>4MM","live","4-10",47.7488,-1.3,-28.6,0.26,46,182.1,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.50",50,60,0.01,"LENO.3.50.LIVE.<4MM","live","0-4",0.1662,0.3,-30.4,0.5,41.8,86.1,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.50",50,60,0.01,"LENO.3.50.LIVE.>4MM","live","4-10",0.6622,0.4,-9.4,0.2,3.2,13,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.60",60,70,0.01,"LENO.3.60.LIVE.<4MM","live","0-4",0.066,0,-30.9,0.6,41.3,68,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.70",70,80,0.01,"LENO.3.70.LIVE.<4MM","live","0-4",0.1873,0,-30.4,0.6,40.8,74.1,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.70",70,80,0.01,"LENO.3.70.LIVE.>4MM","live","4-10",3.007,-0.3,-26.7,0.2,45.5,254.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.80",80,90,0.012,"LENO.3.80.LIVE.<4MM","live","0-4",0.3414,0.4,-29.5,0.5,41.2,89.4,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.80",80,90,0.012,"LENO.3.80.LIVE.>4MM","live","4-10",3.3973,-0.7,-28.6,0.2,46.4,216.6,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.90",90,100,0.01,"LENO.3.90.LIVE.<4MM","live","0-4",0.5984,0.2,-28.6,0.5,41,81.5,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.90",90,100,0.01,"LENO.3.90.DEAD.<4MM","dead","0-4",0.247,0.1,-29,0.4,45,105.2,"OK","OK"
"D08","LENO","evergreenForest",2015-03-16,8,31.8531,-88.16103,"LENO.3","LENO.3.90",90,100,0.01,"LENO.3.90.LIVE.>4MM","live","4-10",1.4687,0.1,-26.8,0.2,45.1,195.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.0",0,10,0.00638,"TALL.1.0.LIVE.<2MM","live","0-2",0.8801,-3.1,-27.9,0.8,35.2,41.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.0",0,10,0.00638,"TALL.1.0.DEAD.<2MM","dead","0-2",0.1815,-4,-27.8,0.75,35.2,46.5,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.0",0,10,0.00638,"TALL.1.0.LIVE.>2MM","live","2-10",0.4398,-3.3,-28.4,0.5,44,96.8,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.10",10,20,0.00588,"TALL.1.10.LIVE.<2MM","live","0-2",0.5707,-1.7,-27.9,0.6,43.3,74.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.10",10,20,0.00588,"TALL.1.10.DEAD.<2MM","dead","0-2",0.0274,-5.1,-28.2,0.6,35.5,56.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.120",120,140,0.01,"TALL.1.120.LIVE.<2MM","live","0-2",0.0059,-0.9,-28.6,0.5,17.6,34.3,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.20",20,30,0.012,"TALL.1.20.DEAD.<2MM","dead","0-2",0.0657,-2.8,-27.2,0.8,33.3,42.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.20",20,30,0.012,"TALL.1.20.LIVE.<2MM","live","0-2",0.4319,-2.9,-25.8,0.6,36.8,57.4,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.20",20,30,0.012,"TALL.1.20.LIVE.>2MM","live","2-10",0.2053,-3.5,-28.4,0.4,41.9,96.7,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.30",30,40,0.01,"TALL.1.30.DEAD.<2MM","dead","0-2",0.0978,-3.3,-27.8,0.5,37.8,80.5,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.30",30,40,0.01,"TALL.1.30.LIVE.<2MM","live","0-2",1.1919,-3.6,-27.3,0.4,38.5,106.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.30",30,40,0.01,"TALL.1.30.LIVE.>2MM","live","2-10",0.2146,-3.8,-27.6,0.2,42.9,216.3,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.40",40,50,0.01,"TALL.1.40.DEAD.<2MM","dead","0-2",0.1213,-4.6,-27.1,0.5,40.6,75.9,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.40",40,50,0.01,"TALL.1.40.LIVE.<2MM","live","0-2",0.347,-4.8,-27.3,0.4,42.9,103.1,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.40",40,50,0.01,"TALL.1.40.DEAD.>2MM","dead","2-10",0.2613,-6.2,-27.4,0.4,45.7,125.9,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.50",50,60,0.01,"TALL.1.50.DEAD.<2MM","dead","0-2",0.0842,-3.1,-28.8,0.7,39.6,56.5,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.50",50,60,0.01,"TALL.1.50.LIVE.<2MM","live","0-2",0.4568,-2.6,-29,0.7,38.2,57,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.60",60,70,0.01,"TALL.1.60.DEAD.<2MM","dead","0-2",0.0518,-7.6,-27.6,0.8,43.3,52.3,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.60",60,70,0.01,"TALL.1.60.LIVE.<2MM","live","0-2",0.2377,-1.3,-29.2,1.1,40.5,37,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.60",60,70,0.01,"TALL.1.60.DEAD.>2MM","dead","2-10",0.0662,-5.2,-27.7,0.5,49.8,100.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.70",70,80,0.01,"TALL.1.70.DEAD.<2MM","dead","0-2",0.0184,-2.8,-25.6,0.5,43.2,88.6,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.70",70,80,0.01,"TALL.1.70.LIVE.<2MM","live","0-2",0.0456,-3.9,-25.7,0.6,41,66.8,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.80",80,90,0.01,"TALL.1.80.LIVE.<2MM","live","0-2",0.0878,-2.4,-29.4,0.4,46.6,104.7,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.90",90,100,0.01,"TALL.1.90.DEAD.<2MM","dead","0-2",0.0084,-3.1,-26.4,0.7,35.8,48.4,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.1","TALL.1.90",90,100,0.01,"TALL.1.90.LIVE.<2MM","live","0-2",0.0066,NA,NA,NA,NA,NA,NA,NA
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.2","TALL.2.0",0,10,0.00588,"TALL.2.0.DEAD.<2MM","dead","0-2",0.0199,-2,-27.6,1.1,40.4,37.5,"OK","OK"
"D08","TALL","evergreenForest",2014-01-13,154,32.95106,-87.3941,"TALL.2","TALL.2.0",0,10,0.00588,"TALL.2.0.LIVE.<2MM","live","0-2",1.1203,-4.3,-26.7,0.7,38.1,53.3,"OK","OK"
