"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter"
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02082","sbt",13.8
NA,"WREF","WREF_071","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02382","smt",8.9
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02396","smt",4
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02376","smt",3.5
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02092","smt",3.3
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02385","smt",3.1
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02050","smt",3
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02355","smt",2.7
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02354","smt",2.3
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02381","smt",2.1
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02383","smt",1.6
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02067","smt",1.3
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02356","smt",1.3
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02044","sbt",59.2
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02036","sbt",50.4
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02029","sbt",46.5
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02021","sbt",45.8
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02039","sbt",45.7
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02025","sbt",44.7
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02008","sbt",42.5
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02033","sbt",38.2
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02016","sbt",34.6
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02009","sbt",31.7
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02042","mbt",28.8
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02038","mbt",27.7
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02034","sbt",26.5
NA,"WREF","WREF_071","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02028","sbt",25.7
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02022","sbt",24.9
NA,"WREF","WREF_071","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02043","sbt",23.9
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02035","sbt",20.3
NA,"WREF","WREF_071","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02032","sbt",16.8
NA,"WREF","WREF_071","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02037","sbt",16.7
NA,"WREF","WREF_071","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02030","sbt",15.2
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02007","sbt",15.1
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02041","sbt",10.7
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02017","smt",6.3
NA,"WREF","WREF_071","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02006","smt",5.3
NA,"WREF","WREF_071","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02005","smt",5.3
NA,"WREF","WREF_071","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02005","smt",5.2
NA,"WREF","WREF_071","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02005","smt",4.6
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02010","smt",3.6
NA,"WREF","WREF_071","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02018","smt",3.5
NA,"WREF","WREF_071","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02005","smt",3.4
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02024","smt",2.1
NA,"WREF","WREF_071","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02019","smt",1.7
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02027","smt",1
NA,"WREF","WREF_071","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02003","smt",1
NA,"WREF","WREF_072","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02178","sbt",78.3
NA,"WREF","WREF_072","39",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04306","sbt",47.9
NA,"WREF","WREF_072","39",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.02187","sbt",42
NA,"WREF","WREF_072","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02180","sbt",13.1
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02176","mbt",13
NA,"WREF","WREF_072","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04660","sbt",12.8
NA,"WREF","WREF_072","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02189","sbt",12.7
NA,"WREF","WREF_072","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02177","sbt",12.1
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02194","smt",8.9
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04676","smt",8.7
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04676","smt",6.8
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02194","smt",6.3
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02194","smt",5.9
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04676","smt",5.3
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02179","smt",5.1
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02179","smt",4.9
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04676","smt",4.7
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04676","smt",4.1
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04676","smt",3.8
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02179","smt",3.3
NA,"WREF","WREF_072","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02184","smt",2.5
NA,"WREF","WREF_072","39",NA,NA,NA,"COCOC","NEON.PLA.D16.WREF.02191","sis",2.4
NA,"WREF","WREF_072","39",NA,NA,NA,"COCOC","NEON.PLA.D16.WREF.02191","sis",2.2
NA,"WREF","WREF_072","39",NA,NA,NA,"COCOC","NEON.PLA.D16.WREF.02191","sis",2.1
NA,"WREF","WREF_072","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02188","smt",1.8
NA,"WREF","WREF_072","39",NA,NA,NA,"COCOC","NEON.PLA.D16.WREF.02191","sis",1.5
NA,"WREF","WREF_072","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04601","sbt",67.7
NA,"WREF","WREF_072","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04603","sbt",62.2
NA,"WREF","WREF_072","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04651","mbt",14
NA,"WREF","WREF_072","41",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04607","mbt",13.5
NA,"WREF","WREF_072","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02111","mbt",13.3
NA,"WREF","WREF_072","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04654","sbt",11.6
NA,"WREF","WREF_072","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04604","smt",6
NA,"WREF","WREF_072","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02122","smt",4.9
NA,"WREF","WREF_072","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02121","smt",4.8
NA,"WREF","WREF_072","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02104","smt",1.5
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04411","sbt",56.5
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05774","sbt",56.4
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05763","sbt",47.8
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05720","sbt",42.3
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04418","sbt",41.4
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05778","sbt",40
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04409","sbt",38.6
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05737","sbt",38
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05748","sbt",36.4
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04408","sbt",36.2
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04405","sbt",33.9
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05718","sbt",33.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05771","sbt",32.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04414","sbt",32.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04406","sbt",32.2
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04413","sbt",31.2
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05714","sbt",30.6
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05769","sbt",29.8
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05781","sbt",29.1
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05755","sbt",29.1
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05761","sbt",26.5
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05758","sbt",25.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05733","sbt",23.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05773","sbt",22.8
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05746","sbt",21.8
NA,"WREF","WREF_073","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05723","sbt",21.1
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04410","sbt",20.3
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05716","sbt",19.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05743","sbt",18.7
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04412","sbt",18.5
NA,"WREF","WREF_073","23",NA,NA,NA,"ABGR","NEON.PLA.D16.WREF.04407","sbt",18
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05715","sbt",16.3
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05729","sbt",15.6
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05742","sbt",15.2
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05772","sbt",14.7
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05739","sbt",14.7
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05722","sbt",14
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05745","sbt",13.9
NA,"WREF","WREF_073","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.05717","sbt",12.7
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05767","sbt",11.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05776","smt",9.7
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05728","smt",8.8
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05777","smt",7.7
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05719","smt",7.6
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05752","smt",6.8
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05749","smt",6.4
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05764","smt",6.2
NA,"WREF","WREF_073","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.05727","smt",6.2
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05764","smt",6
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05762","smt",5.9
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05751","smt",5.8
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05735","smt",5.6
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05768","smt",5.3
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05721","smt",5
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05780","smt",4.7
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05736","smt",4.5
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05757","smt",3.9
NA,"WREF","WREF_073","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.05759","smt",3.7
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05734","smt",3.1
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05734","smt",3.1
NA,"WREF","WREF_073","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.05738","smt",2.5
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05725","smt",2.2
NA,"WREF","WREF_073","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05750","smt",1.6
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05731","smt",1.3
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05765","smt",1.2
NA,"WREF","WREF_073","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05730","smt",1.2
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04419","sbt",58.2
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04456","sbt",57.7
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04438","sbt",51
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04424","mbt",48.7
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04420","sbt",45
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04428","sbt",44.6
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04473","sbt",43.7
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04431","sbt",43.2
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04464","sbt",41.4
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04433","sbt",39.8
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04435","sbt",35.4
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04442","sbt",33.7
NA,"WREF","WREF_073","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04470","sbt",30
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04432","sbt",28
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04439","sbt",27.2
NA,"WREF","WREF_073","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04425","sbt",25.7
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04467","sbt",25.2
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04434","sbt",23
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04427","sbt",22.5
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04468","sbt",21.2
NA,"WREF","WREF_073","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04422","sbt",20
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04429","sbt",18.1
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04471","sbt",17.6
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04488","sbt",16.2
NA,"WREF","WREF_073","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04474","sbt",15.5
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04441","sbt",15.2
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04440","sbt",14.4
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04426","sbt",13.5
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04463","smt",9.9
NA,"WREF","WREF_073","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04479","smt",7.7
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04480","smt",7.5
NA,"WREF","WREF_073","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04484","smt",6.7
NA,"WREF","WREF_073","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04486","smt",6.2
NA,"WREF","WREF_073","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04486","smt",5.7
NA,"WREF","WREF_073","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04446","smt",5.6
NA,"WREF","WREF_073","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04461","smt",5.6
NA,"WREF","WREF_073","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04483","smt",5.4
NA,"WREF","WREF_073","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04462","smt",3.7
NA,"WREF","WREF_073","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04486","smt",3.1
NA,"WREF","WREF_073","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04482","smt",2.5
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03658","sbt",71.9
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03673","sbt",52.3
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03669","mbt",52.1
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03679","sbt",45.3
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03214","sbt",43.9
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03669A","mbt",42.2
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03205","sbt",39.8
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03678","sbt",32.9
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03662","sbt",28.1
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03677","sbt",27.6
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03667","sbt",23.6
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03674","sbt",23.4
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03213","sbt",23.2
NA,"WREF","WREF_074","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03206","sbt",22.6
NA,"WREF","WREF_074","23",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.03663","sbt",22.3
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03675","sbt",20.4
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03681","sbt",20.2
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03211","mbt",18.5
NA,"WREF","WREF_074","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.03672","sbt",18.1
NA,"WREF","WREF_074","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03659","sbt",17.5
NA,"WREF","WREF_074","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.03671","sbt",15.8
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03207","sbt",15
NA,"WREF","WREF_074","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.03676","sbt",14.6
NA,"WREF","WREF_074","23",NA,NA,NA,"ABGR","NEON.PLA.D16.WREF.03215","smt",7.9
NA,"WREF","WREF_074","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03212","smt",5.6
NA,"WREF","WREF_074","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03262","sbt",65.4
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03228","sbt",50.2
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03220","sbt",48.9
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03221","sbt",45.4
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03230","sbt",43.5
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03232","sbt",43.5
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03233","sbt",26.7
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03223","sbt",26.7
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03219","sbt",23
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03227","sbt",18.7
NA,"WREF","WREF_074","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.03222","sbt",17.6
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03236","sbt",16.6
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03234","sbt",16.6
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03225","sbt",14.4
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03217","mbt",10.8
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03217A","mbt",7.3
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03263","smt",4.1
NA,"WREF","WREF_074","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.03242","smt",4.1
NA,"WREF","WREF_074","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.03245","smt",1.9
NA,"WREF","WREF_074","39",NA,NA,NA,"ABGR","NEON.PLA.D16.WREF.03255","smt",1.7
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03257","smt",1.6
NA,"WREF","WREF_074","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03258","smt",1.4
NA,"WREF","WREF_074","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03259","smt",1.4
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03640","sbt",46.4
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03627","sbt",41.4
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03470","sbt",40.7
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03647","sbt",37.6
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03706","single bole tree",37.1
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03635","sbt",35.5
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03708","sbt",34.5
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03647","sbt",34.3
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03652","sbt",33.1
