"eventid","individualid","stemdiameter","growthform","plantstatus","siteid","plotid","subplotid","taxonid"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01247",2.3,"small tree","Live","KONZ","KONZ_069","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01248",13.6,"multi-bole tree","Live","KONZ","KONZ_061","41","CECA4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01248A",13.4,"multi-bole tree","Live","KONZ","KONZ_061","31","CECA4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01248B",11.3,"multi-bole tree","Live","KONZ","KONZ_061","31","CECA4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01248C",11.5,"multi-bole tree","Live","KONZ","KONZ_061","31","CECA4"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01249",17.9,"multi-bole tree","Live","KONZ","KONZ_061","40","GLTR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01249A",13.6,"multi-bole tree","Live","KONZ","KONZ_061","40","GLTR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01250",20.9,"multi-bole tree","Live","KONZ","KONZ_061","31","ULRU"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01250A",20.5,"multi-bole tree","Live","KONZ","KONZ_061","31","ULRU"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01251",1.9,"small tree","Live","KONZ","KONZ_069","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01252",11.5,"single bole tree","Live","KONZ","KONZ_061","31","ULRU"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01253",NA,NA,"No longer qualifies","KONZ","KONZ_061","40","ULRU"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01254",NA,NA,"No longer qualifies","KONZ","KONZ_061","31","RIMI"
"vst_KONZ_2015","NEON.PLA.D06.KONZ.01255",1.7,"sapling","Live","KONZ","KONZ_053","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01256",NA,NA,"No longer qualifies","KONZ","KONZ_053","31","QUMU"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01257",NA,NA,"No longer qualifies","KONZ","KONZ_053","31","QUMU"
"vst_KONZ_2015","NEON.PLA.D06.KONZ.01258",15.8,"single bole tree","Live","KONZ","KONZ_053","32","ULMUS"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01259",NA,NA,"Lost, fate unknown","KONZ","KONZ_061","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01260",NA,NA,"No longer qualifies","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01261",NA,"small shrub","Standing dead","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01262",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01263",NA,"small shrub","Standing dead","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01264",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2015","NEON.PLA.D06.KONZ.01265",1.1,"sapling","Live","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01266",NA,NA,"No longer qualifies","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01267",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01268",NA,NA,"No longer qualifies","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01269",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01270",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01271",NA,NA,"No longer qualifies","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01272",NA,NA,"No longer qualifies","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01273",NA,NA,"No longer qualifies","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01274",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01275",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01276",NA,NA,"No longer qualifies","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01277",NA,"small shrub","Standing dead","KONZ","KONZ_053","32","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01278",NA,"small shrub","Live","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01279",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01280",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01281",NA,NA,"Downed","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01282",NA,"small shrub","Standing dead","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01283",NA,"small shrub","Standing dead","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01284",NA,NA,"No longer qualifies","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01285",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01286",NA,"small shrub","Standing dead","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01287",NA,NA,"No longer qualifies","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01288",NA,NA,"No longer qualifies","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01289",NA,NA,"No longer qualifies","KONZ","KONZ_053","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01290",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01291",NA,NA,"No longer qualifies","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01292",NA,NA,"No longer qualifies","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01293",NA,NA,"No longer qualifies","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01294",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01295",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01296",1.1,"single shrub","Standing dead","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01297",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01298",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01299",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01300",NA,"sapling","Live","KONZ","KONZ_061","40","ULRU"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01301",NA,"small shrub","Standing dead","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01302",NA,"small shrub","Standing dead","KONZ","KONZ_048","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01303",NA,NA,"No longer qualifies","KONZ","KONZ_048","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01304",NA,"small shrub","Standing dead","KONZ","KONZ_048","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01305",NA,"small shrub","Live","KONZ","KONZ_048","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01306",NA,"small shrub","Standing dead","KONZ","KONZ_048","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01307",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01308",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01309",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01310",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01311",NA,NA,"No longer qualifies","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01312",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01313",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01314",NA,"small shrub","Downed","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01315",NA,NA,"Downed","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01316",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01317",NA,"small shrub","Standing dead","KONZ","KONZ_048","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01318",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01319",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01320",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01321",NA,NA,"Lost, fate unknown","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01322",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01323",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01324",NA,"small shrub","Standing dead","KONZ","KONZ_048","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01325",NA,"small shrub","Standing dead","KONZ","KONZ_070","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01326",NA,NA,"No longer qualifies","KONZ","KONZ_070","40","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01327",NA,"small shrub","Standing dead","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01328",NA,NA,"No longer qualifies","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01329",NA,NA,"No longer qualifies","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01330",NA,NA,"No longer qualifies","KONZ","KONZ_070","31","RHAR4"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01331",NA,NA,"No longer qualifies","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01332",NA,NA,"No longer qualifies","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01333",NA,"small shrub","Standing dead","KONZ","KONZ_070","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01334",NA,NA,"Lost, fate unknown","KONZ","KONZ_070","40","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01335",NA,"small shrub","Standing dead","KONZ","KONZ_070","40","PRUNU"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01336",NA,"small shrub","Live","KONZ","KONZ_070","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01337",NA,NA,"No longer qualifies","KONZ","KONZ_070","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01338",NA,NA,"No longer qualifies","KONZ","KONZ_070","40","PRUNU"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01339",NA,NA,"No longer qualifies","KONZ","KONZ_070","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01340",NA,"small shrub","Live","KONZ","KONZ_054","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01341",NA,NA,"No longer qualifies","KONZ","KONZ_054","41","PRUNU"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01342",NA,NA,"No longer qualifies","KONZ","KONZ_065","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01343",NA,NA,"No longer qualifies","KONZ","KONZ_065","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01344",NA,NA,"No longer qualifies","KONZ","KONZ_065","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01345",NA,NA,"No longer qualifies","KONZ","KONZ_065","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01346",NA,"small shrub","Standing dead","KONZ","KONZ_065","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01347",NA,NA,"No longer qualifies","KONZ","KONZ_065","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01348",NA,NA,"Lost, tag damaged","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01349",NA,NA,"Lost, fate unknown","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01350",NA,"sapling","Live","KONZ","KONZ_065","41","PRUNU"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01351",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01352",NA,NA,"Downed","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01353",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01354",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01355",NA,NA,"Downed","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01356",NA,"small shrub","Standing dead","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01357",NA,"small shrub","Standing dead","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01358",NA,"small shrub","Live","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01359",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01360",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01361",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01362",NA,"small shrub","Standing dead","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01363",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01364",NA,"sapling","Standing dead","KONZ","KONZ_065","41","PRAM"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01365",NA,"small shrub","Live","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01366",NA,NA,"No longer qualifies","KONZ","KONZ_065","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01367",NA,NA,"No longer qualifies","KONZ","KONZ_055","41","CEANO"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01368",NA,"small shrub","Standing dead","KONZ","KONZ_055","41","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01369",NA,NA,"Downed","KONZ","KONZ_055","41","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01370",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","RHAR4"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01371",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01372",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01373",NA,"small shrub","Live","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01374",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01375",NA,NA,"No longer qualifies","KONZ","KONZ_055","32","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01376",6.6,"small tree","Live","KONZ","KONZ_053","31","QUMU"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01377",NA,NA,"Downed","KONZ","KONZ_053","31","PRUNU"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01378",NA,NA,"Lost, tag damaged","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01379",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01380",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01381",NA,NA,"Removed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01382",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","31","SYOR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01383",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","31","SYOR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01384",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01385",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01386",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01387",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01388",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01389",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01390",1.4,"single shrub","Standing dead","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01391",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01392",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01393",NA,NA,"No longer qualifies","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01394",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01395",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01396",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01397",NA,NA,"Downed","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01398",NA,NA,"Lost, fate unknown","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01399",1.3,"single shrub","Standing dead","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01400",NA,"small shrub","Live","KONZ","KONZ_053","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01401",NA,NA,"No longer qualifies","KONZ","KONZ_056","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01402",NA,"small shrub","Live","KONZ","KONZ_056","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01403",NA,NA,"No longer qualifies","KONZ","KONZ_056","31","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01404",NA,NA,"No longer qualifies","KONZ","KONZ_056","31","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01405",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01406",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01407",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01408",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01409",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01410",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01411",NA,"small shrub","Standing dead","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01412",NA,NA,"Downed","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01413",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01414",NA,NA,"No longer qualifies","KONZ","KONZ_065","32","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01415",NA,NA,"Downed","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01416",NA,NA,"No longer qualifies","KONZ","KONZ_055","40","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01417",NA,NA,"Lost, tag damaged","KONZ","KONZ_064","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01418",NA,NA,"No longer qualifies","KONZ","KONZ_064","31","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01419",NA,NA,"No longer qualifies","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01420",NA,"small shrub","Standing dead","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01421",NA,NA,"No longer qualifies","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01422",NA,NA,"Downed","KONZ","KONZ_064","31","RHGL"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01423",NA,NA,"Lost, tag damaged","KONZ","KONZ_064","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01424",NA,"small shrub","Standing dead","KONZ","KONZ_064","31","RHGL"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01425",NA,NA,"Lost, fate unknown","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01426",2.3,"liana","Live","KONZ","KONZ_064","40","VIRI"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01427",1.4,"liana","Standing dead","KONZ","KONZ_064","40","VIRI"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01428",1.1,"liana","Standing dead","KONZ","KONZ_064","40","VIRI"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01429",NA,"small shrub","Live","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01430",NA,NA,"No longer qualifies","KONZ","KONZ_064","31","RHAR4"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01431",NA,NA,"No longer qualifies","KONZ","KONZ_064","31","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01432",NA,"small shrub","Standing dead","KONZ","KONZ_064","31","SYOR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01433",NA,NA,"Lost, fate unknown","KONZ","KONZ_064","31","SYOR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01434",1.2,"single shrub","Live","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01435",2.1,"single shrub","Live","KONZ","KONZ_064","31","RHGL"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01436",1.2,"single shrub","Live","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01437",1.3,"single shrub","Live","KONZ","KONZ_064","31","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01438",1.8,"liana","Live","KONZ","KONZ_064","32","VIRI"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01439",2.8,"liana","Live","KONZ","KONZ_064","32","VIRI"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01440",1.6,"liana","Live","KONZ","KONZ_064","32","VIRI"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01441",1.8,"liana","Live","KONZ","KONZ_064","32","VIRI"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01442",NA,NA,"Lost, fate unknown","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01443",NA,"small shrub","Standing dead","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2017","NEON.PLA.D06.KONZ.01444",NA,NA,"Downed","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01445",NA,NA,"No longer qualifies","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01446",NA,NA,"Lost, fate unknown","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01447",NA,NA,"Lost, tag damaged","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01448",NA,"small shrub","Standing dead","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01449",NA,"small shrub","Standing dead","KONZ","KONZ_064","41","CODR"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01450",1.3,"single shrub","Standing dead","KONZ","KONZ_064","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01451",1.4,"single shrub","Live","KONZ","KONZ_064","41","RHAR4"
"vst_KONZ_2016","NEON.PLA.D06.KONZ.01452",1.3,"single shrub","Live","KONZ","KONZ_064","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01453",1.8,"single shrub","Standing dead","KONZ","KONZ_064","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01454",2.2,"single shrub","Live","KONZ","KONZ_064","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01455",2.6,"single shrub","Live","KONZ","KONZ_064","41","RHAR4"
"vst_KONZ_2018","NEON.PLA.D06.KONZ.01456",11.8,"single bole tree","Live","KONZ","KONZ_064","41","QUMU"
