eventid,siteid,plotid,subplotid,individualid,taxonid,stemdiameter,growthform,plantstatus
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03794,QUKE,58.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03796,CADE27,16.7,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03800,CADE27,10.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03801,CADE27,14.2,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03802,CADE27,20.8,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03803,CADE27,17,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03804,CADE27,19,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03805,ARVIM,10.1,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03806,CADE27,12.4,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03807,CADE27,22.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03808,CADE27,26.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03809,CADE27,16.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03810,CADE27,14.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03811,CADE27,14.2,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03812,CADE27,17.6,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03813,CADE27,20.9,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03814,ARVIM,17.2,multi-bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03815,PIPO,16,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03816,ARVIM,13.6,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03817,ARVIM,10.4,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03818,PIPO,21.8,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03819,ARVIM,14,multi-bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03820,ARVIM,25.1,multi-bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03821,ARVIM,16.2,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03822,ARVIM,15.6,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03823,ARVIM,11.8,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03824,ARVIM,16.4,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03825,ARVIM,14.1,multi-bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03826,ARVIM,10.2,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03827,ARVIM,10.8,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03828,ARVIM,12.2,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03829,ARVIM,16,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03830,ARVIM,15.3,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03831,ARVIM,11.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03832,ARVIM,13.2,multi-bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03833,PIPO,24.4,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03834,QUKE,41.3,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03835,PIPO,63.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_053,NA,NEON.PLA.D17.SOAP.03840,QUKE,1.1,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03852,PIPO,89.8,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03853,CADE27,8.8,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03854,CADE27,10.1,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03857,CADE27,24.3,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03859,CADE27,3.7,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03860,QUKE,20,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03861,PIPO,15,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03862,CADE27,20.1,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03863,ARVIM,11.2,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03864,ARVIM,5.8,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03865,CADE27,12.8,single bole tree,"Live, physically damaged"
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03867,CADE27,19.1,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03869,QUCH2,2.1,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03870,CADE27,21.2,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03871,CADE27,4.1,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03872,CADE27,10.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03873,CADE27,14.2,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03874,CADE27,10.3,single bole tree,"Live, physically damaged"
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03875,QUCH2,8,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03876,ARVIM,7.4,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03877,CADE27,23.4,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03878,CADE27,7,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03879,ARVIM,9.3,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03880,ARVIM,16.4,multi-bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03881,QUCH2,10,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03882,CADE27,13.8,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03883,CADE27,20.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03884,CADE27,12.9,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03885,CADE27,13.6,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03886,CADE27,17.4,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03887,CADE27,11.6,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03888,QUKE,11.9,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03889,CADE27,17.2,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03892,ARVIM,10.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03896,ARVIM,2,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03900,CEMOG,2.5,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03902,CEMOG,2.3,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03904,ARVIM,11.1,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03905,ARVIM,22.3,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03906,PIPO,67.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03907,PIPO,48.6,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03908,ARVIM,6.8,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03909,ARVIM,16,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03910,ARVIM,13.6,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03911,ARVIM,13,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03913,ARVIM,12.2,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03915,ARVIM,1.1,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03916,ARVIM,1.9,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03919,ARVIM,6.1,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03922,ARVIM,6.6,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03924,ARVIM,15.2,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03925,CADE27,7.1,small tree,Live
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03927,ARVIM,10.1,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_045,NA,NEON.PLA.D17.SOAP.03928,ARVIM,15,multi-bole tree,Live
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03929,PIPO,22,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03930,CADE27,26.3,single bole tree,"Live, physically damaged"
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03931,QUKE,20.8,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03932,PIPO,13,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03933,PIPO,14.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03934,CADE27,13.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03935,PIPO,46.6,single bole tree,"Live, insect damaged"
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03936,PIPO,42.9,single bole tree,"Live, insect damaged"
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03937,PIPO,24.8,single bole tree,"Live, insect damaged"
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03938,ARVIM,10.8,multi-bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03943,CADE27,15.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03944,QUKE,20.1,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03945,PIPO,58.1,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03956,ARVIM,2,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03960,PIPO,66.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03961,CADE27,35,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03964,PIPO,3.9,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03965,PIPO,34.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03966,PIPO,45.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03969,PIPO,24.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03970,PIPO,26.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03971,PIPO,18.5,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03972,PIPO,21.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03974,PIPO,42.7,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03976,PIPO,5.2,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03977,PIPO,15.4,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03978,PIPO,27.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03979,PIPO,17.8,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03980,PIPO,29.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03981,CADE27,24.8,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03982,PIPO,19.3,single bole tree,"Live, insect damaged"
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03983,CADE27,53,single bole tree,Live
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03984,PIPO,7,small tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03988,PIPO,27.6,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03989,PIPO,35.9,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03990,CADE27,17.4,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03991,PIPO,27,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03992,PIPO,19.7,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03993,PIPO,26.3,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03995,PIPO,34.1,single bole tree,Standing dead
vst_SOAP_2015,SOAP,SOAP_061,NA,NEON.PLA.D17.SOAP.03996,PIPO,14.6,single bole tree,Standing dead
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00074,PRVE,1.8,smt,1
vst_SRER_2016,SRER,SRER_044,39,NEON.PLA.D14.SRER.00074,PRVE,2.1,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00074,PRVE,1.1,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00074,PRVE,1.1,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00076,PRVE,1,smt,2
vst_SRER_2016,SRER,SRER_044,39,NEON.PLA.D14.SRER.00076,PRVE,1.9,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00076,PRVE,1.4,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00076,PRVE,1.1,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00076,PRVE,1.4,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00076,PRVE,1.7,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00076,PRVE,1.2,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.2,smt,1
vst_SRER_2016,SRER,SRER_044,39,NEON.PLA.D14.SRER.00079,PRVE,1.4,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.7,smt,2
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2,smt,2
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,1.5,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,1.9,smt,2
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.7,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.4,smt,2
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,1.6,smt,2
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.2,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,1.5,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.5,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.3,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.3,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.2,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.5,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.5,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.2,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,1.5,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,2.5,smt,1
vst_SRER_2016,SRER,SRER_044,NA,NEON.PLA.D14.SRER.00079,PRVE,1.6,smt,1
vst_SRER_2016,SRER,SRER_042,39,NEON.PLA.D14.SRER.00200,PRVE,5,mbt,7
vst_SRER_2016,SRER,SRER_042,39,NEON.PLA.D14.SRER.00200,PRVE,6.4,mbt,1
vst_SRER_2016,SRER,SRER_042,39,NEON.PLA.D14.SRER.00200,PRVE,10.3,mbt,1
vst_SRER_2016,SRER,SRER_050,39,NEON.PLA.D14.SRER.00299,PRVE,2.8,smt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448,PRVE,13.3,mbt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448A,PRVE,8.5,mbt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448B,PRVE,7.3,mbt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448C,PRVE,7,mbt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448D,PRVE,7.9,mbt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448E,PRVE,10,mbt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448F,PRVE,10.8,mbt,1
vst_SRER_2016,SRER,SRER_054,41,NEON.PLA.D14.SRER.00448G,PRVE,6.4,mbt,2
vst_SRER_2016,SRER,SRER_042,23,NEON.PLA.D14.SRER.00506,PRVE,2.1,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00506,PRVE,2,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00506,PRVE,1.1,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00506,PRVE,1.2,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00506,PRVE,1.1,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00508,PRVE,1.3,smt,7
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00508,PRVE,1.5,smt,7
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00508,PRVE,1.2,smt,7
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.00508,PRVE,1.6,smt,7
vst_SRER_2016,SRER,SRER_042,23,NEON.PLA.D14.SRER.00508,PRVE,1.4,smt,7
vst_SRER_2016,SRER,SRER_058,NA,NEON.PLA.D14.SRER.00580,PRVE,1.3,smt,1
vst_SRER_2016,SRER,SRER_058,NA,NEON.PLA.D14.SRER.00580,PRVE,1.4,smt,7
vst_SRER_2016,SRER,SRER_058,41,NEON.PLA.D14.SRER.00580,PRVE,4.5,smt,7
vst_SRER_2016,SRER,SRER_058,NA,NEON.PLA.D14.SRER.00580,PRVE,3.1,smt,7
vst_SRER_2016,SRER,SRER_058,NA,NEON.PLA.D14.SRER.00580,PRVE,3.1,smt,7
vst_SRER_2016,SRER,SRER_058,NA,NEON.PLA.D14.SRER.00580,PRVE,1.1,smt,1
vst_SRER_2016,SRER,SRER_058,41,NEON.PLA.D14.SRER.00583,PRVE,6.5,smt,7
vst_SRER_2016,SRER,SRER_058,NA,NEON.PLA.D14.SRER.00583,PRVE,12.5,smt,7
vst_SRER_2016,SRER,SRER_051,41,NEON.PLA.D14.SRER.00775,PRVE,4.5,smt,7
vst_SRER_2016,SRER,SRER_049,39,NEON.PLA.D14.SRER.01001,PRVE,1.1,smt,7
vst_SRER_2016,SRER,SRER_049,NA,NEON.PLA.D14.SRER.01001,PRVE,2.7,smt,2
vst_SRER_2016,SRER,SRER_049,NA,NEON.PLA.D14.SRER.01001,PRVE,1.6,smt,2
vst_SRER_2016,SRER,SRER_046,NA,NEON.PLA.D14.SRER.01116,PRVE,1.1,smt,1
vst_SRER_2016,SRER,SRER_046,NA,NEON.PLA.D14.SRER.01116,PRVE,1,smt,1
vst_SRER_2016,SRER,SRER_046,NA,NEON.PLA.D14.SRER.01116,PRVE,1.6,smt,1
vst_SRER_2016,SRER,SRER_046,NA,NEON.PLA.D14.SRER.01116,PRVE,1,smt,1
vst_SRER_2016,SRER,SRER_046,NA,NEON.PLA.D14.SRER.01116,PRVE,1.3,smt,1
vst_SRER_2016,SRER,SRER_046,41,NEON.PLA.D14.SRER.01116,PRVE,1,smt,1
vst_SRER_2016,SRER,SRER_050,41,NEON.PLA.D14.SRER.01204,PRVE,2.4,smt,2
vst_SRER_2016,SRER,SRER_050,NA,NEON.PLA.D14.SRER.01204,PRVE,1.5,smt,2
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,1.8,smt,1
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,4.6,smt,1
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,3.9,smt,1
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,4.9,smt,1
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,3.3,smt,1
vst_SRER_2016,SRER,SRER_055,41,NEON.PLA.D14.SRER.01670,ACCO2,4.9,smt,1
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,2.3,smt,1
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,2.1,smt,1
vst_SRER_2016,SRER,SRER_055,NA,NEON.PLA.D14.SRER.01670,ACCO2,4.1,smt,1
vst_SRER_2016,SRER,SRER_042,23,NEON.PLA.D14.SRER.01731,PRVE,2.7,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01731,PRVE,2.7,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01731,PRVE,1.5,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01731,PRVE,1.8,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01731,PRVE,4,smt,1
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01732,PRVE,1.9,smt,7
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01732,PRVE,4.1,smt,7
vst_SRER_2016,SRER,SRER_042,23,NEON.PLA.D14.SRER.01732,PRVE,3,smt,7
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01732,PRVE,2.5,smt,7
vst_SRER_2016,SRER,SRER_042,NA,NEON.PLA.D14.SRER.01732,PRVE,3,smt,7
