"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter"
"D16","WREF","WREF_089",21,"21",82.9,2.8,"THPL","NEON.PLA.D16.WREF.04890","sbt",91.5
"D16","WREF","WREF_089",21,"39",159.7,4.8,"TSHE","NEON.PLA.D16.WREF.04949","sbt",83.9
"D16","WREF","WREF_089",21,"41",264.4,6.1,"TSHE","NEON.PLA.D16.WREF.04851","sbt",78.8
"D16","WREF","WREF_089",21,"23",295.3,10.8,"TSHE","NEON.PLA.D16.WREF.04945","sbt",22.7
"D16","WREF","WREF_089",21,"39",138.5,14,"TABR2","NEON.PLA.D16.WREF.04863","mbt",19.5
"D16","WREF","WREF_089",21,"39",167,6.7,"TSHE","NEON.PLA.D16.WREF.04948","sbt",16.5
"D16","WREF","WREF_089",21,"39",120.4,5.1,"TABR2","NEON.PLA.D16.WREF.04937","sbt",14.4
"D16","WREF","WREF_089",21,"39",165,12,"TSHE","NEON.PLA.D16.WREF.04946","sbt",13.6
"D16","WREF","WREF_089",21,"39",152.9,15.7,"TSHE","NEON.PLA.D16.WREF.04873","sbt",12.2
"D16","WREF","WREF_089",21,"41",183.3,8.3,"TSHE","NEON.PLA.D16.WREF.04853","sbt",11.5
"D16","WREF","WREF_089",21,"23",299.9,7,"TSHE","NEON.PLA.D16.WREF.04941","sbt",11.5
"D16","WREF","WREF_089",21,"41",248.4,10.9,"TABR2","NEON.PLA.D16.WREF.04938","sbt",11
"D16","WREF","WREF_089",21,"23",272.7,6,"TSHE","NEON.PLA.D16.WREF.04943","sbt",10.9
"D16","WREF","WREF_089",21,"23",338.2,4.4,"ABAM","NEON.PLA.D16.WREF.04939","sbt",10.3
"D16","WREF","WREF_089",21,"23",291.5,3.4,"TSHE","NEON.PLA.D16.WREF.04942","sbt",10.3
"D16","WREF","WREF_089",21,"23",279.6,8.2,"TSHE","NEON.PLA.D16.WREF.04944","sbt",10.2
"D16","WREF","WREF_089",21,"23",315.5,9,"TSHE","NEON.PLA.D16.WREF.04940","sbt",10
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04882","smt",9.2
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04889","smt",6.1
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04894","smt",5
"D16","WREF","WREF_089",21,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04883","smt",4.9
"D16","WREF","WREF_089",21,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04850","smt",4.1
"D16","WREF","WREF_089",21,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04855","smt",3.9
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04887","smt",3.8
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04888","smt",3.6
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04874","smt",3.2
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04885","smt",3.1
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04876","smt",3
"D16","WREF","WREF_089",21,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04881","smt",2.8
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04886","smt",2.8
"D16","WREF","WREF_089",21,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04871","smt",2.7
"D16","WREF","WREF_089",21,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04866","smt",2.6
"D16","WREF","WREF_089",21,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04870","smt",2.6
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04880","smt",1.6
"D16","WREF","WREF_089",21,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04896","smt",1.5
"D16","WREF","WREF_089",21,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04872","smt",1.3
"D16","WREF","WREF_089",41,"41",32.9,1.2,"TSHE","NEON.PLA.D16.WREF.04984","sbt",99
"D16","WREF","WREF_089",41,"41",90.6,2.6,"PSMEM","NEON.PLA.D16.WREF.04983","sbt",90.1
"D16","WREF","WREF_089",41,"61",259.4,10.3,"THPL","NEON.PLA.D16.WREF.04954","sbt",77.7
"D16","WREF","WREF_089",41,"41",21.9,8.4,"TSHE","NEON.PLA.D16.WREF.04985","sbt",42.2
"D16","WREF","WREF_089",41,"61",186.5,4.7,"TSHE","NEON.PLA.D16.WREF.04966","sbt",30.4
"D16","WREF","WREF_089",41,"59",144.1,10.1,"TSHE","NEON.PLA.D16.WREF.04953","sbt",27.3
"D16","WREF","WREF_089",41,"41",57.6,11.5,"TSHE","NEON.PLA.D16.WREF.04988","sbt",13.8
"D16","WREF","WREF_089",41,"43",301.2,2.3,"TSHE","NEON.PLA.D16.WREF.04952","sbt",13.4
"D16","WREF","WREF_089",41,"41",53.9,8.5,"ABAM","NEON.PLA.D16.WREF.04987","sbt",13.2
"D16","WREF","WREF_089",41,"41",49.1,7.6,"THPL","NEON.PLA.D16.WREF.04992","sbt",12.9
"D16","WREF","WREF_089",41,"61",221.8,14,"ABAM","NEON.PLA.D16.WREF.04982","sbt",12.1
"D16","WREF","WREF_089",41,"61",224.1,6.3,"ABAM","NEON.PLA.D16.WREF.04961","sbt",11.5
"D16","WREF","WREF_089",41,"61",211.6,8.3,"ABAM","NEON.PLA.D16.WREF.04964","sbt",10.7
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04980","smt",9.1
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04976","smt",8
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04977","smt",7.9
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04962","smt",7.2
"D16","WREF","WREF_089",41,NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04994","smt",6.8
"D16","WREF","WREF_089",41,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04991","smt",5.6
"D16","WREF","WREF_089",41,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04990","smt",5.3
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04960","smt",5.2
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04973","smt",5.1
"D16","WREF","WREF_089",41,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04972","smt",4.2
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04974","smt",4.1
"D16","WREF","WREF_089",41,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05000","smt",3.9
"D16","WREF","WREF_089",41,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04950","smt",3.7
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04979","smt",3.2
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04996","smt",3.2
"D16","WREF","WREF_089",41,NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04998","smt",1.9
"D16","WREF","WREF_089",41,NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04981","smt",1.7
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207D","mbt",21.7
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207H","mbt",21
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207C","mbt",18.2
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207G","mbt",17.5
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207F","mbt",15.6
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207E","mbt",15.4
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207J","mbt",14
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207I","mbt",12.8
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207A","mbt",12.6
"D17","SJER","SJER_045",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00207B","mbt",11.1
"D17","SJER","SJER_046",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00146A","mbt",14.2
"D17","SJER","SJER_046",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00148A","mbt",21.6
"D17","SJER","SJER_046",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00148B","mbt",16.3
"D17","SJER","SJER_049",21,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00232B","mbt",29.7
"D17","SJER","SJER_050",21,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00248A","mbt",16.9
"D17","SJER","SJER_050",21,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00249B","mbt",14.5
"D17","SJER","SJER_050",21,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00249A","mbt",13.7
"D17","SJER","SJER_050",21,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00249C","mbt",11.9
"D17","SJER","SJER_050",21,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00248B","mbt",11.3
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00267E","mbt",24.8
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00266A","mbt",19
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00267A","mbt",17.3
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00267D","mbt",12.9
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00267F","mbt",10.7
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00266B","mbt",10.4
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00267C","mbt",10.4
"D17","SJER","SJER_050",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00267B","mbt",9.9
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00268C","mbt",33
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00268D","mbt",30.6
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00268G","mbt",29.9
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00268A","mbt",23.4
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00268E","mbt",22.8
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00268B","mbt",19.3
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00268F","mbt",16.4
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00271C","mbt",12.8
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00271A","mbt",12.7
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00271B","mbt",12
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00271D","mbt",10.7
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00271E","mbt",10
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00271F","mbt",8.8
"D17","SJER","SJER_051",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00271G","mbt",7.7
"D17","SJER","SJER_052",21,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00215A","mbt",8.2
"D17","SJER","SJER_053",23,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00065A","mbt",21.9
"D17","SJER","SJER_053",23,"43",239.9,10.9,"QUDO","NEON.PLA.D17.SJER.00069","sbt",21.7
"D17","SJER","SJER_053",23,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00064A","mbt",17
"D17","SJER","SJER_053",23,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00066A","mbt",11.9
"D17","SJER","SJER_054",39,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00004A","mbt",30.2
"D17","SJER","SJER_054",39,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00005A","mbt",19.4
"D17","SJER","SJER_055",21,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00219B","sbt",19.1
"D17","SJER","SJER_055",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00275A","mbt",15.9
"D17","SJER","SJER_055",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00229A","mbt",11
"D17","SJER","SJER_057",23,"43",206.8,9.3,"QUDO","NEON.PLA.D17.SJER.00235","mbt",33.8
"D17","SJER","SJER_057",23,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00235A","mbt",33.7
"D17","SJER","SJER_057",23,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00236A","mbt",20
"D17","SJER","SJER_057",39,"57",164.4,5.3,"QUDO","NEON.PLA.D17.SJER.00040","sbt",40.3
"D17","SJER","SJER_057",39,"57",121.5,8.4,"QUDO","NEON.PLA.D17.SJER.00043","sbt",25.2
"D17","SJER","SJER_057",39,"41",293,3.5,"QUDO","NEON.PLA.D17.SJER.00051","sbt",22.4
"D17","SJER","SJER_057",39,"41",334.2,9.4,"QUDO","NEON.PLA.D17.SJER.00049","sbt",22.2
"D17","SJER","SJER_057",39,"59",222,8.8,"QUDO","NEON.PLA.D17.SJER.00046","sbt",21.1
"D17","SJER","SJER_057",39,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00051A","sbt",21
"D17","SJER","SJER_057",39,"57",140.4,5.8,"QUDO","NEON.PLA.D17.SJER.00041","sbt",17.7
"D17","SJER","SJER_057",39,"41",322.3,7.9,"QUDO","NEON.PLA.D17.SJER.00050","sbt",14.8
"D17","SJER","SJER_057",39,"41",341.1,5.2,"QUDO","NEON.PLA.D17.SJER.00047","sbt",13.3
"D17","SJER","SJER_057",39,"57",130.8,7,"QUDO","NEON.PLA.D17.SJER.00042","sbt",12.4
"D17","SJER","SJER_057",39,"59",240.6,6.4,"QUDO","NEON.PLA.D17.SJER.00045","sbt",12.1
"D17","SJER","SJER_057",39,"41",345.2,6.4,"QUDO","NEON.PLA.D17.SJER.00048","sbt",12
"D17","SJER","SJER_057",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00058","smt",2.5
"D17","SJER","SJER_058",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00277A","mbt",28.3
"D17","SJER","SJER_058",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00277G","mbt",20.1
"D17","SJER","SJER_058",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00277D","mbt",14.7
"D17","SJER","SJER_058",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00277E","mbt",13.1
"D17","SJER","SJER_058",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00277B","mbt",10.7
"D17","SJER","SJER_058",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00277H","mbt",8.7
"D17","SJER","SJER_058",39,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00277F","mbt",3.6
"D17","SJER","SJER_058",41,"59",137.5,16.2,"QUWI2","NEON.PLA.D17.SJER.04035","mbt",50.5
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.04035A","mbt",48
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.04035C","mbt",39.6
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.04035D","mbt",35.9
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278B","mbt",32.4
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.04035B","mbt",22.2
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278A","mbt",19.2
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278C","mbt",17
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278I","mbt",14.6
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278D","mbt",11.3
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278H","mbt",10.1
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278E","mbt",7.9
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278G","mbt",7
"D17","SJER","SJER_058",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00278F","mbt",6.3
"D17","SJER","SJER_059",21,"23",327.9,14.6,"PISA2","NEON.PLA.D17.SJER.04115","sbt",60.8
"D17","SJER","SJER_059",23,"25",277.5,11.4,"QUWI2","NEON.PLA.D17.SJER.04116","mbt",24.7
"D17","SJER","SJER_059",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.04116A","mbt",21.4
"D17","SJER","SJER_059",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.04116B","mbt",19.5
"D17","SJER","SJER_059",23,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.04116C","mbt",10.1
"D17","SJER","SJER_061",41,NA,NA,NA,"QUWI2","NEON.PLA.D17.SJER.00245B","mbt",20.7
"D17","SJER","SJER_063",23,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00071A","mbt",35.6
"D17","SJER","SJER_063",41,NA,NA,NA,"QUDO","NEON.PLA.D17.SJER.00077A","mbt",10.3
"D17","SJER","SJER_064",21,NA,NA,NA,"PISA2","NEON.PLA.D17.SJER.00029A","mbt",25.5
"D19","BONA","BONA_093",23,"41",151.2,5.8,"PIMA","NEON.PLA.D19.BONA.01486","sbt",17.7
"D19","BONA","BONA_093",23,"25",308.1,15.7,"PIMA","NEON.PLA.D19.BONA.01994","sbt",16.7
"D19","BONA","BONA_093",23,"41",115,7.2,"BENE4","NEON.PLA.D19.BONA.01995","sbt",15.2
"D19","BONA","BONA_093",23,"41",164.3,3.9,"PIMA","NEON.PLA.D19.BONA.01490","sbt",15.1
"D19","BONA","BONA_093",23,"25",345.9,8.9,"PIMA","NEON.PLA.D19.BONA.02400","sbt",14
"D19","BONA","BONA_093",23,"41",116,7.2,"PIMA","NEON.PLA.D19.BONA.02301","sbt",13.8
"D19","BONA","BONA_093",23,"23",84.4,3,"PIMA","NEON.PLA.D19.BONA.01512","sbt",13.6
"D19","BONA","BONA_093",23,"41",151.5,10.2,"PIMA","NEON.PLA.D19.BONA.01515","sbt",12.7
"D19","BONA","BONA_093",23,"43",265.9,6.7,"PIMA","NEON.PLA.D19.BONA.01992","sbt",12.4
"D19","BONA","BONA_093",23,"23",41.7,7.4,"PIMA","NEON.PLA.D19.BONA.01482","sbt",12.3
"D19","BONA","BONA_093",23,"25",310.3,15.9,"PIMA","NEON.PLA.D19.BONA.01647","sbt",12.2
"D19","BONA","BONA_093",23,"23",61,10.1,"PIMA","NEON.PLA.D19.BONA.02000","sbt",12.2
"D19","BONA","BONA_093",23,"23",60.3,9,"PIMA","NEON.PLA.D19.BONA.01794","sbt",12
"D19","BONA","BONA_093",23,"43",224.5,11.7,"PIMA","NEON.PLA.D19.BONA.02307","sbt",12
"D19","BONA","BONA_093",23,"23",6,6.8,"PIMA","NEON.PLA.D19.BONA.02295","sbt",11.8
"D19","BONA","BONA_093",23,"41",161,7.2,"PIMA","NEON.PLA.D19.BONA.01988","sbt",11.6
"D19","BONA","BONA_093",23,"43",184.8,3.7,"PIMA","NEON.PLA.D19.BONA.01488","sbt",11.1
"D19","BONA","BONA_093",23,"25",306.1,4,"PIMA","NEON.PLA.D19.BONA.03600","sbt",11
"D19","BONA","BONA_093",23,"23",21.6,9.9,"PIMA","NEON.PLA.D19.BONA.01505","sbt",10.9
"D19","BONA","BONA_093",23,"43",191.1,3.8,"PIMA","NEON.PLA.D19.BONA.01777","sbt",10.9
"D19","BONA","BONA_093",23,"43",227,11.2,"PIMA","NEON.PLA.D19.BONA.01580","sbt",10.8
"D19","BONA","BONA_093",23,"41",98.8,10.9,"PIMA","NEON.PLA.D19.BONA.01511","sbt",10.5
"D19","BONA","BONA_093",23,"23",31.4,8.1,"PIMA","NEON.PLA.D19.BONA.01997","sbt",10.4
"D19","BONA","BONA_093",23,"41",131.1,10.8,"PIMA","NEON.PLA.D19.BONA.02294","sbt",10.4
"D19","BONA","BONA_093",23,"41",121.8,7.1,"PIMA","NEON.PLA.D19.BONA.02302","sbt",10.4
"D19","BONA","BONA_093",23,"41",122.5,7.3,"PIMA","NEON.PLA.D19.BONA.02304","sbt",10.4
"D19","BONA","BONA_093",23,"41",95,10.7,"PIMA","NEON.PLA.D19.BONA.01514","sbt",10.3
"D19","BONA","BONA_093",23,"25",341.1,4.2,"PIMA","NEON.PLA.D19.BONA.01991","sbt",10.3
"D19","BONA","BONA_093",23,"41",119.5,7,"PIMA","NEON.PLA.D19.BONA.01485","sbt",10.2
"D19","BONA","BONA_093",23,"41",110.9,4.8,"PIMA","NEON.PLA.D19.BONA.01484","sbt",10
"D19","BONA","BONA_093",23,"43",208.9,4.1,"PIMA","NEON.PLA.D19.BONA.02296","sbt",10
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03792","smt",9.8
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03789","smt",9.5
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03795","smt",9.5
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03768","smt",9.3
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03773","smt",9.2
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03791","smt",9
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03763","smt",8.5
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03762","smt",8.3
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03743","smt",6.2
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03761","smt",6
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03793","smt",6
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03738","smt",5.9
"D19","BONA","BONA_093",23,NA,NA,NA,"BENE4","NEON.PLA.D19.BONA.03796","smt",5.2
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03760","smt",4.4
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03777","smt",4.4
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03782","smt",4
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03790","smt",3.1
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03759","smt",2.7
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03764","smt",2.7
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03779","smt",2.6
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03751","smt",2.4
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.02750","smt",2.3
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03742","smt",2.2
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03735","smt",2
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03737","smt",1.8
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03747","smt",1.8
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03765","smt",1.8
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03794","smt",1.5
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03736","smt",1.4
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03754","smt",1.2
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03740","smt",1.1
"D19","BONA","BONA_093",23,NA,NA,NA,"PIMA","NEON.PLA.D19.BONA.03734","smt",1
"D19","BONA","BONA_093",39,"59",192.8,2.9,"PIMA","NEON.PLA.D19.BONA.04576","sbt",32.3
"D19","BONA","BONA_093",39,"39",33,8,"BENE4","NEON.PLA.D19.BONA.04570","mbt",28.1
"D19","BONA","BONA_093",39,"59",205.6,11,"PIMA","NEON.PLA.D19.BONA.04574","sbt",27
"D19","BONA","BONA_093",39,"39",30.9,8.1,"BENE4","NEON.PLA.D19.BONA.04570A","mbt",26.2
"D19","BONA","BONA_093",39,"41",329.2,4.1,"PIMA","NEON.PLA.D19.BONA.03597","sbt",24.6
"D19","BONA","BONA_093",39,"39",44.5,9,"POTR5","NEON.PLA.D19.BONA.04569","sbt",20.8
"D19","BONA","BONA_093",39,"41",291.8,2.6,"PIMA","NEON.PLA.D19.BONA.03598","sbt",20.2
"D19","BONA","BONA_093",39,"39",82.4,11.2,"PIMA","NEON.PLA.D19.BONA.03591","sbt",19.5
"D19","BONA","BONA_093",39,"41",304.2,6.2,"PIMA","NEON.PLA.D19.BONA.03596","sbt",18.6
"D19","BONA","BONA_093",39,"39",28.5,8.7,"PIMA","NEON.PLA.D19.BONA.04571","sbt",17.1
"D19","BONA","BONA_093",39,"39",65.9,6,"BENE4","NEON.PLA.D19.BONA.03590","sbt",16.9
"D19","BONA","BONA_093",39,"39",3.1,5.1,"PIMA","NEON.PLA.D19.BONA.04572","sbt",16.6
"D19","BONA","BONA_093",39,"41",316,6.5,"PIMA","NEON.PLA.D19.BONA.03595","sbt",16.1
"D19","BONA","BONA_093",39,"59",266,6.3,"POBA2","NEON.PLA.D19.BONA.03587","sbt",15.5
"D19","BONA","BONA_093",39,"39",82.8,10.8,"PIMA","NEON.PLA.D19.BONA.03592","sbt",14.8
"D19","BONA","BONA_093",39,"41",281.7,1.8,"PIMA","NEON.PLA.D19.BONA.03599","sbt",13.2
