"individualid","pointid","stemdistance","stemazimuth","taxonid"
"NEON.PLA.D19.HEAL.04140",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04141",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04142",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04143",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04144",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04145",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04146",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04147",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04148",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04149",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.00574",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04058",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04059",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04060",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04061",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04062",NA,NA,NA,"VAUL"
"NEON.PLA.D19.HEAL.04063",NA,NA,NA,"VAUL"
"NEON.PLA.D19.HEAL.04064",NA,NA,NA,"VAUL"
"NEON.PLA.D19.HEAL.04065",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04066",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04067",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04068",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04069",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04070",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04071",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04072",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04073",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04044",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04045",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04046",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04047",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04048",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04090",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04050",NA,NA,NA,"SAGL"
"NEON.PLA.D19.HEAL.04051",NA,NA,NA,"SAGL"
"NEON.PLA.D19.HEAL.04091",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04082",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04092",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04093",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04094",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04095",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04096",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04097",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04098",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04099",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04100",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04101",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04102",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04103",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04104",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04052",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04105",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04106",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04107",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04108",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04109",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04110",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04053",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04054",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04055",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04056",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.02171",NA,NA,NA,"PIGL"
"NEON.PLA.D19.DEJU.02167",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02885",NA,NA,NA,"PIGL"
"NEON.PLA.D19.DEJU.02166",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02165",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02164","39",10,58.5,"PIGL"
"NEON.PLA.D19.DEJU.02073",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02072",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02071","25",4.9,280.1,"PIGL"
"NEON.PLA.D19.DEJU.02070","41",0.8,174.1,"PIMA"
"NEON.PLA.D19.DEJU.02170",NA,NA,NA,"PIMA"
"NEON.PLA.D19.HEAL.04189",NA,NA,NA,"PIGL"
"NEON.PLA.D19.DEJU.02069","41",7.2,125.4,"PIMA"
"NEON.PLA.D19.DEJU.02169",NA,NA,NA,"POTR5"
"NEON.PLA.D19.HEAL.04363",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.00485",NA,NA,NA,"SAGL"
"NEON.PLA.D19.DEJU.02168",NA,NA,NA,"PIGL"
"NEON.PLA.D19.DEJU.02068","23",8.3,11.4,"PIMA"
"NEON.PLA.D19.DEJU.02067","23",4.1,6,"PIMA"
"NEON.PLA.D19.DEJU.02098",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02100",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02097",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02095",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02094",NA,NA,NA,"SALIX"
"NEON.PLA.D19.DEJU.02093",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02092",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02091",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02090",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02089",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02088",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02087",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02086",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02085",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02084",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02083",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02082",NA,NA,NA,"PIMA"
"NEON.PLA.D19.HEAL.04185",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04186",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04187",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04188",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04190",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04192",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04360",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04361",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04362",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04364",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01221",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01220",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01223",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01224",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01225",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01226",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01229",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01228",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01227",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01230",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01231",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01233",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01232",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04023",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04024",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04025",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04026",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04027",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04028",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04029",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04030",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04031",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04032",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04033",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04034",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04035",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04036",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04037",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01222",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04038",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04039",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04040",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04041",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04042",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04043",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01488",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01487",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01486",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01485",NA,NA,NA,"SAPUL"
"NEON.PLA.D19.HEAL.01484",NA,NA,NA,"SAPUL"
"NEON.PLA.D19.HEAL.01483",NA,NA,NA,"SAPUL"
"NEON.PLA.D19.HEAL.01481",NA,NA,NA,"SAPUL"
"NEON.PLA.D19.HEAL.01474",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01480",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01479",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01478",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01476",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01477",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01475",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01472",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01471",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01470",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01469",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01468",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01467",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01466",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01465",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01464",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.02099",NA,NA,NA,"PIMA"
"NEON.PLA.D19.HEAL.01462",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01451",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01461",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01460",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01459",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01457",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01456",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01455",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01454",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.00969",NA,NA,NA,"PIMA"
"NEON.PLA.D19.HEAL.01453",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01452",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01450",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01449",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01448",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01440",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01435",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01437",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01436",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01438",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01434",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01441",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01442",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01443",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01444",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01446",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01447",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01458",NA,NA,NA,"SAPUL"
"NEON.PLA.D19.HEAL.01445",NA,NA,NA,"SAPUL"
"NEON.PLA.D19.DEJU.02463",NA,NA,NA,"PIGL"
"NEON.PLA.D19.DEJU.02462",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02040",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02039",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02038",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.02037",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02036","39",5.8,180,"PIGL"
"NEON.PLA.D19.DEJU.02425",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.02424",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02423",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02421",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02420",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02029",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02028","57",4.6,170,"PIMA"
"NEON.PLA.D19.DEJU.02027",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02026",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02015",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.02025",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02019",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.DEJU.02024",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02023",NA,NA,NA,"BETUL"
"NEON.PLA.D19.DEJU.02022",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02021",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02020",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.DEJU.02018",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.DEJU.02017",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.DEJU.02016",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.DEJU.02114",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02113",NA,NA,NA,"ALVI5"
"NEON.PLA.D19.DEJU.02112",NA,NA,NA,"ALVI5"
"NEON.PLA.D19.DEJU.02111",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.02110",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02109",NA,NA,NA,"BEOC2"
"NEON.PLA.D19.DEJU.02108",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02107",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.02106",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02105",NA,NA,NA,"BEGL"
"NEON.PLA.D19.DEJU.02104",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02103",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02102",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02101",NA,NA,NA,"POTR5"
"NEON.PLA.D19.HEAL.04429","41",0.8,196,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04432","33",9.4,357,"SAPU15"
"NEON.PLA.D19.HEAL.04431","33",0.9,320,"SAPU15"
"NEON.PLA.D19.HEAL.04433","51",0.6,206,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04434","51",0.4,214,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04435","51",0.3,212,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04436","51",0.3,236,"SAPU15"
"NEON.PLA.D19.HEAL.04437","51",0.8,243,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04438","51",0.4,249,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04439","51",0.2,250,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04440","49",0.3,103,"SAPU15"
"NEON.PLA.D19.HEAL.04441","49",0.6,156,"SAPU15"
"NEON.PLA.D19.HEAL.04442","49",0.8,170,"SAPU15"
"NEON.PLA.D19.HEAL.04443","49",9.3,177,"SAGL"
"NEON.PLA.D19.HEAL.04428","41",0.6,193,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04430","33",0.3,286,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04444","49",9.4,178,"SAGL"
"NEON.PLA.D19.HEAL.01234",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.01517",NA,NA,NA,"PIGL"
"NEON.PLA.D19.HEAL.01862",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01856",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.00263",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.00264",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01855",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01866",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01278",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01854",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01279",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01280",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01281",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01284",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01285",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01283",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01282",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01884",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01286",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.00265",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01300",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01298",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.00590",NA,NA,NA,"PIGL"
"NEON.PLA.D19.DEJU.00638",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.00639",NA,NA,NA,"POTR5"
"NEON.PLA.D19.HEAL.01299",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01291",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01289",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01290",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01292",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01293",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01288",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01287",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01295",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01294",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01297",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01296",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01985",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01986",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01990",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.DEJU.00695",NA,NA,NA,"POTR5"
"NEON.PLA.D19.DEJU.02422",NA,NA,NA,"PIMA"
"NEON.PLA.D19.DEJU.02419",NA,NA,NA,"PIMA"
"NEON.PLA.D19.HEAL.01989",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01981",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01984",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01996",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01987",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01988",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01995",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02961",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01982",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01980",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01983",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01991",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02970",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02969",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.00054",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04350",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.02966",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04173",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02963",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02968",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04351",NA,NA,NA,"VAUL"
"NEON.PLA.D19.HEAL.02982",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04174",NA,NA,NA,"SAGL"
"NEON.PLA.D19.HEAL.04352",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02983",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02981",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04354",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04355",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02978",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04175",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.04356",NA,NA,NA,"SAPU15"
"NEON.PLA.D19.HEAL.02974",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02977",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02972",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02973",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02975",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02980",NA,NA,NA,"SAGL"
"NEON.PLA.D19.HEAL.02971",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02967",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02985",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02294",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02997",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.03000",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02995",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02299",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.01993",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02300",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02297",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02298",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04113",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02991",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04150",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02994",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02996",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02992",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02993",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02990",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02989",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02988",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02987",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04151",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02986",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.04152",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02984",NA,NA,NA,"BEGL/BENA"
"NEON.PLA.D19.HEAL.02574",NA,NA,NA,"BEGL/BENA"
