clipID,subplotID,offsetEasting,offsetNorthing,status,date,
NIWO_058_013,31,7.2,1.5,1,20150804,
NIWO_058_029,31,15.2,1.5,,,
NIWO_058_083,31,6.2,7.5,,,
NIWO_058_120,31,6.7,10.5,,,
NIWO_058_190,31,5.7,16.5,,,
NIWO_058_014,31,7.7,1.5,,,
NIWO_058_011,31,6.2,1.5,,,
NIWO_058_205,31,13.2,16.5,,,
NIWO_058_174,31,15.7,13.5,,,
NIWO_058_074,31,1.7,7.5,,,
NIWO_058_057,31,11.2,4.5,,,
NIWO_058_197,31,9.2,16.5,,,
NIWO_058_095,31,12.2,7.5,,,
NIWO_058_025,31,13.2,1.5,,,
NIWO_058_143,31,18.2,10.5,,,
NIWO_058_186,31,3.7,16.5,,,
NIWO_058_153,31,5.2,13.5,,,
NIWO_058_021,31,11.2,1.5,,,
NIWO_058_175,31,16.2,13.5,,,
NIWO_058_091,31,10.2,7.5,,,
NIWO_058_203,31,12.2,16.5,,,
NIWO_058_076,31,2.7,7.5,,,
NIWO_058_038,31,1.7,4.5,,,
NIWO_058_200,31,10.7,16.5,,,
NIWO_058_016,31,8.7,1.5,,,
NIWO_058_139,31,16.2,10.5,,,
NIWO_058_080,31,4.7,7.5,,,
NIWO_058_119,31,6.2,10.5,,,
NIWO_058_082,31,5.7,7.5,,,
NIWO_058_049,31,7.2,4.5,,,
NIWO_058_209,31,15.2,16.5,,,
NIWO_058_018,31,9.7,1.5,,,
NIWO_058_042,31,3.7,4.5,,,
NIWO_058_166,31,11.7,13.5,,,
NIWO_058_114,31,3.7,10.5,,,
NIWO_058_172,31,14.7,13.5,,,
NIWO_058_052,31,8.7,4.5,,,
NIWO_058_043,31,4.2,4.5,,,
NIWO_058_020,31,10.7,1.5,,,
NIWO_058_055,31,10.2,4.5,,,
NIWO_058_037,31,1.2,4.5,,,
NIWO_058_158,31,7.7,13.5,,,
NIWO_058_103,31,16.2,7.5,,,
NIWO_058_207,31,14.2,16.5,,,
NIWO_058_006,31,3.7,1.5,,,
NIWO_058_058,31,11.7,4.5,,,
NIWO_058_156,31,6.7,13.5,,,
NIWO_058_198,31,9.7,16.5,,,
NIWO_058_064,31,14.7,4.5,,,
NIWO_058_145,31,1.2,13.5,,,
NIWO_058_124,31,8.7,10.5,,,
NIWO_058_096,31,12.7,7.5,,,
NIWO_058_194,31,7.7,16.5,,,
NIWO_058_044,31,4.7,4.5,,,
NIWO_058_141,31,17.2,10.5,,,
NIWO_058_135,31,14.2,10.5,,,
NIWO_058_157,31,7.2,13.5,,,
NIWO_058_019,31,10.2,1.5,,,
NIWO_058_046,31,5.7,4.5,,,
NIWO_058_201,31,11.2,16.5,,,
NIWO_058_012,31,6.7,1.5,,,
NIWO_058_162,31,9.7,13.5,,,
NIWO_058_027,31,14.2,1.5,,,
NIWO_058_068,31,16.7,4.5,,,
NIWO_058_150,31,3.7,13.5,,,
NIWO_058_116,31,4.7,10.5,,,
NIWO_058_125,31,9.2,10.5,,,
NIWO_058_054,31,9.7,4.5,,,
NIWO_058_168,31,12.7,13.5,,,
NIWO_058_102,31,15.7,7.5,,,
NIWO_058_015,31,8.2,1.5,,,
NIWO_058_023,31,12.2,1.5,,,
NIWO_058_161,31,9.2,13.5,,,
NIWO_058_151,31,4.2,13.5,,,
NIWO_058_188,31,4.7,16.5,,,
NIWO_058_097,31,13.2,7.5,,,
NIWO_058_070,31,17.7,4.5,,,
NIWO_058_179,31,18.2,13.5,,,
NIWO_058_101,31,15.2,7.5,1,20150828,litter
NIWO_058_147,31,2.2,13.5,,,
NIWO_058_067,31,16.2,4.5,,,
NIWO_058_081,31,5.2,7.5,,,
NIWO_058_160,31,8.7,13.5,,,
NIWO_058_167,31,12.2,13.5,,,
NIWO_058_195,31,8.2,16.5,,,
NIWO_058_056,31,10.7,4.5,,,
NIWO_058_115,31,4.2,10.5,,,
NIWO_058_078,31,3.7,7.5,,,
NIWO_058_180,31,18.7,13.5,,,
NIWO_058_142,31,17.7,10.5,,,
NIWO_058_063,31,14.2,4.5,,,
NIWO_058_069,31,17.2,4.5,,,
NIWO_058_159,31,8.2,13.5,,,
NIWO_058_169,31,13.2,13.5,,,
NIWO_058_065,31,15.2,4.5,,,
NIWO_058_073,31,1.2,7.5,,,
NIWO_058_093,31,11.2,7.5,,,
NIWO_058_047,31,6.2,4.5,,,
NIWO_058_007,31,4.2,1.5,,,
NIWO_058_059,31,12.2,4.5,,,
NIWO_058_122,31,7.7,10.5,,,
NIWO_058_050,31,7.7,4.5,,,
NIWO_058_208,31,14.7,16.5,,,
NIWO_058_072,31,18.7,4.5,,,
NIWO_058_134,31,13.7,10.5,,,
NIWO_058_199,31,10.2,16.5,,,
NIWO_058_192,31,6.7,16.5,,,
NIWO_058_146,31,1.7,13.5,,,
NIWO_058_149,31,3.2,13.5,,,
NIWO_058_140,31,16.7,10.5,,,
NIWO_058_040,31,2.7,4.5,,,
NIWO_058_155,31,6.2,13.5,,,
NIWO_058_009,31,5.2,1.5,,,
NIWO_058_062,31,13.7,4.5,,,
NIWO_058_094,31,11.7,7.5,,,
NIWO_058_008,31,4.7,1.5,,,
NIWO_058_171,31,14.2,13.5,,,
NIWO_058_030,31,15.7,1.5,,,
NIWO_058_202,31,11.7,16.5,,,
NIWO_058_138,31,15.7,10.5,,,
NIWO_058_045,31,5.2,4.5,,,
NIWO_058_176,31,16.7,13.5,,,
NIWO_058_100,31,14.7,7.5,,,
NIWO_058_024,31,12.7,1.5,,,
NIWO_058_026,31,13.7,1.5,,,
NIWO_058_206,31,13.7,16.5,,,
NIWO_058_178,31,17.7,13.5,,,
NIWO_058_098,31,13.7,7.5,,,
NIWO_058_051,31,8.2,4.5,,,
NIWO_058_170,31,13.7,13.5,,,
NIWO_058_152,31,4.7,13.5,,,
NIWO_058_053,31,9.2,4.5,,,
NIWO_058_066,31,15.7,4.5,,,
NIWO_058_189,31,5.2,16.5,,,
NIWO_058_041,31,3.2,4.5,,,
NIWO_058_010,31,5.7,1.5,,,
NIWO_058_092,31,10.7,7.5,,,
NIWO_058_071,31,18.2,4.5,,,
NIWO_058_061,31,13.2,4.5,,,
NIWO_058_191,31,6.2,16.5,,,
NIWO_058_193,31,7.2,16.5,,,
NIWO_058_028,31,14.7,1.5,,,
NIWO_058_099,31,14.2,7.5,,,
