"_record_id","load_status","date","yearboutbegan","individualid","vstid","taxonid","domainid","siteid","plotid","subplotid","nestedsubplotid","pointid","stemazimuth","stemdistance","recordtype","cfconlytag"
"00712676-1f0c-4cad-88e0-c5cc1955b782","LOADED",2015-11-23,2015,"NEON.PLA.D04.GUAN.04704","VST.GUAN.04704.2015","PIAL3","D04","GUAN","GUAN_016","41","4",NA,NA,NA,"tag only",NA
"0077dfd4-53ae-420e-a916-0046dbdf57e0","LOADED",2017-08-15,2017,"NEON.PLA.D19.BONA.01711","VST.BONA.01711.2017","ALVI5","D19","BONA","BONA_002","31","1",NA,NA,NA,"tag only","N"
"0081273d-39ab-4295-ae52-947e5e9c67ab","LOADED",2015-09-23,2015,"NEON.PLA.D08.DELA.09841","VST.DELA.09841.2015","COCA","D08","DELA","DELA_042","23",NA,NA,NA,NA,"tag only",NA
"0081cb0c-c42a-4401-83c4-946e5dc1f73a","LOADED",2014-05-06,2014,"NEON.PLA.D07.ORNL.00146","VST.ORNL.00146.2014","COFL2","D07","ORNL","ORNL_036","39","1",NA,NA,NA,"tag only",NA
"00a73bd0-faf9-4d7e-a03d-f5b4459fe2ab","LOADED",2016-10-18,2016,"NEON.PLA.D16.ABBY.00335","VST.ABBY.00335.2016","ACCI","D16","ABBY","ABBY_076","21","1",NA,NA,NA,"tag only","N"
"00bec9e8-e4b6-4be3-9967-5993e3403df6","LOADED",2015-08-18,2015,"NEON.PLA.D08.LENO.08687","VST.LENO.08687.2015","HADI3","D08","LENO","LENO_068","41","4",NA,NA,NA,"tag only",NA
"00d6635d-9b4d-4576-96b5-a0d020ad8927","LOADED",2016-08-15,2016,"NEON.PLA.D19.HEAL.01993","VST.HEAL.01993.2016","BEGL/BENA","D19","HEAL","HEAL_053","41","1",NA,NA,NA,"tag only","N"
"00d8a581-d8d7-4b48-aee5-620f63201a61","LOADED",2017-09-15,2017,"NEON.PLA.D16.ABBY.01861","VST.ABBY.01861.2017","GASH","D16","ABBY","ABBY_076","23","2",NA,NA,NA,"tag only","N"
"00d8a8c6-c041-4207-bf53-6ac398a7ba12","LOADED",2018-02-06,2017,"NEON.PLA.D03.JERC.07153","VST.JERC.07153.2017","QUMA6","D03","JERC","JERC_048","39","3",NA,NA,NA,"tag only","N"
"00db4f19-b1f0-4c28-899c-38755df1b613","LOADED",2015-01-11,2015,"NEON.PLA.D08.TALL.03305","VST.TALL.03305.2015","VAAR","D08","TALL","TALL_043","41","1",NA,NA,NA,"tag only",NA
"00dc45ff-d851-44b0-af51-99d615ae4e10","LOADED",2015-08-17,2015,"NEON.PLA.D05.STEI.01500","VST.STEI.01500.2015","POTR5","D05","STEI","STEI_055","39","4",NA,NA,NA,"tag only","N"
"00f59092-a1c5-49f4-9c46-d8d8d276f241","LOADED",2015-08-05,2015,"NEON.PLA.D02.BLAN.10074","VST.BLAN.10074.2015","VITIS","D02","BLAN","BLAN_005","40","1",NA,NA,NA,"tag only",NA
"0102f315-78e0-4b32-a4c4-89003abf638e","LOADED",2014-11-12,2014,"NEON.PLA.D01.HARV.03741","VST.HARV.03741.2014","TSCA","D01","HARV","HARV_052","23","2",NA,NA,NA,"tag only","N"
"01168232-92d4-40c0-886f-1462213c2682","LOADED",2015-05-27,2015,"NEON.PLA.D07.GRSM.01148","VST.GRSM.01148.2015","TSCA","D07","GRSM","GRSM_056","23","4",NA,NA,NA,"tag only",NA
"011a9d08-0be6-412f-9741-72fcc50f03de","LOADED",2015-08-26,2015,"NEON.PLA.D08.DELA.05105","VST.DELA.05105.2015","ACNE2","D08","DELA","DELA_011","32",NA,"33",334.1,6.7,"map and tag",NA
"011b189b-59e8-4116-a44d-2c5db0f57368","LOADED",2014-08-04,2014,"NEON.PLA.D01.HARV.02117","VST.HARV.02117.2014","PIST","D01","HARV","HARV_023","32","2",NA,NA,NA,"tag only",NA
"011c6a77-4379-4ef4-bda5-184402b84f36","LOADED",2017-08-15,2017,"NEON.PLA.D19.BONA.01730","VST.BONA.01730.2017","PIGL","D19","BONA","BONA_002","32","4",NA,NA,NA,"tag only","N"
"0126d7a2-0a64-4a14-a58c-5ecf05066753","LOADED",2014-08-18,2014,"NEON.PLA.D02.SCBI.01412","VST.SCBI.01412.2014","SYOR","D02","SCBI","SCBI_017","31","1",NA,NA,NA,"tag only",NA
"01299485-91db-4a45-a758-ce5ce00c837b","LOADED",2015-08-27,2015,"NEON.PLA.D08.DELA.05444","VST.DELA.05444.2015","CAOV2","D08","DELA","DELA_012","31","4",NA,NA,NA,"tag only",NA
"013aa954-acc8-41c1-a4f8-228426b2cdb2","LOADED",2016-11-10,2016,"NEON.PLA.D16.ABBY.01234","VST.ABBY.01234.2016","ACCI","D16","ABBY","ABBY_065","23","2",NA,NA,NA,"tag only","N"
"014673c1-7655-4b17-a6f7-69ff19b09506","LOADED",2015-07-27,2015,"NEON.PLA.D02.SERC.09683","VST.SERC.09683.2015","FAGR","D02","SERC","SERC_047","23","2",NA,NA,NA,"tag only",NA
"0146db42-9ab8-472b-bdfe-1be4624b692e","LOADED",2016-11-10,2016,"NEON.PLA.D07.GRSM.03662","VST.GRSM.03662.2016","TSCA","D07","GRSM","GRSM_056","23","2",NA,NA,NA,"tag only","N"
"01473039-d107-4e08-9781-f9f673f83acd","LOADED",2014-12-11,2014,"NEON.PLA.D02.SCBI.03507","VST.SCBI.03507.2014","LIBE3","D02","SCBI","SCBI_056","23","4",NA,NA,NA,"tag only",NA
"01497e80-4e8f-4b6f-bb92-b99c96ffd3ce","LOADED",2015-08-11,2015,"NEON.PLA.D02.BLAN.10211","VST.BLAN.10211.2015","QUVE","D02","BLAN","BLAN_001","31","1",NA,NA,NA,"tag only",NA
"014a9223-5307-4771-9914-43041f6330bf","LOADED",2015-11-18,2015,"NEON.PLA.D04.GUAN.04046","VST.GUAN.04046.2015","2PLANT","D04","GUAN","GUAN_006","41","4",NA,NA,NA,"tag only",NA
"01592196-e64a-4b82-9cee-2037ac456323","LOADED",2016-11-08,2016,"NEON.PLA.D16.ABBY.01221","VST.ABBY.01221.2016","ACCI","D16","ABBY","ABBY_065","23","2",NA,NA,NA,"tag only","N"
"015d0d23-0b78-4e0f-a96c-bba903dc17b5","LOADED",2014-11-20,2014,"NEON.PLA.D02.SCBI.00850","VST.SCBI.00850.2014","FRAM2","D02","SCBI","SCBI_063","23","2",NA,NA,NA,"tag only",NA
"016a3c24-1bd8-4ec8-8558-0edd02b56649","LOADED",2014-12-03,2014,"NEON.PLA.D03.JERC.03247","VST.JERC.03247.2014","QUFA","D03","JERC","JERC_051","21","4",NA,NA,NA,"tag only","N"
"0182e716-9586-4bf3-8e6f-2620a0d793ed","LOADED",2016-08-24,2016,"NEON.PLA.D01.BART.06009","VST.BART.06009.2016","FAGR","D01","BART","BART_051","39","3",NA,NA,NA,"tag only","N"
"01855d2b-d1b8-4d18-a002-d49218ebe106","LOADED",2019-09-19,2019,"NEON.PLA.D01.HARV.01297","VST.HARV.01297.2019","BELE","D01","HARV","HARV_010","41","4",NA,NA,NA,"tag only","N"
"0195ad62-8525-44b5-a99e-2d4705f412c2","LOADED",2015-01-11,2015,"NEON.PLA.D08.TALL.03378","VST.TALL.03378.2015","VAAR","D08","TALL","TALL_042","23","4",NA,NA,NA,"tag only",NA
"01a05518-cc68-4be2-8789-2b5a0719d766","LOADED",2016-09-13,2016,"NEON.PLA.D05.UNDE.00394B","VST.UNDE.00394B.2016","ACRU","D05","UNDE","UNDE_037","41",NA,NA,NA,NA,"tag only","N"
"01a8fcab-35cc-49f5-9bab-9178bba29b02","LOADED",2017-08-23,2017,"NEON.PLA.D19.BONA.03667","VST.BONA.03667.2017","ALVI5","D19","BONA","BONA_005","41","1",NA,NA,NA,"tag only","N"
"01ba3f76-931a-4cbd-8341-b5e1f650df93","LOADED",2016-08-08,2016,"NEON.PLA.D19.HEAL.02520","VST.HEAL.02520.2016","SAGL","D19","HEAL","HEAL_014","32","4",NA,NA,NA,"tag only","N"
"01c95a1f-880a-4bd9-b93f-b65b8575599f","LOADED",2015-08-31,2015,"NEON.PLA.D08.DELA.05870","VST.DELA.05870.2015","PAQU2","D08","DELA","DELA_001","40","3",NA,NA,NA,"tag only",NA
"01dfdb25-8e41-4a7b-9ba8-75c85fef269f","LOADED",2019-04-30,2019,"NEON.PLA.D01.HARV.11645","VST.HARV.11645.2019","PIST","D01","HARV","HARV_004","41","1",NA,NA,NA,"tag only","N"
"01f93984-32ad-4bb3-baf3-36f29d7aa1f6","LOADED",2015-10-14,2015,"NEON.PLA.D17.SOAP.02656","VST.SOAP.02656.2015","QUKE","D17","SOAP","SOAP_046","23",NA,"23",60.1,9.6,"map and tag",NA
"0201cfa2-a696-4c10-8dc4-c54d5a7ddb5a","LOADED",2014-08-12,2014,"NEON.PLA.D03.JERC.00042","VST.JERC.00042.2014","QUIN","D03","JERC","JERC_005","41","1",NA,NA,NA,"tag only","N"
"02134af2-2c55-4ac0-85c7-51bd39f8913f","LOADED",2014-07-31,2014,"NEON.PLA.D03.OSBS.01816","VST.OSBS.01816.2014","ILCA","D03","OSBS","OSBS_001","32",NA,NA,NA,NA,"tag only","N"
"021de5b8-9f8a-45bb-8b70-59a6b7487b7f","LOADED",2015-05-07,2015,"NEON.PLA.D02.SERC.08491","VST.SERC.08491.2015","LOJA","D02","SERC","SERC_055","23","4",NA,NA,NA,"tag only",NA
"022cb9af-cd0b-4e5e-b2c5-6c6bd4fcf631","LOADED",2015-06-22,2015,"NEON.PLA.D08.DELA.04563","VST.DELA.04563.2015","VIRO3","D08","DELA","DELA_052","39","1",NA,NA,NA,"tag only",NA
"022df770-e0ee-45e4-8c80-eb9bd3e2dca6","LOADED",2016-08-18,2016,"NEON.PLA.D19.HEAL.01483","VST.HEAL.01483.2016","SAPUL","D19","HEAL","HEAL_067","32","2",NA,NA,NA,"tag only","N"
"023002a8-d034-47b8-811d-a2c365e3aaf7","LOADED",2015-06-16,2015,"NEON.PLA.D08.DELA.04371","VST.DELA.04371.2015","QUNI","D08","DELA","DELA_050","39","1",NA,NA,NA,"tag only",NA
"024b1952-6daf-4e5f-9c3a-9c64cbee9942","LOADED",2015-05-20,2015,"NEON.PLA.D07.GRSM.00621","VST.GRSM.00621.2015","KALA","D07","GRSM","GRSM_052","39","1",NA,NA,NA,"tag only",NA
"024e5db8-d454-42c4-82a2-f86c9177f80d","LOADED",2014-09-03,2014,"NEON.PLA.D05.UNDE.04044","VST.UNDE.04044.2014","2PLANT","D05","UNDE","UNDE_003","40","3",NA,NA,NA,"tag only","N"
"02572153-da83-40a1-b2ab-cbd3ffbd18ab","LOADED",2017-10-25,2017,"NEON.PLA.D16.WREF.05521","VST.WREF.05521.2017","TSHE","D16","WREF","WREF_080","39","3",NA,NA,NA,"tag only","N"
"02741344-da98-4c8c-a58e-e0c1191c59a1","LOADED",2015-07-31,2015,"NEON.PLA.D16.ABBY.00692","VST.ABBY.00692.2015","PSMEM","D16","ABBY","ABBY_064","21","4",NA,NA,NA,"tag only","N"
"02755238-b561-427e-8e4c-280abb638953","LOADED",2014-11-20,2014,"NEON.PLA.D02.SCBI.00785","VST.SCBI.00785.2014","LIBE3","D02","SCBI","SCBI_063","41","4",NA,NA,NA,"tag only",NA
"027bbdbd-d184-4d8a-a1e8-e9d784c57b0a","LOADED",2014-08-07,2014,"NEON.PLA.D08.TALL.01051","VST.TALL.01051.2014","QULA2","D08","TALL","TALL_007","31","4",NA,NA,NA,"tag only",NA
"02821e10-cd2a-4c4f-8d97-cac9970391f0","LOADED",2014-09-03,2014,"NEON.PLA.D05.UNDE.00856","VST.UNDE.00856.2014","ABBA","D05","UNDE","UNDE_003","40",NA,"49",170,5.6,"map and tag","N"
"028537d5-e770-4d36-af3f-7deafd08171a","LOADED",2014-07-02,2014,"NEON.PLA.D07.ORNL.00851","VST.ORNL.00851.2014","ELUM","D07","ORNL","ORNL_003","32","3","31",65.1,17.6,"map and tag",NA
"02863439-170d-4671-b96f-4b9b1463c0c9","LOADED",2016-10-05,2016,"NEON.PLA.D01.HARV.10695","VST.HARV.10695.2016","KALA","D01","HARV","HARV_051","39","1",NA,NA,NA,"tag only","N"
"0287eb2c-43ea-445b-b947-bc494965c0bd","LOADED",2016-11-04,2016,"NEON.PLA.D16.ABBY.01190","VST.ABBY.01190.2016","PSMEM","D16","ABBY","ABBY_065","41","4",NA,NA,NA,"tag only","N"
"028b9dab-4239-4c72-86b1-7eb9409c8dfb","LOADED",2016-11-21,2016,"NEON.PLA.D17.SJER.04035A","VST.SJER.04035A.2016","QUWI2","D17","SJER","SJER_058","41",NA,NA,NA,NA,"tag only","N"
"029ccf5c-0c65-4585-a1d5-835bf17ce14c","LOADED",2017-08-23,2017,"NEON.PLA.D19.BONA.03627","VST.BONA.03627.2017","ALVI5","D19","BONA","BONA_005","32","2",NA,NA,NA,"tag only","N"
"02a1f270-c54d-41f9-9417-ce8a8ddc87b1","LOADED",2015-09-03,2015,"NEON.PLA.D01.BART.06142","VST.BART.06142.2015","FAGR","D01","BART","BART_047","21","1",NA,NA,NA,"tag only",NA
"02ae8688-527f-4f66-a1fe-23c8d28ab9b8","LOADED",2014-05-08,2014,"NEON.PLA.D07.ORNL.00542","VST.ORNL.00542.2014","2PLANT","D07","ORNL","ORNL_043","39","2",NA,NA,NA,"tag only",NA
"02b3c562-ce45-43e1-8df0-ceedde14b2c1","LOADED",2015-01-06,2015,"NEON.PLA.D08.TALL.01702","VST.TALL.01702.2015","VAAR","D08","TALL","TALL_050","41","4",NA,NA,NA,"tag only",NA
"02c31cdd-83db-46c6-aff6-b5a79fdc4d0d","LOADED",2015-08-13,2015,"NEON.PLA.D01.BART.03106","VST.BART.03106.2015","ABBA","D01","BART","BART_046","39","3",NA,NA,NA,"tag only",NA
"02cf28d1-001f-4aea-b675-053cd0c5ff86","LOADED",2015-10-07,2015,"NEON.PLA.D06.KONZ.01498","VST.KONZ.01498.2015","CODR","D06","KONZ","KONZ_046","32","4","51",183.8,10,"map and tag",NA
"02e2f5a6-d6f1-4990-895c-25427c6a15b6","LOADED",2016-01-09,2015,"NEON.PLA.D14.SRER.00259","VST.SRER.00259.2015","OPEN3","D14","SRER","SRER_057","41","1",NA,NA,NA,"tag only","N"
"02e31bf1-4dc1-4a38-8e78-3fe872407ccf","LOADED",2018-09-17,2018,"NEON.PLA.D10.RMNP.03906","VST.RMNP.03906.2018","POTR5","D10","RMNP","RMNP_011","32","4",NA,NA,NA,"tag only","N"
"02e990c7-86c8-4be2-b0a4-6fcfdc456e27","LOADED",2015-01-08,2015,"NEON.PLA.D08.TALL.02422","VST.TALL.02422.2015","VAAR","D08","TALL","TALL_058","39","3",NA,NA,NA,"tag only",NA
"02ea85fb-7e58-4f54-b56c-4f6a21f62161","LOADED",2014-08-12,2014,"NEON.PLA.D01.HARV.05593","VST.HARV.05593.2014","PIST","D01","HARV","HARV_021","31","4",NA,NA,NA,"tag only",NA
"02ee19f6-57e0-4656-8099-99147a93e275","LOADED",2015-06-01,2015,"NEON.PLA.D07.GRSM.01527","VST.GRSM.01527.2015","LIBE3","D07","GRSM","GRSM_053","41","4",NA,NA,NA,"tag only",NA
"02fb991f-1bf5-4c45-8832-1368db214030","LOADED",2017-10-17,2017,"NEON.PLA.D07.MLBS.01418","VST.MLBS.01418.2017","ACPE","D07","MLBS","MLBS_073","23","4",NA,NA,NA,"tag only","N"
"0300f718-0d4c-49c5-80a9-9b6b85c50264","LOADED",2014-12-03,2014,"NEON.PLA.D02.SCBI.03036","VST.SCBI.03036.2014","VITIS","D02","SCBI","SCBI_055","23",NA,NA,NA,NA,"tag only",NA
"0303dcb3-406c-4ca7-a815-605ffaa6dfc4","LOADED",2017-08-23,2017,"NEON.PLA.D19.BONA.03643","VST.BONA.03643.2017","ALVI5","D19","BONA","BONA_005","32","4",NA,NA,NA,"tag only","N"
"031060c0-77fa-4005-8115-c3e860745787","LOADED",2014-05-28,2014,"NEON.PLA.D01.HARV.01899","VST.HARV.01899.2014","PIST","D01","HARV","HARV_004","41","4",NA,NA,NA,"tag only",NA
"0312dab1-8851-4222-b805-35c84ed996a0","LOADED",2016-10-11,2016,"NEON.PLA.D08.DELA.12195","VST.DELA.12195.2016","CACA18","D08","DELA","DELA_050","39","1",NA,NA,NA,"tag only","N"
"0316ae8e-fd60-4618-91e5-ef3e8e61a72f","LOADED",2015-10-09,2015,"NEON.PLA.D08.TALL.11256","VST.TALL.11256.2015","VAAR","D08","TALL","TALL_048","39","3",NA,NA,NA,"tag only",NA
"032bd5ab-57d9-4bac-bd14-c5568e7df16c","LOADED",2015-08-27,2015,"NEON.PLA.D08.DELA.05284","VST.DELA.05284.2015","ILDE","D08","DELA","DELA_018","40","3",NA,NA,NA,"tag only",NA
"034a33cd-76ee-4b31-91f6-e54d82235753","LOADED",2014-08-15,2014,"NEON.PLA.D05.UNDE.02798","VST.UNDE.02798.2014","ACSA3","D05","UNDE","UNDE_008","40",NA,"49",183.8,2.6,"map and tag","N"
"0359e9e2-90f0-495d-8c5c-ab31ee200e26","LOADED",2014-11-25,2014,"NEON.PLA.D02.SCBI.02781","VST.SCBI.02781.2014","2PLANT","D02","SCBI","SCBI_048","41",NA,"41",88.2,8.4,"map and tag","N"
"037013e0-a95a-4b86-a7ee-b0996c8e329e","LOADED",2016-10-24,2016,"NEON.PLA.D16.ABBY.00934","VST.ABBY.00934.2016","FRPU7","D16","ABBY","ABBY_067","39","1",NA,NA,NA,"tag only","N"
"03901ab6-c779-4227-a80e-8abe46856ab5","LOADED",2014-07-31,2014,"NEON.PLA.D07.ORNL.02648","VST.ORNL.02648.2014","JUVI","D07","ORNL","ORNL_027","41","3","41",64.6,5.6,"map and tag",NA
"039df97c-a42b-4b65-9a4b-4f16b3815d2a","LOADED",2015-09-02,2015,"NEON.PLA.D02.SCBI.09957","VST.SCBI.09957.2015","VITIS","D02","SCBI","SCBI_052","23","4",NA,NA,NA,"tag only",NA
"03a333c1-165d-4375-ab8b-425e0ec92481","LOADED",2016-05-03,2016,"NEON.PLA.D02.SERC.12538","VST.SERC.12538.2016","LIBE3","D02","SERC","SERC_013","41","4",NA,NA,NA,"tag only","N"
"03a3e6c9-ac32-442f-9f24-5dab67773202","LOADED",2015-09-30,2015,"NEON.PLA.D07.MLBS.01062","VST.MLBS.01062.2015","ACPE","D07","MLBS","MLBS_063","41","4",NA,NA,NA,"tag only",NA
"03b9e25f-1107-4af7-a53c-925b8626bae2","LOADED",2016-11-09,2016,"NEON.PLA.D06.KONZ.05823","VST.KONZ.05823.2016","CODR","D06","KONZ","KONZ_063","41","1",NA,NA,NA,"tag only","N"
"03ba2865-3b84-4f6d-8a73-6e402006cf31","LOADED",2016-08-15,2016,"NEON.PLA.D19.HEAL.01982","VST.HEAL.01982.2016","BEGL/BENA","D19","HEAL","HEAL_053","32","2",NA,NA,NA,"tag only","N"
"03d02e9b-54d5-4398-8dcd-f0071b9e0548","LOADED",2015-01-09,2015,"NEON.PLA.D08.TALL.01199","VST.TALL.01199.2015","RHCO","D08","TALL","TALL_049","41","4",NA,NA,NA,"tag only",NA
"03d422a7-586c-4660-8d19-5e071946103b","LOADED",NA,2015,"NEON.PLA.D03.OSBS.02187","VST.OSBS.02187.2015","QULA2","D03","OSBS","OSBS_029","39",NA,"39",89,14.9,"map and tag","N"
"03d4955c-fdd0-45b0-b1f3-f3885cacaf0d","LOADED",2015-06-25,2015,"NEON.PLA.D08.DELA.04879","VST.DELA.04879.2015","QUVE","D08","DELA","DELA_045","41","3",NA,261.8,5,"map and tag",NA
"03d52d90-c5ed-469e-8378-6ed123a342b1","LOADED",2014-08-18,2014,"NEON.PLA.D08.TALL.01947","VST.TALL.01947.2014","ILOP","D08","TALL","TALL_001","32","2",NA,NA,NA,"tag only",NA
"03e8536f-39df-41a4-accd-d49dc7e5a134","LOADED",2015-06-19,2015,"NEON.PLA.D08.DELA.04501","VST.DELA.04501.2015","ACRU","D08","DELA","DELA_041","21","1","23",307.2,13.2,"map and tag",NA
"03ef27a9-bf91-4d75-b4ac-a2bf15d33357","LOADED",2016-06-20,2016,"NEON.PLA.D19.BONA.00707","VST.BONA.00707.2016","BENE4","D19","BONA","BONA_078",NA,NA,"39",58.6,8.8,"map and tag","N"
"03f22a01-ef8e-452b-8f9a-94e88dbf7290","LOADED",2016-08-15,2016,"NEON.PLA.D19.HEAL.02985","VST.HEAL.02985.2016","BEGL/BENA","D19","HEAL","HEAL_053","32","4",NA,NA,NA,"tag only","N"
"03fe8043-25f9-4f8e-a63b-f567f27c1aaa","LOADED",2015-08-21,2015,"NEON.PLA.D05.TREE.02472","VST.TREE.02472.2015","POTR5","D05","TREE","TREE_023","32","4",NA,NA,NA,"tag only","N"
"0400b8f0-0877-4bc9-a23b-452436bf5eab","LOADED",2014-11-18,2014,"NEON.PLA.D01.HARV.05136","VST.HARV.05136.2014","TSCA","D01","HARV","HARV_034","39","3",NA,NA,NA,"tag only","N"
"0407db38-16b2-49de-8a42-3722bbc45432","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.05743","VST.HARV.05743.2014","QURU","D01","HARV","HARV_038","23","2","25",317.5,12,"map and tag","N"
"0413d597-aaff-4237-b457-db59719f9028","LOADED",2016-08-18,2016,"NEON.PLA.D01.HARV.10369","VST.HARV.10369.2016","TSCA","D01","HARV","HARV_050","41","4",NA,NA,NA,"tag only","N"
"0413ff61-08e5-41a0-81a7-1de44779dd3a","LOADED",2015-06-09,2015,"NEON.PLA.D07.GRSM.02027","VST.GRSM.02027.2015","KALA","D07","GRSM","GRSM_051","23","4",NA,NA,NA,"tag only",NA
"0417eaa6-05b9-4561-bb29-366a64011fad","LOADED",2015-09-28,2015,"NEON.PLA.D08.DELA.10314","VST.DELA.10314.2015","VITIS","D08","DELA","DELA_048","41","4",NA,NA,NA,"tag only",NA
"041fa1f3-6fa3-445d-b786-1a1a57f6bc9d","LOADED",2016-11-14,2016,"NEON.PLA.D14.SRER.01425","VST.SRER.01425.2016","OPPH","D14","SRER","SRER_050","39","3",NA,NA,NA,"tag only","N"
"0433799a-74fd-4b96-904d-3f3afa2b7eca","LOADED",2017-10-17,2017,"NEON.PLA.D16.WREF.04859","VST.WREF.04859.2017","MANE2","D16","WREF","WREF_089","21","4",NA,NA,NA,"tag only","N"
"0437e3d9-ac5b-43d0-8829-2d831e18d92e","LOADED",2016-08-15,2016,"NEON.PLA.D19.HEAL.02986","VST.HEAL.02986.2016","BEGL/BENA","D19","HEAL","HEAL_053","41","4",NA,NA,NA,"tag only","N"
"043d9ea5-d526-4dc3-b7e0-f4877d920e12","LOADED",2016-10-05,2016,"NEON.PLA.D03.JERC.03883","VST.JERC.03883.2016","QUFA","D03","JERC","JERC_053","41","4",NA,NA,NA,"tag only","N"
"04441f83-f585-41c5-935e-73a99ee851fd","LOADED",2016-10-26,2016,"NEON.PLA.D02.SCBI.13033","VST.SCBI.13033.2016","VITIS","D02","SCBI","SCBI_047","39",NA,NA,NA,NA,"tag only","N"
"044c2683-9130-4e5a-92ea-61129e634c9d","LOADED",2016-01-09,2015,"NEON.PLA.D14.SRER.00151","VST.SRER.00151.2015","OPEN3","D14","SRER","SRER_046","23",NA,NA,NA,NA,"tag only","N"
"044e702b-cdba-4024-914f-1204206ea90f","LOADED",2015-09-01,2015,"NEON.PLA.D03.JERC.05162","VST.JERC.05162.2015","LEBI2","D03","JERC","JERC_051","39","1",NA,NA,NA,"tag only","N"
"04773778-a9a2-4f91-b79f-ad56777b3d2c","LOADED",2016-10-18,2016,"NEON.PLA.D16.ABBY.00369","VST.ABBY.00369.2016","PSMEM","D16","ABBY","ABBY_076","23","2","25",342.6,10.7,"map and tag","N"
"04883b56-ef81-4562-a07a-50c821bdf6b6","LOADED",2014-08-19,2014,"NEON.PLA.D03.JERC.00268","VST.JERC.00268.2014","MORU2","D03","JERC","JERC_003","32",NA,NA,NA,NA,"tag only","N"
"0490fe58-8c68-4bd0-8f65-c143e968fc61","LOADED",2014-08-07,2014,"NEON.PLA.D08.TALL.01058","VST.TALL.01058.2014","PITA","D08","TALL","TALL_007","31","1",NA,NA,NA,"tag only",NA
"049c01a2-93b2-41fe-a90d-995ce7e770ef","LOADED",2018-12-07,2018,"NEON.PLA.D06.UKFS.03626","VST.UKFS.03626.2018","CEOC","D06","UKFS","UKFS_031","41",NA,NA,NA,NA,"tag only","N"
"04a550fb-4fa4-439d-9579-4d44d0c64312","LOADED",2015-01-09,2015,"NEON.PLA.D08.TALL.02759","VST.TALL.02759.2015","QUFA","D08","TALL","TALL_052","21","4",NA,NA,NA,"tag only",NA
"04ac31c8-1950-4fb1-9e9e-a642f8feb217","LOADED",2019-01-29,2018,"NEON.PLA.D03.JERC.02546","VST.JERC.02546.2018","QUMA6","D03","JERC","JERC_047","23",NA,"23",270.9,12.7,"map and tag","N"
"04afe43d-d9ca-41a7-a95e-33358e0d76c5","LOADED",2016-04-06,2016,"NEON.PLA.D04.GUAN.05117","VST.GUAN.05117.2016","AMEL","D04","GUAN","GUAN_003","40",NA,"49",84.7,4.4,"map and tag","N"
"04b7bd29-480e-44b4-952a-b5e3c2ff4965","LOADED",2014-08-21,2014,"NEON.PLA.D03.JERC.00310","VST.JERC.00310.2014","QUHE2","D03","JERC","JERC_003","40",NA,"41",301.5,5.4,"map and tag","N"
