_record_id,domainid,siteid,taxonid,scientificname,preferredstatus,deletions,accept_change(y/n),botanist_notes
9248949e-6b25-488e-a957-d1d00c8514e1,D09,NOGP,SOAR2,Sonchus arvensis L.,ND-NW,,n,This should be deleted from the noxious weed list as it is not state listed
a25e0aed-55a7-4d22-870f-fa4364963758,D07,ORNL,EUAM9,Euonymus americanus L.,,,,
905eb7eb-269f-4740-8155-5a73e03a70be,D07,ORNL,EUME4,Euphorbia mercurialina Michx.,,,,
52850628-0b92-4483-9ab8-1711c310cffd,D07,ORNL,FAGR,Fagus grandifolia Ehrh.,,,,
c99009e6-1a87-468b-bca3-6afafaa63b70,D07,ORNL,FRCA13,Frangula caroliniana (Walter) A. Gray,,,,
ee144978-202e-43dd-b27b-008d26442195,D07,ORNL,FRAM2,Fraxinus americana L.,,,,
ba8695a6-46c0-4f6a-b66f-81a9e20cd0cd,D07,ORNL,GAVO,Galactia volubilis (L.) Britton,,,,
8ed80061-413b-4694-a92c-52e3afa4e17e,D07,ORNL,GACI2,Galium circaezans Michx.,,,,
e47a9744-8449-44f5-8d82-4f6d06847197,D07,ORNL,GAPR2,Gaultheria procumbens L.,,,,
d65fe20a-19bb-40ee-9a8d-8f6960aa021d,D07,ORNL,GOPU,Goodyera pubescens (Willd.) R. Br.,,,,
dcbaae3a-b8b3-482a-979c-1680bd1b3c16,D07,ORNL,HENOO,Hepatica nobilis Schreb. var. obtusa (Pursh) Steyerm.,,,,
d8211bb0-9553-480f-aa61-1ed98e8d633b,D07,ORNL,HEAR6,Hexastylis arifolia (Michx.) Small,,,,
5a3e6cf4-a691-4ecd-b91d-4a99beb14a61,D07,ORNL,HYAR,Hydrangea arborescens L.,,,,
5b81596a-24b5-47be-9185-9d8777115454,D07,ORNL,HYCI3,Hydrangea cinerea Small,,,,
249f1e8b-e48e-431b-8e43-cc8cf1d94ac6,D07,ORNL,ILMO,Ilex montana Torr. & A. Gray ex A. Gray,,,,
288be485-cceb-493f-bee8-8d39cb1f1acf,D07,ORNL,ILOP,Ilex opaca Aiton,,,,
e7f62493-3c92-4612-ab32-b465d9b6f8f3,D07,ORNL,IPPA,Ipomoea pandurata (L.) G. Mey.,,,,
d735bc2f-832e-4070-ae2b-12639451701b,D07,ORNL,JUNI,Juglans nigra L.,,,,
12ecd4ef-c1a3-4fce-8a18-6f0a6e3109c7,D07,ORNL,JUVI,Juniperus virginiana L.,,,,
ee356edd-ec4a-4685-96c9-bb9d275ca666,D09,NOGP,CIAR4,Cirsium arvense (L.) Scop.,ND-NW,,,
4fef7838-096d-46e2-8b70-1041857930d5,D07,ORNL,LIBE3,Lindera benzoin (L.) Blume,,,,
ebce1df0-77c4-4f3c-af70-55637977fa47,D07,ORNL,LIST2,Liquidambar styraciflua L.,,,,
8c534f91-ebb0-41e8-aa72-49d8d05e7830,D07,ORNL,LITU,Liriodendron tulipifera L.,,,,
32aacc49-6e80-4e71-a831-0ff47314a4ee,D09,NOGP,CYOF,Cynoglossum officinale L.,ND-NW,,,
0762ecee-a07d-421e-ab9e-8dc94ff49b6d,D07,ORNL,MATR,Magnolia tripetala (L.) L.,,,,
01ecd80b-981d-4810-ac7f-9eada9841f25,D07,ORNL,MARA7,Maianthemum racemosum (L.) Link,,,,
219d3fce-d84f-4f49-8561-88da49d1dca2,D09,NOGP,EUES,Euphorbia esula L.,ND-NW,,,
12576f38-67d8-49a4-9a30-fc0cae2a948b,D07,ORNL,MIRE,Mitchella repens L.,,,,
b31fe123-70d2-47e0-b055-f48b190d82ff,D07,ORNL,NYSY,Nyssa sylvatica Marshall,,,,
86566c06-3901-47c3-91e0-3fbaadb0175c,D07,ORNL,OXAR,Oxydendrum arboreum (L.) DC.,,,,
a9b78a7a-e466-454a-bd69-71fc4b990f9d,D07,ORNL,PAQU2,Parthenocissus quinquefolia (L.) Planch.,,,,
0287670b-629a-4e9e-ac7c-79c220e8c6f6,D07,ORNL,PALU2,Passiflora lutea L.,,,,
43f8b474-1998-463f-9c90-ebe69b970241,D07,ORNL,PHLE5,Phryma leptostachya L.,,,,
771549ce-5538-430e-b421-aaf4931717f8,D07,ORNL,PIEC2,Pinus echinata Mill.,,,,
3977d871-3ab3-4bda-a775-513c837b32b8,D07,ORNL,PIST,Pinus strobus L.,,,,
2c49ad99-ce3c-4a12-8117-f2791c35f83c,D07,ORNL,PIVI2,Pinus virginiana Mill.,,,,
21bde6b1-ef6e-43d5-a623-8c96f37f1344,D07,ORNL,POPE,Podophyllum peltatum L.,PBB,,,
e915b804-42ff-42b0-bed0-5ce1c9035917,D07,ORNL,POVI2,Polygonum virginianum L.,,,,
924f689a-58fc-4b66-85d6-bcd3a4a81dad,D07,ORNL,POAC4,Polystichum acrostichoides (Michx.) Schott,,,,
b5904080-5434-4a2e-81b1-daece1ac0b5b,D07,ORNL,PRSE,Prenanthes serpentaria Pursh,,,,
6dfc13f8-5f6f-4f87-86f7-10a9149c575b,D07,ORNL,PRENA,Prenanthes sp.,,,,
3c620af6-41e9-4636-a6da-fc72a9a0e84c,D07,ORNL,PRSE2,Prunus serotina Ehrh.,,,,
2b6057ba-bfea-47d8-a14d-18fada21f91e,D07,ORNL,QUAL,Quercus alba L.,,,,
c9933414-b013-4472-bb47-53123ccb86cb,D07,ORNL,QUCO2,Quercus coccinea M??nchh.,,,,
bffb7db5-a16c-46dd-9a95-223a4af2e076,D07,ORNL,QUFA,Quercus falcata Michx.,,,,
a1dc2fb1-5cf3-406b-873a-c67f4c9cd426,D07,ORNL,QUPR2,Quercus montana Willd.,,,,
8867685c-dc18-4423-b814-d32ad9b288da,D07,ORNL,QUPR,Quercus prinoides Willd.,,,,
75bc8007-9f38-4130-8e76-c1c099825a55,D07,ORNL,QURU,Quercus rubra L.,USA-NPN; Green Wave,,,
0cc50381-809c-43de-ba59-14e0937c5a87,D07,ORNL,QUVE,Quercus velutina Lam.,,,,
770decea-e5c2-4ba2-a450-372b20f68d7f,D07,ORNL,RHPE4,Rhododendron periclymenoides (Michx.) Shinners,,,,
79a7b2aa-53f9-485f-a24e-d68bb9883c67,D07,ORNL,ROSA5,Rosa sp.,,,,
ba94f0a7-708c-4ad6-bfda-875b74e64091,D07,ORNL,RUAL,Rubus allegheniensis Porter,,,,
95548d89-3cb4-499a-a684-a0200c74b183,D07,ORNL,RUAR2,Rubus argutus Link,,,,
b11ef2ec-07be-49db-befc-cc50b82abfe1,D07,ORNL,RUFL,Rubus flagellaris Willd.,,,,
f4ad374b-3ead-46e9-abe6-e5e9b037e42c,D07,ORNL,RUCA4,Ruellia caroliniensis (J.F. Gmel.) Steud.,,,,
d0e11b11-2ae3-4cde-ae27-f83effc9a0ad,D07,ORNL,SACA15,Sanicula canadensis L.,,,,
79eedd47-6667-4c70-8b83-386b73409cfd,D07,ORNL,SAAL5,Sassafras albidum (Nutt.) Nees,,,,
56765682-da0d-4d6b-85eb-464672586d13,D07,ORNL,SMGL,Smilax glauca Walter,,,,
c5b31ae0-c7e4-4756-a448-e6a68add890c,D07,ORNL,SMRO,Smilax rotundifolia L.,,,,
7aef584f-22d4-4a9a-bf0f-24bd7ecf4787,D07,ORNL,SOCU,Solidago curtisii Torr. & A. Gray,,,,
906cb18f-5013-4d13-a9a5-d1c17f1200ed,D07,ORNL,SYLA4,Symphyotrichum lateriflorum (L.) ??. L??ve & D. L??ve,,,,
11d1ea22-a75f-4e8b-8c12-e86f282c6169,D07,ORNL,THTH2,Thalictrum thalictroides (L.) Eames & B. Boivin,,,,
fb229e13-1e8b-4ebb-a50a-120c259f6cb2,D07,ORNL,TORA2,Toxicodendron radicans (L.) Kuntze,,,,
6af9b335-2c2a-4ad9-b1b9-f06d12c9f5ae,D07,ORNL,ULAL,Ulmus alata Michx.,,,,
8da09ea6-5a84-449a-9164-3b05bac30b29,D07,ORNL,ULAM,Ulmus americana L.,,,,
025521b0-ae41-4b7e-877c-88cae6320d6f,D07,ORNL,ULRU,Ulmus rubra Muhl.,,,,
ee6077e1-ee66-44b8-b985-a969d00e6b5d,D07,ORNL,UVSE,Uvularia sessilifolia L.,,,,
91991ea5-5222-4586-8a1f-a6fc77a308bc,D07,ORNL,VACO,Vaccinium corymbosum L.,,,,
5dae315b-d061-4fd9-9e95-f782f3e6c077,D07,ORNL,VAPA4,Vaccinium pallidum Aiton,,,,
4f5afade-ed61-4827-b5b0-e6df75449d95,D07,ORNL,VAST,Vaccinium stamineum L.,,,,
926ff0b2-30b1-49bf-aaaa-740c4ca0e12d,D07,ORNL,VEOC,Verbesina occidentalis (L.) Walter,,,,
3b22656e-19c3-4b3b-b667-73fecfe6d97f,D07,ORNL,VEGI,Vernonia gigantea (Walter) Trel.,,,,
8a3b2d32-af38-4239-bde4-bc326c13ec31,D07,ORNL,VIRU,Viburnum rufidulum Raf.,,,,
1e51ce58-6be6-4b7b-91c3-739d794dc649,D09,WOOD,ASSY,Asclepias syriaca L.,ND-NW,,n,This should be deleted from the noxious weed list as it is not state listed
a483d3be-9f12-47fb-8ddb-89a309025abb,D07,ORNL,VIPA18,Viola ??palmata L. (pro sp.),,,,
8dd1a486-c800-4d3d-8f95-9c51b92e22b3,D07,ORNL,VIBL,Viola blanda Willd.,,,,
a6efa88b-2c2b-4657-ac64-7a444bd9ca4a,D07,ORNL,VIHI2,Viola hirsutula Brainerd,,,,
ed0dee5c-d67e-4b8e-a553-c8425575e551,D07,ORNL,VIRO2,Viola rotundifolia Michx.,,,,
75f399c4-0f41-47ba-9600-e4d580e92d75,D07,ORNL,VISO,Viola sororia Willd.,,,,
905b5db8-b32f-41a2-bf57-1e7cff1ca252,D07,ORNL,VIOLA,Viola sp.,,,,
ddf8498f-d338-4aa5-b212-d2919c243ca8,D07,ORNL,VITR4,Viola tripartita Elliott,,,,
7698797d-41e7-4112-ae94-f9312bae713c,D07,ORNL,VIAE,Vitis aestivalis Michx.,,,,
e3e66b86-8e5c-4b27-bd03-20d2b240a702,D07,ORNL,VIRO3,Vitis rotundifolia Michx.,,,,
ac3022ce-f451-4185-9b03-e08b11623637,D07,ORNL,WAFR,Waldsteinia fragarioides (Michx.) Tratt.,,,,
0438e55f-2842-4038-8e22-eb1065e716ab,D08,DELA,ACNE2,Acer negundo L.,USA-NPN; Green Wave,,,
4958c82e-04bc-4a6e-b60b-12cd65eb8be1,D08,DELA,ACRU,Acer rubrum L.,"USA-NPN; Green Wave, PBB",,,
b7c3c691-ab6f-4ec7-b4ac-a072781e54d7,D08,DELA,AMARA,Amaranthus sp.,,,,
efe24bca-d2f9-4dd4-97cb-99f3f95fcb39,D08,DELA,AMAR5,Ampelopsis arborea (L.) Koehne,,,,
bb9ba2d1-73d9-4fbd-b3f9-c32fda14a9e4,D08,DELA,ANDRO2,Andropogon sp.,,,,
e3e35157-051f-4813-bfb3-ea8bfee8ba4e,D08,DELA,AQUIL,Aquilegia sp.,,,,
0d3718fd-7f76-4af0-9365-cbdc5d81330f,D08,DELA,ARDR,Arabis drummondii A. Gray,,,,
adcd83d1-1d54-496a-857f-ec5df3cade2d,D08,DELA,ARDR3,Arisaema dracontium (L.) Schott,,,,
1f6248bb-ace6-47e7-86e6-d6564465c2e4,D08,DELA,ARIST,Aristida sp.,,,,
eb9f7d29-c8f7-4121-a930-1ca3f4d45035,D08,DELA,ARSE3,Aristolochia serpentaria L.,,,,
cf70eeb4-7ab6-447b-b2ed-5313f4a6459d,D08,DELA,ARTO3,Aristolochia tomentosa Sims,,,,
bb459b09-da2d-4327-be83-6b51f57465b4,D08,DELA,ARGI,Arundinaria gigantea (Walter) Muhl.,,,,
3c23b9cb-055a-4049-8425-5d5d9fe12d4f,D08,DELA,ASPE,Asclepias perennis Walter,,,,
490260aa-41fd-4e8f-8078-2e121f49e988,D08,DELA,ASIMI,Asimina sp.,,,,
875f2814-41b9-4ff8-96b3-a6097d0842af,D08,DELA,ASTR,Asimina triloba (L.) Dunal,,,,
862aae3a-a107-4f00-8f71-45939b707990,D08,DELA,ASTER,Aster sp.,,,,
cbf25479-9dca-4697-a27d-3a2ecb3ff9a0,D08,DELA,BESC,Berchemia scandens (Hill) K. Koch,,,,
958a1564-e674-4fa7-b24e-3f623114fd98,D08,DELA,BENI,Betula nigra L.,,,,
881be173-9b9e-4e3d-b7f2-a001a3466bf9,D08,DELA,BICA,Bignonia capreolata L.,,,,
c3831894-3a67-4672-b14c-4ce26b3e67af,D08,DELA,BOCY,Boehmeria cylindrica (L.) Sw.,,,,
771cf5d9-90df-4153-9c4c-b2c2d77b0582,D08,DELA,BROV4,Brunnichia ovata (Walter) Shinners,,,,
485b0f3a-6ba8-4d7c-bd7f-5a7520da0f9e,D08,DELA,CAAM2,Callicarpa americana L.,,,,
11086ab7-3571-4ec3-b7f7-88a6bbc1bb36,D08,DELA,CARA2,Campsis radicans (L.) Seem. ex Bureau,,,,
a2757edd-3678-4c6d-8f31-e01528d021c9,D08,DELA,CAAQ,Carex aquatilis Wahlenb.,,,,
b306b653-88aa-4268-b747-787d0ad677ab,D08,DELA,CAREXSPP,Carex spp.,,,,
9c21230b-54d4-4b29-875b-71cb61acb075,D08,DELA,CACA18,Carpinus caroliniana Walter,,,,
1c66e1c3-fbf8-46a8-a89c-e570d72001d3,D08,DELA,CAAQ2,Carya aquatica (Michx. f.) Nutt.,,,,
2a940655-90c1-45fd-b6fd-fb59adbae96a,D08,DELA,CAGL8,Carya glabra (Mill.) Sweet,,,,
35e5330d-cd44-4508-a975-c0f6f132698f,D08,DELA,CAOV2,Carya ovata (Mill.) K. Koch,,,,
f06d261b-6b8b-43c2-92a8-3d8ba045b6c7,D08,DELA,CARYA,Carya sp.,,,,
5424cfa8-471a-489a-a9af-6a38fe1e12b6,D08,DELA,CATO6,Carya tomentosa (Lam.) Nutt.,,,,
94e79a93-8eb1-40a4-8ce8-c613fce1c79b,D08,DELA,CECA,Cedronella canariensis (L.) Willd. ex Webb & Bethel.,,,,
585e3559-0a9c-436f-9570-c9465012fb7e,D08,DELA,CELA,Celtis laevigata Willd.,,,,
7053005b-64ab-404f-91ea-a0558d25bd86,D08,DELA,CELA,Celtis laevigata Willd.,,,,
f9268cae-694b-4bf9-a0bf-101344fb1618,D08,DELA,CELA,Celtis laevigata Willd.,,,,
508a8742-525c-47e6-a200-f431b74b9fdd,D08,DELA,CECA2,Centaurea calcitrapa L.,,,,
179d25c3-60ac-4055-8c6a-a023024aa598,D08,DELA,CEOC2,Cephalanthus occidentalis L.,,,,
6e9b6a73-33f7-4a4e-84ee-b5729c79c592,D08,DELA,CEPHA,Cephalanthus sp.,,,,
5702a2d4-c673-4319-bef3-c6b268ec224f,D08,DELA,CECA4,Cercis canadensis L.,,,,
0f1f869e-c05a-4105-a9ed-b949629993ba,D08,DELA,CHCA4,Chenopodium capitatum (L.) Asch.,,,,
ed9ac8c1-fe29-4630-98c0-87a9fb93ab67,D08,DELA,CLEMA,Clematis sp.,,,,
fdfeb9f6-f5dd-4e75-9b1e-7f0d20e3c236,D08,DELA,COCA,Cocculus carolinus (L.) DC.,,,,
45c95608-990f-406b-bd93-8e7fb3ece421,D08,DELA,COREO,Coreocarpus sp.,,,,
cd7f1a07-7d27-4145-b2f7-81b3557b56cd,D08,DELA,COFO,Cornus foemina Mill.,,,,
a7a200d8-69af-49e0-b399-74a018325c23,D08,DELA,CYPER,Cyperus sp.,,,,
19cff5ff-e016-4ca4-ab51-e08ef238c657,D08,DELA,DESMO,Desmodium sp.,,,,
1716a638-0487-4bb2-8df2-410bdd6b1450,D08,DELA,DICHA,Dichaetophora sp.,,,,
64a9f076-f6bd-4905-8ad3-f6d856447d1e,D08,DELA,DICHA2,Dichanthelium sp.,,,,
8a38e348-c51f-4da0-bca0-b61f36c751b3,D08,DELA,DICHA2SPP,Dichanthelium spp.,,,,
df418504-aaac-4638-81b6-ac14a3a2e8c3,D08,DELA,DIVI4,Dioscorea villosa L.,,,,
dfeb0cf9-b41b-4199-956c-6d87b39cc4f7,D08,DELA,DIVI5,Diospyros virginiana L.,,,,
3db8d353-4b7d-4e79-aeaa-dbbfd6801512,D08,DELA,DIFR6,Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin,,,,
2c197f59-cd52-475a-ac30-745ae47b7a81,D08,DELA,FAGR,Fagus grandifolia Ehrh.,,,,
82a1aeaa-6b33-4031-a853-4427eeda3733,D08,DELA,FRAGA,Fragaria sp.,,,,
f55d157d-a92a-42a9-99f1-06d185e47cc5,D08,DELA,FRAM2,Fraxinus americana L.,,,,
04ba4997-3c53-44d3-9123-03fbf54202df,D08,DELA,FRPE,Fraxinus pennsylvanica Marshall,,,,
2e71ab07-b06c-4204-991b-f7eaf3f1090e,D08,DELA,FRAXI,Fraxinus sp.,,,,
76338fd5-d232-41f1-8699-14d41e25de78,D08,DELA,HAVI2,Hackelia virginiana (L.) I.M. Johnst.,,,,
28524213-6c46-43ef-95b9-1c135218a78c,D08,DELA,ILDE,Ilex decidua Walter,,,,
f3dd92b3-9460-4762-b659-94b732a20540,D08,DELA,IPPU2,Ipomoea purpurea (L.) Roth,,,,
f086371b-6778-4ec6-8341-f58e61562c16,D08,DELA,IPOMO,Ipomoea sp.,,,,
a18019d4-6e10-40e0-b1e8-47b1deef59ef,D08,DELA,JUVI,Juniperus virginiana L.,,,,
7ef522cf-e4d9-4c5e-9345-6a5eabdbdb26,D08,DELA,JUOV,Justicia ovata (Walter) Lindau,,,,
6b2c567c-7cd2-4a66-a58d-3a9133c73c41,D08,DELA,LESPE,Lespedeza sp.,,,,
7d974a9e-a012-4419-9913-57c3cd7ec4ea,D08,DELA,LIJA,Ligustrum japonicum Thunb.,,,,
c6a3db84-21ad-4994-8663-e3c416e77819,D08,DELA,LISI,Ligustrum sinense Lour.,,,,
b2a98880-2cdd-419a-8a84-ac459d10e288,D08,DELA,LIBE3,Lindera benzoin (L.) Blume,,,,
de2f870e-7677-49b0-9b34-e47d4c3cf3cf,D08,DELA,LIST2,Liquidambar styraciflua L.,,,,
5301f600-25a2-4cb4-8695-2c1deb688ced,D08,DELA,LOFO,Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose,,,,
15316638-da31-4c31-baf4-fa57f81dca3e,D08,DELA,LOJA,Lonicera japonica Thunb.,,,,
0eb4059a-c3c2-474d-a7fa-ce73d974a7cc,D08,DELA,LOSE,Lonicera sempervirens L.,,,,
809e30a1-9b86-446e-84a4-c25bc7d69873,D09,WOOD,SOAR2,Sonchus arvensis L.,ND-NW,,n,This should be deleted from the noxious weed list as it is not state listed
2484e101-6a19-44bc-a57c-ef5ce9ba2b36,D08,DELA,MATEL,Matelea sp.,,,,
2043fa3e-fc90-48d0-83f0-c4527e61e595,D08,DELA,MEAZ,Melia azedarach L.,,,,
ffd45fd0-d05b-4ad0-9d6c-ebc601f4bc43,D08,DELA,MECA3,Menispermum canadense L.,,,,
6e54d776-7779-42bf-a429-fc7d1290d47b,D08,DELA,MISC,Mikania scandens (L.) Willd.,,,,
4f938634-4792-4c0e-9560-bcab13e90b45,D08,DELA,MIRE,Mitchella repens L.,,,,
1742789c-6f29-46fc-9c97-02b223b905f5,D08,DELA,MORU,Monarda russeliana Nutt. ex Sims,,,,
e1f8a760-f22d-4507-a58a-209cc63051c6,D08,DELA,MORU2,Morus rubra L.,,,,
be92b563-248c-47a8-a546-90cb16b968bf,D08,DELA,NYAQ,Nymphoides aquatica (J.F. Gmel.) Kuntze,,,,
20826b07-9aeb-405f-bbac-2131731d0e03,D08,DELA,NYAQ2,Nyssa aquatica L.,,,,
949101ed-cf00-4e12-9789-6f2c2d3e8b0c,D08,DELA,ONSE,Onoclea sensibilis L.,,,,
50797fae-e297-49fe-b18d-8b529edcccb7,D08,DELA,OSVI,Ostrya virginiana (Mill.) K. Koch,,,,
68031170-361d-487f-8d23-0d9edc3eaa51,D08,DELA,PAGL17,Packera glabella (Poir.) C. Jeffrey,,,,
17928902-60f5-41e6-8b2d-da3c7950b727,D08,DELA,PAQU2,Parthenocissus quinquefolia (L.) Planch.,,,,
5407d3f0-04c7-44aa-98d4-64b1345c06c6,D08,DELA,PALU2,Passiflora lutea L.,,,,
3a7aecd2-a8f9-436f-b2ce-4adf1c9bb0e7,D08,DELA,PLOC,Platanus occidentalis L.,,,,
e7c3e112-9924-4b50-ba82-07322c4c8b55,D08,DELA,POACEA,Poaceae sp.,,,,
6caabd0a-3956-40c1-81a2-ad0767f1d5ca,D08,DELA,POPU5,Polygonum punctatum Elliott,,,,
70b8dfdd-b0d9-4f49-9e6f-fcca58518baa,D08,DELA,QUAL,Quercus alba L.,,,,
83e1b98e-372a-4344-be7a-01c48c6e0861,D08,DELA,QUFA,Quercus falcata Michx.,,,,
cafc3582-db24-4927-bec9-e1d02159c497,D08,DELA,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,,,,
ccc6ef08-c1fe-4998-a6bc-b91df1e36f21,D08,DELA,QULA3,Quercus laurifolia Michx.,USA-NPN; Green Wave,,,
297850c9-03bb-4ae6-b5c8-c53d4d5326d1,D08,DELA,QULY,Quercus lyrata Walter,,,,
bc0c3d46-3bea-4cbf-bacd-4ec94edeb55c,D08,DELA,QUMI,Quercus michauxii Nutt.,,,,
a5eb5fcc-c846-4047-a78b-34e97e6655c8,D08,DELA,QUMO4,Quercus montana Willd.,,,,
eeffcb26-70ca-4e61-9cc7-ada31ef77b5d,D08,DELA,QUNI,Quercus nigra L.,,,,
21ccd02a-0fdc-464b-ba66-3a241340ae73,D08,DELA,QUPH,Quercus phellos L.,,,,
73a8ab54-cdd8-4ad7-b955-a6cd8b63ffd2,D08,DELA,QURU,Quercus rubra L.,USA-NPN; Green Wave,,,
c32b0298-431f-4754-823c-78ba672c02c7,D08,DELA,QUERC,Quercus sp.,,,,
e1c9e11b-38c1-4385-bc47-63a11c7ff29d,D08,DELA,QUST,Quercus stellata Wangenh.,,,,
7e9ea638-7ef6-456d-ab33-7b4db822c186,D08,DELA,QUVE,Quercus velutina Lam.,,,,
f4e4de46-f3cd-4a03-9355-98eff5d69afe,D08,DELA,ROCA4,Rosa carolina L.,,,,
c7a69c6f-f63c-4e5f-b7a8-b98261770897,D08,DELA,RUAR,Rubus arcticus L.,,,,
f78761a9-3030-43d1-b201-5aec9aaeb04f,D08,DELA,RUAR2,Rubus argutus Link,,,,
2fefde31-55e2-4765-ac2d-180d0009add7,D08,DELA,RULO4,Rubus longii Fernald,,,,
65a0b679-7882-4438-890f-eafdb9c5eea1,D08,DELA,RUBUS,Rubus sp.,,,,
f7fcd584-aef3-4a71-8055-8bc79384f8d8,D08,DELA,RUCA4,Ruellia caroliniensis (J.F. Gmel.) Steud.,,,,
b4edbfec-1c62-4842-b154-63a2bdb829bc,D08,DELA,RUELL,Ruellia sp.,,,,
77f55ef5-615b-4de4-9aee-b7a591def6bd,D08,DELA,SAMI8,Sabal minor (Jacq.) Pers.,,,,
2d84dbbc-7013-4620-853f-da5cb483b0e8,D08,DELA,SABAL,Sabal sp.,,,,
806f76e3-af8e-4ee0-8022-b6d9325ef86f,D08,DELA,SANIC4,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,,,,
883aa5ec-0fa8-4b2b-a361-8dc317fbc028,D08,DELA,SANIC,Sanicula sp.,,,,
f486385f-4cc5-43c2-a49e-e16cd8658ef1,D08,DELA,SACE,Saururus cernuus L.,,,,
43c5a06e-aee7-467d-a07c-fd64c021ab36,D08,DELA,SMBO,Smelowskia borealis (Greene) Drury & Rollins,,,,
f412b1db-53f1-4882-a920-5fd864d3037d,D08,DELA,SMBO2,Smilax bona-nox L.,,,,
a39473e9-d10f-4215-b2bf-760fe5dfccb2,D08,DELA,SMGL,Smilax glauca Walter,,,,
423547a1-6319-4275-9c00-532be9d59981,D08,DELA,SMLA,Smilax laurifolia L.,,,,
28aac914-24f2-40d0-8d5c-378e8960d264,D08,DELA,SMRO,Smilax rotundifolia L.,,,,
ae1c796d-4941-4150-bac0-4247b16f983d,D08,DELA,SMILA2,Smilax sp.,,,,
2d8c6bde-cf43-4886-8b31-38542f6681d1,D08,DELA,SMTA2,Smilax tamnoides L.,,,,
902250b6-ba24-4211-b2cf-63dbefd6b93a,D08,DELA,SOLID,Solidago sp.,,,,
694c7a50-7aee-4266-b775-f7cd4d60343b,D08,DELA,TADI2,Taxodium distichum (L.) Rich.,,,,
89048afb-0ff8-4fe0-9964-f8f870e2366f,D08,DELA,TORA2,Toxicodendron radicans (L.) Kuntze,,,,
a7cde893-49c7-4734-a1a9-cb7798f3ad50,D08,DELA,TRDI,Trachelospermum difforme (Walter) A. Gray,,,,
4ff592a0-1a18-4703-b088-6bbbfbf841f0,D09,WOOD,ARAB3,Artemisia absinthium L.,ND-NW,,,
7162a826-852f-4af7-8d23-7223b7ce5060,D08,DELA,2PLANT,Unknown plant,,,,
a5e7d0c2-41f6-4754-9161-fdfe3051dae0,D08,DELA,VIRO2,Viola rotundifolia Michx.,,,,
c85ec13d-0375-4e21-a630-d5108bb76c76,D08,DELA,VIOLA,Viola sp.,,,,
a14d94b6-92da-44e3-aef1-a02a784ef92b,D08,DELA,VIAE,Vitis aestivalis Michx.,,,,
bf637c4a-bbe1-4569-b38e-a4a0c6a5cbf9,D08,DELA,VICI2,Vitis cinerea (Engelm.) Engelm. ex Millard,,,,
2012be7b-c60c-4a3c-b51c-0f8a49b0a372,D08,DELA,VILA8,Vitis labrusca L.,,,,
d0ae3a9d-f222-477a-b617-9422da79dfa8,D08,DELA,VIRO3,Vitis rotundifolia Michx.,,,,
28323aca-eede-4b45-9515-3a227ecb4c53,D08,DELA,VITIS,Vitis sp.,,,,
8bc5f721-9933-4985-a34d-1b9a5ca8ead1,D08,DELA,VIVU,Vitis vulpina L.,,,,
acea6830-f289-4ded-9ae8-c7c9f5e3eb27,D08,DELA,MOSS,,,,,
53df56f3-50f4-4fdf-9e69-d9fa3faaab61,D08,DELA,POACEAE,,,,,
32d3b065-fd29-4324-a127-1cb91bc0dab2,D08,DELA,PLANT2,,,,,
e0b26f69-4930-43ad-a5af-7795f13384c0,D08,DELA,DIFRG,,,,,
7e6bc1d3-0b0b-47dc-8711-ba4a8051d683,D08,DELA,,,,,,
715027ab-f6b6-45fe-a437-2d0a4a90a501,D08,DELA,CAC18,,,,,
963fe217-b891-4f40-855f-9b99e9300157,D08,DELA,FRAM,,,,,
a15d56d3-23cf-4994-94d6-bef8eb8ef08a,D08,DELA,APIACEAE,,,,,
d59a4324-8189-4e78-892a-945fa47d1927,D08,DELA,LSPE,,,,,
06ce08af-7ad8-4bc0-8b4b-c30ac404b177,D08,DELA,PALO2,,,,,
059bc6e5-912b-4f82-9b90-33d82459a3ae,D08,LENO,ACNE2,Acer negundo L.,USA-NPN; Green Wave,,,
f18ea196-4366-4866-8ab1-55bd71c621c6,D08,LENO,ACRU,Acer rubrum L.,"USA-NPN; Green Wave, PBB",,,
eca9e2fb-61ab-4c64-a68b-14448c819af3,D08,LENO,ACSA2,Acer saccharinum L.,USA-NPN; Green Wave,,,
50ba4dc5-3554-4330-b832-62c7027cc86d,D08,LENO,AMAR5,Ampelopsis arborea (L.) Koehne,,,,
8d5b090a-050f-4d26-accc-a5481aa78267,D08,LENO,ARDR3,Arisaema dracontium (L.) Schott,,,,
d558226a-7fb1-4d96-b71f-d7a9bf74d661,D08,LENO,ARSE3,Aristolochia serpentaria L.,,,,
71e1421d-c553-42a7-b621-fecda787be32,D08,LENO,BICA,Bignonia capreolata L.,,,,
b4e36266-83f6-4b83-9f89-0943daef46c2,D08,LENO,BOCY,Boehmeria cylindrica (L.) Sw.,,,,
8a4e4acb-5233-42c4-b79c-22dd7553463f,D08,LENO,BROV4,Brunnichia ovata (Walter) Shinners,,,,
6809aecf-0745-49a1-a2d2-43dd22da892c,D08,LENO,CARA2,Campsis radicans (L.) Seem. ex Bureau,,,,
