"X_status","domainid","siteid","taxonid","scientificname","preferredstatus","remarks"
"unedited","D15","ONAQ","CYOF","Cynoglossum officinale L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","CYSC4","Cytisus scoparius (L.) Link","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ECVU","Echium vulgare L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ELAN","Elaeagnus angustifolia L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ELRE4","Elymus repens (L.) Gould","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","EUES","Euphorbia esula L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","EUMY2","Euphorbia myrsinites L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","GAOF","Galega officinalis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","HEMA3","Hesperis matronalis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","HYNI","Hyoscyamus niger L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","HYPE","Hypericum perforatum L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","IMCY","Imperata cylindrica (L.) P. Beauv.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ISTI","Isatis tinctoria L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","LELA2","Lepidium latifolium L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","LEVU","Leucanthemum vulgare Lam.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","LIDA","Linaria dalmatica (L.) Mill.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","LIVU2","Linaria vulgaris Mill.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","MIVE3","Milium vernale M. Bieb.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ONAC","Onopordum acanthium L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","PEHA","Peganum harmala L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","SAAE","Salvia aethiopis L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","SCLA6","Scorzonera laciniata L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","SOAL","Sorghum almum Parodi","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","SOHA","Sorghum halepense (L.) Pers.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","TACA8","Taeniatherum caput-medusae (L.) Nevski","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","TARA","Tamarix ramosissima Ledeb.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","TRTE","Tribulus terrestris L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","VEDU","Ventenata dubia (Leers) Coss.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D15","ONAQ","ZYFA","Zygophyllum fabago L.","UT-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","ALPE4","Alliaria petiolata","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","AMFR","Amorpha fruticosa","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","BRSY","Brachypodium sylvaticum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","BUDA2","Buddleja davidii","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","CEDI3","Centaurea diffusa","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","CEJA","Centaurea jacea","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","CEST8","Centaurea stoebe","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","COMA2","Conium maculatum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","COAR4","Convolvulus arvensis","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","CRMO3","Crataegus monogyna","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","CYES","Cyperus esculentus","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","CYSC4","Cytisus scoparius","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","DALA11","Daphne laureola","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","DACA6","Daucus carota","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","EUOB4","Euphorbia oblongata","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","GELU","Geranium lucidum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","GERO","Geranium robertianum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","HEHE","Hedera helix 'Baltica'","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","HYPE","Hypericum perforatum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","ABBY","RUAR9","Rubus armeniacus","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","AMFR","Amorpha fruticosa","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","ARAB3","Artemisia absinthium","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","CESO3","Centaurea solstitialis","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","CEST8","Centaurea stoebe","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","CIAR4","Cirsium arvense","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","CIVU","Cirsium vulgare","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","CRMO3","Crataegus monogyna","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","CYOF","Cynoglossum officinale","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","CYSC4","Cytisus scoparius","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","DACA6","Daucus carota","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","EUOB4","Euphorbia oblongata","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","GELU","Geranium lucidum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","GERO","Geranium robertianum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","HEHE","Hedera helix 'Baltica'","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","HYPE","Hypericum perforatum","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","RUAR9","Rubus armeniacus","WA-NW","state listed noxious weed added by request of FS"
"unedited","D16","WREF","RULA","Rubus laciniatus","WA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","ACRE3","Acroptilon repens","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","AECY","Aegilops cylindrica","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","AETR","Aegilops triuncialis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","AGAV","Agrostis avenacea","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","AGST2","Agrostis stolonifera","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","AIAL","Ailanthus altissima","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","ALMA12","Alhagi maurorum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","AVFA","Avena fatua","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","BAHY","Bassia hyssopifolia","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","BRDI2","Brachypodium distachyon","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","BRNI","Brassica nigra","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","BRRA","Brassica rapa","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","BRMA","Briza maxima","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","BRAR5","Bromus japonicus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","BRMAR","Bromus madritensis ssp. rubens","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CAPY2","Carduus pycnocephalus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CATE2","Carduus tenuiflorus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CELO3","Cenchrus longispinus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CEDI3","Centaurea diffusa","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CESO3","Centaurea solstitialis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CEST8","Centaurea stoebe ssp. micranthos","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CIAR4","Cirsium arvense","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CIVU","Cirsium vulgare","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CYDA","Cynodon dactylon","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","CYEC","Cynosurus echinatus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","DAGL","Dactylis glomerata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","DESO2","Descurainia sophia","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","DIGR3","Dittrichia graveolens","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","TACA8","Elymus caput-medusae","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","VUMY","Festuca myuros","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER",NA,"Festuca perennis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","GEMO2","Genista monspessulana","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","GEDI","Geranium dissectum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","HEHE","Hedera helix","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","HOLA","Holcus lanatus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","HYPE","Hypericum perforatum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","HYRA3","Hypochaeris radicata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","LIDA","Linaria dalmatica ssp. dalmatica","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","LYHY3","Lythrum hyssopifolium","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","MAVU","Marrubium vulgare","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","MEPO3","Medicago polymorpha","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","MEPU","Mentha pulegium","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","PHAQ","Phalaris aquatica","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","PLLA","Plantago lanceolata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","POPR","Poa pratensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","POMO5","Polypogon monspeliensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","RASA2","Raphanus sativus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","RUAR9","Rubus armeniacus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","RUAC3","Rumex acetosella ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","RUCR","Rumex crispus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","SIMA3","Silybum marianum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","SPJU2","Spartium junceum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","TOAR","Torilis arvensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","TRHI4","Trifolium hirtum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","VETH","Verbascum thapsus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SJER","VIMA","Vinca major","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","ACRE3","Acroptilon repens","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","AECY","Aegilops cylindrica","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","AETR","Aegilops triuncialis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","AGAV","Agrostis avenacea","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","AGST2","Agrostis stolonifera","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","AIAL","Ailanthus altissima","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","ALMA12","Alhagi maurorum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","ANOD","Anthoxanthum odoratum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","AVFA","Avena fatua","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","BRNI","Brassica nigra","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","BRMAR","Bromus madritensis ssp. rubens","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CAPY2","Carduus pycnocephalus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CATE2","Carduus tenuiflorus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CEME2","Centaurea melitensis ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CESO3","Centaurea solstitialis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CEST8","Centaurea stoebe ssp. micranthos","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CIAR4","Cirsium arvense","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CIVU","Cirsium vulgare","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CYDA","Cynodon dactylon","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","CYEC","Cynosurus echinatus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","DAGL","Dactylis glomerata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","DESO2","Descurainia sophia","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","DIPU","Digitalis purpurea","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","TACA8","Elymus caput-medusae","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","ERCI6","Erodium cicutarium ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","VUMY","Festuca myuros","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","LOPE","Festuca perennis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","GEDI","Geranium dissectum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","HIIN3","Hirschfeldia incana ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","HOLA","Holcus lanatus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","HOMA2","Hordeum marinum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","HOMUL","Hordeum murinum ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","HYPE","Hypericum perforatum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","HYRA3","Hypochaeris radicata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","LYHY3","Lythrum hyssopifolium","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","MAVU","Marrubium vulgare","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","MEPO3","Medicago polymorpha","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","MEPU","Mentha pulegium","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","PHAQ","Phalaris aquatica","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","PLLA","Plantago lanceolata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","POPR","Poa pratensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","POMO5","Polypogon monspeliensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","RASA2","Raphanus sativus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","RUAR9","Rubus armeniacus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","RUCR","Rumex crispus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","SPJU2","Spartium junceum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","TOAR","Torilis arvensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","TRHI4","Trifolium hirtum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","VETH","Verbascum thapsus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","SOAP","VIMA","Vinca major","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","ACRE3","Acroptilon repens","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","AECY","Aegilops cylindrica","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","AETR","Aegilops triuncialis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","AGAV","Agrostis avenacea","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","AGST2","Agrostis stolonifera","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","AIAL","Ailanthus altissima","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","ALMA12","Alhagi maurorum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","ANOD","Anthoxanthum odoratum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","AVBA","Avena barbata ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","AVFA","Avena fatua","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","BRNI","Brassica nigra","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","BRHO2","Bromus hordeaceus ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","BRMAR","Bromus madritensis ssp. rubens","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","BRTE","Bromus tectorum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CAPY2","Carduus pycnocephalus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CATE2","Carduus tenuiflorus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CEME2","Centaurea melitensis ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CESO3","Centaurea solstitialis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CEST8","Centaurea stoebe ssp. micranthos","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CIAR4","Cirsium arvense","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CIVU","Cirsium vulgare","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CYDA","Cynodon dactylon","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","CYEC","Cynosurus echinatus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","DAGL","Dactylis glomerata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","DESO2","Descurainia sophia","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","DIPU","Digitalis purpurea","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","TACA8","Elymus caput-medusae","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","ERCI6","Erodium cicutarium ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","VUMY","Festuca myuros","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","LOPE","Festuca perennis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","GEDI","Geranium dissectum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","HIIN3","Hirschfeldia incana ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","HOLA","Holcus lanatus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","HOMA2","Hordeum marinum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","HOMUL","Hordeum murinum ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","HYPE","Hypericum perforatum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","HYGL2","Hypochaeris glabra ","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","HYRA3","Hypochaeris radicata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","LYHY3","Lythrum hyssopifolium","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","MAVU","Marrubium vulgare","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","MEPO3","Medicago polymorpha","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","MEPU","Mentha pulegium","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","PHAQ","Phalaris aquatica","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","PLLA","Plantago lanceolata","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","POPR","Poa pratensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","POMO5","Polypogon monspeliensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","RASA2","Raphanus sativus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","RUAR9","Rubus armeniacus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","RUCR","Rumex crispus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","SPJU2","Spartium junceum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","TOAR","Torilis arvensis","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","TRHI4","Trifolium hirtum","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","VETH","Verbascum thapsus","CA-NW","state listed noxious weed added by request of FS"
"unedited","D17","TEAK","VIMA","Vinca major","CA-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","ACRE3","Acroptilon repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","AVFA","Avena fatua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","BRJUJ","Brassica juncea","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","CADR","Cardaria draba, C. pubescens, Lapidium latifolium","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","ACRE3","Acroptilon repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","CIAR4","Cirsium arvense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","ACRE3","Acroptilon repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","EGDE","Egeria densa","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","ELCA7","Elodea Canadensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","ELNU2","Elodea nuttallii","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","EUES","Euphorbia esula","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","GAPA2","Galensoga parviflora","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","GATE2","Galeopsis tetrahit","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","HIAU","Hieracium aurantiacum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","HYDRI","Hydrilla verticullata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","LAPU","Lactuca pulchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","LAECO","Lappula echinata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","LATAP","Latuca punchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","LIVU2","Linaria vulgaris","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","LYSA2","Lythrum salicaria","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","MYSI","Myriophyllum spicatum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","PLSP5","Plantago sp.","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","POAN","Poa annua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","POCO10","Polygonum convolvulus","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","RARA2","Raphanus raphanistrum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","ROAU","Rorippa austriaca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","SIAR4","Sinapis arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","SOCA3","Solanum carolinense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","SOAR2","Sonchus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","VICR","Vicia cracca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","ACRE3","Acroptilon repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","AVFA","Avena fatua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","BRJUJ","Brassica juncea","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","CADR","Cardaria draba, C. pubescens, Lapidium latifolium","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","COAR4","Convolvulus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","CIAR4","Cirsium arvense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","COAR4","Convolvulus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","EGDE","Egeria densa","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","ELCA7","Elodea Canadensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","ELNU2","Elodea nuttallii","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","EUES","Euphorbia esula","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","GAPA2","Galensoga parviflora","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","GATE2","Galeopsis tetrahit","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","HIAU","Hieracium aurantiacum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","HYDRI","Hydrilla verticullata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","LAPU","Lactuca pulchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","LAECO","Lappula echinata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","LATAP","Latuca punchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","LIVU2","Linaria vulgaris","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","LYSA2","Lythrum salicaria","AK-NW","state listed noxious weed added by request of FS"
