domainid,siteid,taxonid,scientificname,preferredstatus,source,notes,accept_addition(y/n),botanist_notes
D04,GUAN,PRPA4,Prosopis pallida,PR-NW,,,n,Common along the cosat in oppen grassy areas.
D04,GUAN,ROEX2,Rottboellia exaltata,PR-NW,,,n,No records of occurance near site
D04,GUAN,ROCO6,Rottboellia cochinchinensis,PR-NW,,,n,No records of occurance near site
D04,GUAN,SASP,Saccharum spontaneum,PR-NW,,,n,No records of occurance near site
D04,GUAN,SAAU,Salvinia auriculata,PR-NW,,,n,No records of occurance near site
D04,GUAN,SOTO4,Solanum torvum,PR-NW,,,n,In disturb areas a long the road
D04,GUAN,TRPR5,Tridax procumbens,PR-NW,,,n,In disturb areas a long the road
D04,LAJA,ALFL2,Alectra fluminensis,PR-NW,,,n,No records of occurance near site
D04,LAJA,ALSE4,Alternanthera sessilis,PR-NW,,,n,No records of occurance near site
D04,LAJA,COBE2,Commelina benghalensis,PR-NW,,,n,No records of occurance near site
D04,LAJA,EIAZ2,Eichhornia azurea,PR-NW,,,n,aquatic plant
D04,LAJA,IMBR,Imperata brasiliensis,PR-NW,,,n,No records of occurance near site
D04,LAJA,IPAQ,Ipomoea aquatica,PR-NW,,,n,aquatic plant
D04,LAJA,MEQU,Melaleuca quinquenervia,PR-NW,,,n,No records of occurance near site
D04,LAJA,MIMI5,Mikania micrantha,PR-NW,,,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,MIDI8,Mimosa diplotricha,PR-NW,,,n,No records of occurance near site
D04,LAJA,MIIN80,Mimosa invisa,PR-NW,,Mimosa pudica,y,"Native plant, present in the site but uncommon in the phenology loop"
D04,LAJA,MIPE2,Mimosa pellita,PR-NW,,Mimosa pigra,n,Present in 1 distributed base plot
D04,LAJA,MIPI,Mimosa pigra,PR-NW,,Mimosa pellita,n,Present in 1 distributed base plot
D04,LAJA,PEPO14,Pennisetum polystachion,PR-NW,,,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,PEPO4,Pennisetum polystachyon,PR-NW,,Cenchrus polystachios,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,PECL2,Pennisetum clandestinum,PR-NW,,,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,PRPA4,Prosopis pallida,PR-NW,,,n,No records of occurance near site
D04,LAJA,ROEX2,Rottboellia exaltata,PR-NW,,Rottboellia cochinchinensis,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,ROCO6,Rottboellia cochinchinensis,PR-NW,,Rottboellia exaltata,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,SASP,Saccharum spontaneum,PR-NW,,,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,SAAU,Salvinia auriculata,PR-NW,,,n,aquatic plant
D04,LAJA,SOTO4,Solanum torvum,PR-NW,,,n,"Could be present in the site, but not in the phenology loop"
D04,LAJA,TRPR5,Tridax procumbens,PR-NW,,,n,"Could be present in the site, but not in the phenology loop"
D05,STEI,ACPL,Acer platanoides,WI-NW,,,,No PHE done at this site
D05,STEI,ALPE4,Alliaria petiolata,WI-NW,,,,No PHE done at this site
D05,STEI,ARMI2,Arctium minus,WI-NW,,,,No PHE done at this site
D05,STEI,BETH,Berberis thunbergii,WI-NW,,,,No PHE done at this site
D05,STEI,BRIN2,Bromus inermis,WI-NW,,,,No PHE done at this site
D05,STEI,CARA,Campanula rapunculoides,WI-NW,,,,No PHE done at this site
D05,STEI,CEOR7,Celastrus orbiculatus,WI-NW,,,,No PHE done at this site
D05,STEI,CESTM,Centaurea maculosa,WI-NW,,,,No PHE done at this site
D05,STEI,COMA7,Convallaria majalis,WI-NW,,,,No PHE done at this site
D05,STEI,COAR4,Convolvulus arvensis,WI-NW,,,,No PHE done at this site
D05,STEI,SEVA4,Cornilla varia,WI-NW,,,,No PHE done at this site
D05,STEI,CRTE3,Crepis tectorum,WI-NW,,,,No PHE done at this site
D05,STEI,DACA6,Daucus carota,WI-NW,,,,No PHE done at this site
D05,STEI,DILA4,Dipsacus laciniatus,WI-NW,,,,No PHE done at this site
D05,STEI,DIFU2,Dipsacus sylvestris,WI-NW,,,,No PHE done at this site
D05,STEI,ELAN,Elaeagnus angustifolia,WI-NW,,,,No PHE done at this site
D05,STEI,ELUM,Elaeagnus umbellata,WI-NW,,,,No PHE done at this site
D05,STEI,ELRE4,Elytrigia repens,WI-NW,,,,No PHE done at this site
D05,STEI,EPHE,Epipactis helleborine,WI-NW,,,,No PHE done at this site
D05,STEI,EUCY2,Euphorbia cyparissias,WI-NW,,,,No PHE done at this site
D05,STEI,EUES,Euphorbia esula,WI-NW,,,,No PHE done at this site
D05,STEI,SCAR7,Festuca arundinacea,WI-NW,,,,No PHE done at this site
D05,STEI,GLHE2,Glechoma hederacea,WI-NW,,,,No PHE done at this site
D05,STEI,HEFU,Hemerocallis fulva,WI-NW,,,,No PHE done at this site
D05,STEI,HEMA3,Hesperis matronalis,WI-NW,,,,No PHE done at this site
D05,STEI,HICA10,Hieracium caespitosum,WI-NW,,,,No PHE done at this site
D05,STEI,HYPE,Hypericum perforatum,WI-NW,,,,No PHE done at this site
D05,STEI,IRPS,Iris pseudacorus,WI-NW,,,,No PHE done at this site
D05,STEI,LECA2,Leonurus cardiaca,WI-NW,,,,No PHE done at this site
D05,STEI,LOMA6,Lonicera maackii,WI-NW,,,,No PHE done at this site
D05,STEI,LOMO2,Lonicera morrowii,WI-NW,,,,No PHE done at this site
D05,STEI,LOTAL,Lonicera tatarica,WI-NW,,,,No PHE done at this site
D05,STEI,LOBE,Lonicera x bella,WI-NW,,,,No PHE done at this site
D05,STEI,LOCO6,Lotus corniculatus,WI-NW,,,,No PHE done at this site
D05,STEI,LYNU,Lysimachia nummularia,WI-NW,,,,No PHE done at this site
D05,STEI,LYSA2,Lythrum salicaria,WI-NW,,,,No PHE done at this site
D05,STEI,MEOF,Melilotus alba,WI-NW,,,,No PHE done at this site
D05,STEI,MEOF,Melilotus officinalis,WI-NW,,,,No PHE done at this site
D05,STEI,MOAL,Morus alba,WI-NW,,,,No PHE done at this site
D05,STEI,MYAR,Myosotis scorpioides,WI-NW,,,,No PHE done at this site
D05,STEI,MYSI,Myriophyllum spicatum,WI-NW,,,,No PHE done at this site
D05,STEI,PASA2,Pastinaca sativa,WI-NW,,,,No PHE done at this site
D05,STEI,PHAR3,Phalaris arundinacea (nn),WI-NW,,,,No PHE done at this site
D05,STEI,PHAU7,Phragmites australis (nn),WI-NW,,,,No PHE done at this site
D05,STEI,PISY,Pinus sylvestris,WI-NW,,,,No PHE done at this site
D05,STEI,POCO,Poa compressa,WI-NW,,,,No PHE done at this site
D05,STEI,POCU6,Polygonum cuspidatum,WI-NW,,,,No PHE done at this site
D05,STEI,POAL7,Populus alba,WI-NW,,,,No PHE done at this site
D05,STEI,POCR3,Potamogeton crispus,WI-NW,,,,No PHE done at this site
D05,STEI,RHCA3,Rhamnus cathartica,WI-NW,,,,No PHE done at this site
D05,STEI,FRAL4,Rhamnus frangula,WI-NW,,,,No PHE done at this site
D05,STEI,ROPS,Robinia pseudoacacia,WI-NW,,,,No PHE done at this site
D05,STEI,ROMU,Rosa multiflora,WI-NW,,,,No PHE done at this site
D05,STEI,SAOF4,Saponaria officinalis,WI-NW,,,,No PHE done at this site
D05,STEI,SODU,Solanum dulcamara,WI-NW,,,,No PHE done at this site
D05,STEI,TAVU,Tanacetum vulgare,WI-NW,,,,No PHE done at this site
D05,STEI,TRPR2,Trifolium pratense,WI-NW,,,,No PHE done at this site
D05,STEI,TRRE3,Trifolium repens,WI-NW,,,,No PHE done at this site
D05,STEI,TYAN,Typha angustifolia,WI-NW,,,,No PHE done at this site
D05,STEI,TYGL,Typha x glauca,WI-NW,,,,No PHE done at this site
D05,STEI,ULPU,Ulmus pumila,WI-NW,,,,No PHE done at this site
D05,STEI,VIMI2,Vinca minor,WI-NW,,,,No PHE done at this site
D05,TREE,ACPL,Acer platanoides,WI-NW,,,n,Never observed. Site not likely to have new cultivation escapes
D05,TREE,ALPE4,Alliaria petiolata,WI-NW,,,y,
D05,TREE,ARMI2,Arctium minus,WI-NW,,,y,
D05,TREE,BETH,Berberis thunbergii,WI-NW,,,y,
D05,TREE,BRIN2,Bromus inermis,WI-NW,,,y,
D05,TREE,CARA,Campanula rapunculoides,WI-NW,,,n,Never observed. Site not likely to have new cultivation escapes
D05,TREE,CEOR7,Celastrus orbiculatus,WI-NW,,,y,
D05,TREE,CESTM,Centaurea maculosa,WI-NW,,,y,
D05,TREE,CIAR4,Cirsium arvense,WI-NW,,,y,
D05,TREE,COMA7,Convallaria majalis,WI-NW,,,y,
D05,TREE,COAR4,Convolvulus arvensis,WI-NW,,,y,
D05,TREE,SEVA4,Cornilla varia,WI-NW,,,y,
D05,TREE,CRTE3,Crepis tectorum,WI-NW,,,y,
D05,TREE,DACA6,Daucus carota,WI-NW,,,y,
D05,TREE,DILA4,Dipsacus laciniatus,WI-NW,,,n,Range
D05,TREE,DIFU2,Dipsacus sylvestris,WI-NW,,,n,Range
D05,TREE,ELAN,Elaeagnus angustifolia,WI-NW,,,n,Does not range here
D05,TREE,ELUM,Elaeagnus umbellata,WI-NW,,,y,
D05,TREE,ELRE4,Elytrigia repens,WI-NW,,,y,
D05,TREE,EPHE,Epipactis helleborine,WI-NW,,,y,
D05,TREE,EUCY2,Euphorbia cyparissias,WI-NW,,,y,
D05,TREE,EUES,Euphorbia esula,WI-NW,,,y,
D05,TREE,SCAR7,Festuca arundinacea,WI-NW,,,y,
D05,TREE,GLHE2,Glechoma hederacea,WI-NW,,,y,
D05,TREE,HEFU,Hemerocallis fulva,WI-NW,,,n,Never observed. Site not likely to have new cultivation escapes
D05,TREE,HEMA3,Hesperis matronalis,WI-NW,,,y,
D05,TREE,HYPE,Hypericum perforatum,WI-NW,,,y,
D05,TREE,IRPS,Iris pseudacorus,WI-NW,,,n,Never observed. Site not likely to have new cultivation escapes
D05,TREE,LECA2,Leonurus cardiaca,WI-NW,,,y,
D05,TREE,LOMA6,Lonicera maackii,WI-NW,,,n,Range
D05,TREE,LOMO2,Lonicera morrowii,WI-NW,,,y,
D05,TREE,LOTAL,Lonicera tatarica,WI-NW,,,y,
D05,TREE,LOBE,Lonicera x bella,WI-NW,,,y,
D05,TREE,LOCO6,Lotus corniculatus,WI-NW,,,y,
D05,TREE,LYNU,Lysimachia nummularia,WI-NW,,,n,Range
D05,TREE,LYSA2,Lythrum salicaria,WI-NW,,,y,
D18,BARR,ACRE3,Acroptilon repens,AK-NW,,,y,
D18,BARR,ACRE3,Centaurea repens ,AK-NW,,,n,"kj changed accepted_addition, this is a synonym and the accepted name already flagged for addition"
D05,TREE,MOAL,Morus alba,WI-NW,,,y,
D05,TREE,MYAR,Myosotis scorpioides,WI-NW,,,y,
D05,TREE,MYSI,Myriophyllum spicatum,WI-NW,,,n,Aquatic plant
D05,TREE,PASA2,Pastinaca sativa,WI-NW,,,y,
D05,TREE,PHAR3,Phalaris arundinacea (nn),WI-NW,,,y,
D05,TREE,PHAU7,Phragmites australis (nn),WI-NW,,,y,
D05,TREE,PISY,Pinus sylvestris,WI-NW,,,y,
D05,TREE,POCO,Poa compressa,WI-NW,,,y,
D05,TREE,POCU6,Polygonum cuspidatum,WI-NW,,,y,
D05,TREE,POAL7,Populus alba,WI-NW,,,n,Unlikely to espcae
D05,TREE,POCR3,Potamogeton crispus,WI-NW,,,n,Aquatic plant
D05,TREE,RHCA3,Rhamnus cathartica,WI-NW,,,y,
D05,TREE,FRAL4,Rhamnus frangula,WI-NW,,,y,
D05,TREE,ROPS,Robinia pseudoacacia,WI-NW,,,n,Unlikely to escape
D05,TREE,ROMU,Rosa multiflora,WI-NW,,,y,
D05,TREE,RUAC3,Rumex acetosella,WI-NW,,,y,
D05,TREE,SAOF4,Saponaria officinalis,WI-NW,,,y,
D05,TREE,SODU,Solanum dulcamara,WI-NW,,,y,
D05,TREE,TAVU,Tanacetum vulgare,WI-NW,,,y,
D05,TREE,TRRE3,Trifolium repens,WI-NW,,,y,
D05,TREE,TYAN,Typha angustifolia,WI-NW,,,y,
D05,TREE,TYGL,Typha x glauca,WI-NW,,,y,
D05,TREE,ULPU,Ulmus pumila,WI-NW,,,y,
D05,TREE,VIMI2,Vinca minor,WI-NW,,,y,
D05,UNDE,ABTH,Abutilon theophrasti,MI-NW,,,n,Scare in Northern MI. Possible but not likely
D05,UNDE,ACRE3,Acroptilon repens,MI-NW,,,n,No nearby populations
D05,UNDE,AGRE2,Agropyron repens,MI-NW,,,y,
D05,UNDE,ALCA3,Allium canadense,MI-NW,,,n,Possible but not likely
D05,UNDE,ALVI,Allium vineale,MI-NW,,,n,No nearby populations. Wrong habitat
D05,UNDE,AVFA,Avena fatua,MI-NW,,,n,No nearby populations. Wrong habitat
D05,UNDE,BAVU,Barbarea vulgaris,MI-NW,,,y,
D05,UNDE,BEIN2,Berteroa incana,MI-NW,,,y,
D05,UNDE,BRJU,Brassica juncea,MI-NW,,,n,No nearby populations. Wrong habitat
D05,UNDE,BRNI,Brassica nigra,MI-NW,,,n,No nearby populations. Wrong habitat
D05,UNDE,CADR,Cardaria draba,MI-NW,,,n,No nearby populations
D05,UNDE,CAAC,Carduus acanthoides,MI-NW,,,y,
D05,UNDE,CANU4,Carduus nutans,MI-NW,,,y,
D05,UNDE,CESTM,Centaurea stoebe ssp. Micranthos,MI-NW,,,y,
D05,UNDE,CIAR4,Cirsium arvense,MI-NW,,,y,
D05,UNDE,CIVU,Cirsium vulgare,MI-NW,,,y,
D05,UNDE,COAR4,Convolvulus arvensis,MI-NW,,,y,
D05,UNDE,COSE14,Convolvulus sepium,MI-NW,,,y,
D05,UNDE,CUSCU,Cuscuta spp.,MI-NW,,,n,Range
D05,UNDE,CYES,Cyperus esculentus,MI-NW,,,y,
D05,UNDE,DAST,Datura stramonium,MI-NW,,,y,
D05,UNDE,DACA6,Daucus carota,MI-NW,,,y,
D05,UNDE,EUES,Euphorbia esula,MI-NW,,,y,
D05,UNDE,IPOMO,Ipomoea spp.,MI-NW,,,n,Range
D05,UNDE,NATR3,Nasella trichotoma,MI-NW,,,n,Range
D05,UNDE,PLLA,Plantago lanceolata,MI-NW,,,y,
D05,UNDE,RARA2,Raphanus raphanistrum,MI-NW,,,y,
D05,UNDE,RUCR,Rumex crispus,MI-NW,,,y,
D05,UNDE,SEFA,Seteria faberi,MI-NW,,,y,
D05,UNDE,SIAR4,Sinapis arvensis ,MI-NW,,,y,
D05,UNDE,SOCA3,Solanum carolinense,MI-NW,,,n,No nearby populations
D05,UNDE,SODU,Solanum dulcamara,MI-NW,,,y,
D05,UNDE,SOEL,Solanum elaeagnifolium,MI-NW,,,n,Range
D05,UNDE,SONI,Solanum nigrum,MI-NW,,,n,Range
D05,UNDE,SOPT7,Solanum ptycanthum,MI-NW,,,y,
D05,UNDE,SOSA9,Solanum sarrachoides,MI-NW,,,n,Range
D05,UNDE,SOAR2,Sonchus arvensis,MI-NW,,,y,
D05,UNDE,SOHA,Sorghum halepense,MI-NW,,,n,Range
D05,UNDE,TRTE,Tribulus terrestris,MI-NW,,,n,Range
D05,UNDE,XAST,Xanthium strumarium,MI-NW,,,y,
D06,KONA,ACRE3,Acroptilon repens,KS-NW,,,,
D06,KONA,BETH,Berberis thunbergii,KS-NW,,,,
D06,KONA,BOBL,Bothriochloa bladhii,KS-NW,,,,
D06,KONA,BOISS,Bothriochloa ischaemum var. songarica,KS-NW,,,,
D06,KONA,BRIN2,Bromus inermis,KS-NW,,,,
D06,KONA,BRJA,Bromus japonicus,KS-NW,,,,
D06,KONA,BRTE,Bromus tectorum,KS-NW,,,,
D06,KONA,CACH42,Cardaria chalepensis,KS-NW,,,,
D06,KONA,CANU4,Carduus nutans,KS-NW,,,,
D06,KONA,CESO3,Centaurea solstitialis,KS-NW,,,,
D06,KONA,CIAR4,Cirsium arvense,KS-NW,,,,
D06,KONA,CIVU,Cirsium vulgare,KS-NW,,,,
D06,KONA,COAR4,Convolvulus arvensis,KS-NW,,,,
D06,KONA,DILA3,Digitalis lanata,KS-NW,,,,
D06,KONA,DIFU2,Dipsacus fullonum,KS-NW,,,,
D06,KONA,DILA4,Dipsacus laciniatus,KS-NW,,,,
D06,KONA,ELAN,Elaeagnus angustifolia,KS-NW,,,,
D06,KONA,ELUM,Elaeagnus umbellata,KS-NW,,,,
D06,KONA,ELRE4,Elymus repens,KS-NW,,,,
D06,KONA,EUAL13,Euonymus alatus,KS-NW,,,,
D06,KONA,EUFO5,Euonymus fortunei,KS-NW,,,,
D06,KONA,EUVI7,Euphorbia virgata,KS-NW,,,,
D06,KONA,HYVE3,Hydrilla verticillata,KS-NW,,,,
D06,KONA,LECU,Lespedeza cuneata,KS-NW,,,,
D06,KONA,LOJA,Lonicera japonica,KS-NW,,,,
D06,KONA,LOMA6,Lonicera maackii,KS-NW,,,,
D06,KONA,LOTA,Lonicera tatarica,KS-NW,,,,
D06,KONA,LYSA2,Lythrum salicaria,KS-NW,,,,
D06,KONA,MYSP2,Myriophyllum spicatum,KS-NW,,,,
D06,KONA,PHAR3,Phalaris arundinacea,KS-NW,,,,
D06,KONA,PHAU7,Phragmites australis,KS-NW,,,,
D06,KONA,POCU6,Polygonum cuspidatum,KS-NW,,,,
D06,KONA,POCR3,Potamogeton crispus ,KS-NW,,,,
D06,KONA,PUMOL,Pueraria montana var. lobata,KS-NW,,,,
D06,KONA,PYCA80,Pyrus calleryana,KS-NW,,,,
D06,KONA,RHCA3,Rhamnus cathartica,KS-NW,,,,
D06,KONA,SCAR7,Schedonorus arundinaceus,KS-NW,,,,
D06,KONA,SCPR4,Schedonorus pratensis,KS-NW,,,,
D06,KONA,SEVA4,Securigera varia,KS-NW,,,,
D06,KONA,SOHA,Sorghum halepense,KS-NW,,,,
D06,KONA,TAPA4,Tamarix parviflora,KS-NW,,,,
D06,KONA,TARA,Tamarix ramosissima,KS-NW,,,,
D06,KONZ,ACRE3,Acroptilon repens,KS-NW,,,,
D06,KONZ,BETH,Berberis thunbergii,KS-NW,,,,
D06,KONZ,BOBL,Bothriochloa bladhii,KS-NW,,,,
D06,KONZ,BOISS,Bothriochloa ischaemum var. songarica,KS-NW,,,,
D06,KONZ,BRIN2,Bromus inermis,KS-NW,,,,
D06,KONZ,BRJA,Bromus japonicus,KS-NW,,,,
D06,KONZ,BRTE,Bromus tectorum,KS-NW,,,,
D06,KONZ,CACH42,Cardaria chalepensis,KS-NW,,,,
D06,KONZ,CANU4,Carduus nutans,KS-NW,,,,
D06,KONZ,CESO3,Centaurea solstitialis,KS-NW,,,,
D06,KONZ,CIAR4,Cirsium arvense,KS-NW,,,,
D06,KONZ,CIVU,Cirsium vulgare,KS-NW,,,,
D06,KONZ,COAR4,Convolvulus arvensis,KS-NW,,,,
D06,KONZ,DILA3,Digitalis lanata,KS-NW,,,,
D06,KONZ,DIFU2,Dipsacus fullonum,KS-NW,,,,
D06,KONZ,DILA4,Dipsacus laciniatus,KS-NW,,,,
D06,KONZ,ELAN,Elaeagnus angustifolia,KS-NW,,,,
D06,KONZ,ELUM,Elaeagnus umbellata,KS-NW,,,,
D06,KONZ,ELRE4,Elymus repens,KS-NW,,,,
D06,KONZ,EUAL13,Euonymus alatus,KS-NW,,,,
D06,KONZ,EUFO5,Euonymus fortunei,KS-NW,,,,
D06,KONZ,EUVI7,Euphorbia virgata,KS-NW,,,,
D06,KONZ,HYVE3,Hydrilla verticillata,KS-NW,,,,
D06,KONZ,LECU,Lespedeza cuneata,KS-NW,,,,
D06,KONZ,LOJA,Lonicera japonica,KS-NW,,,,
D06,KONZ,LOMA6,Lonicera maackii,KS-NW,,,,
D06,KONZ,LOTA,Lonicera tatarica,KS-NW,,,,
D06,KONZ,LYSA2,Lythrum salicaria,KS-NW,,,,
D06,KONZ,MYSP2,Myriophyllum spicatum,KS-NW,,,,
D06,KONZ,PHAR3,Phalaris arundinacea,KS-NW,,,,
D06,KONZ,PHAU7,Phragmites australis,KS-NW,,,,
D06,KONZ,POCU6,Polygonum cuspidatum,KS-NW,,,,
D06,KONZ,POCR3,Potamogeton crispus ,KS-NW,,,,
D06,KONZ,PUMOL,Pueraria montana var. lobata,KS-NW,,,,
D06,KONZ,PYCA80,Pyrus calleryana,KS-NW,,,,
D06,KONZ,RHCA3,Rhamnus cathartica,KS-NW,,,,
D06,KONZ,SCAR7,Schedonorus arundinaceus,KS-NW,,,,
D06,KONZ,SCPR4,Schedonorus pratensis,KS-NW,,,,
D06,KONZ,SEVA4,Securigera varia,KS-NW,,,,
D06,KONZ,SOHA,Sorghum halepense,KS-NW,,,,
D06,KONZ,TAPA4,Tamarix parviflora,KS-NW,,,,
D06,KONZ,TARA,Tamarix ramosissima,KS-NW,,,,
D06,UKFS,ACRE3,Acroptilon repens,KS-NW,,,,
D06,UKFS,BETH,Berberis thunbergii,KS-NW,,,,
D06,UKFS,BOBL,Bothriochloa bladhii,KS-NW,,,,
D06,UKFS,BOISS,Bothriochloa ischaemum var. songarica,KS-NW,,,,
D06,UKFS,BRIN2,Bromus inermis,KS-NW,,,,
D06,UKFS,BRJA,Bromus japonicus,KS-NW,,,,
D06,UKFS,BRTE,Bromus tectorum,KS-NW,,,,
D06,UKFS,CACH42,Cardaria chalepensis,KS-NW,,,,
D06,UKFS,CANU4,Carduus nutans,KS-NW,,,,
D06,UKFS,CESO3,Centaurea solstitialis,KS-NW,,,,
D06,UKFS,CIAR4,Cirsium arvense,KS-NW,,,,
D06,UKFS,CIVU,Cirsium vulgare,KS-NW,,,,
D06,UKFS,COAR4,Convolvulus arvensis,KS-NW,,,,
D06,UKFS,DILA3,Digitalis lanata,KS-NW,,,,
D06,UKFS,DIFU2,Dipsacus fullonum,KS-NW,,,,
D06,UKFS,DILA4,Dipsacus laciniatus,KS-NW,,,,
D06,UKFS,ELAN,Elaeagnus angustifolia,KS-NW,,,,
D06,UKFS,ELUM,Elaeagnus umbellata,KS-NW,,,,
D06,UKFS,ELRE4,Elymus repens,KS-NW,,,,
D06,UKFS,EUAL13,Euonymus alatus,KS-NW,,,,
D06,UKFS,EUFO5,Euonymus fortunei,KS-NW,,,,
D06,UKFS,EUVI7,Euphorbia virgata,KS-NW,,,,
D06,UKFS,HYVE3,Hydrilla verticillata,KS-NW,,,,
D06,UKFS,LECU,Lespedeza cuneata,KS-NW,,,,
D06,UKFS,LOJA,Lonicera japonica,KS-NW,,,,
D06,UKFS,LOMA6,Lonicera maackii,KS-NW,,,,
D06,UKFS,LOTA,Lonicera tatarica,KS-NW,,,,
D06,UKFS,LYSA2,Lythrum salicaria,KS-NW,,,,
D06,UKFS,MYSP2,Myriophyllum spicatum,KS-NW,,,,
D06,UKFS,PHAR3,Phalaris arundinacea,KS-NW,,,,
D06,UKFS,PHAU7,Phragmites australis,KS-NW,,,,
D06,UKFS,POCU6,Polygonum cuspidatum,KS-NW,,,,
D06,UKFS,POCR3,Potamogeton crispus ,KS-NW,,,,
D06,UKFS,PUMOL,Pueraria montana var. lobata,KS-NW,,,,
D06,UKFS,PYCA80,Pyrus calleryana,KS-NW,,,,
D06,UKFS,RHCA3,Rhamnus cathartica,KS-NW,,,,
D06,UKFS,SCAR7,Schedonorus arundinaceus,KS-NW,,,,
D06,UKFS,SCPR4,Schedonorus pratensis,KS-NW,,,,
D06,UKFS,SEVA4,Securigera varia,KS-NW,,,,
D06,UKFS,SOHA,Sorghum halepense,KS-NW,,,,
D06,UKFS,TAPA4,Tamarix parviflora,KS-NW,,,,
D06,UKFS,TARA,Tamarix ramosissima,KS-NW,,,,
D07,GRSM,ACRE3,Acroptilon repens,TN-NW,,,n,No records of occurance near site
D07,GRSM,AIAL,Ailanthus altissima,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,AKQU,Akebia quinata,TN-NW,,,n,No records of occurance near site
D07,GRSM,ALJU,Albizia julibrissin,TN-NW,,,y,Occurs on site
D07,GRSM,ALPE4,Alliaria petiolata,TN-NW,,,y,Likely occurs near site
D07,GRSM,ALPH,Alternanthera philoxeroides,TN-NW,,,n,No records of occurance near site
D07,GRSM,AMBR7,Ampelopsis glandulosa,TN-NW,,Syn.,n,No records of occurance near site
D07,GRSM,ARHI3,Arthraxon hispidus,TN-NW,,,y,Likely occurs near site
D07,GRSM,ARDO4,Arundo donax,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,BRIN2,Bromus inermis,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,BUDA2,Buddleja davidii,TN-NW,,,y,Likely occurs near site
D07,GRSM,CEOR7,Celastrus orbiculatus,TN-NW,,,y,Likely occurs near site
D07,GRSM,CESO3,Centaurea stoebe,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,CLTE4,Clematis terniflora,TN-NW,,,y,Likely occurs near site
D07,GRSM,DIOP,Dioscorea polystachya,TN-NW,,Syn. Not in USDA,n,Possible but no observations in or around site
D07,GRSM,ELUM,Elaeagnus umbellata,TN-NW,,,y,Likely occurs near site
D07,GRSM,EUAL13,Euonymus alatus,TN-NW,,,y,Likely occurs near site
D07,GRSM,EUFO5,Euonymus hederaceus,TN-NW,,Syn. Not in USDA,n,Possible but no observations in or around site
D07,GRSM,FISI2,Firmiana simplex,TN-NW,,Updated NW Sp. Based on USDA,n,Possible but no observations in or around site
D07,GRSM,HEMA17,Heracleum mantegazzianum,TN-NW,,,n,No records of occurance near site
D07,GRSM,HUJA,Humulus japonicus,TN-NW,,,n,No records of occurance near site
D07,GRSM,HYVE3,Hydrilla verticillata,TN-NW,,,n,No records of occurance near site
D07,GRSM,IMCY,Imperata cylindrica,TN-NW,,,n,No records of occurance near site
D07,GRSM,LEBI2,Lespedeza bicolor,TN-NW,,,y,Likely occurs near site
D07,GRSM,LECU,Lespedeza cuneata,TN-NW,,,y,Occurs on site
D07,GRSM,LISI,Ligustrum sinense,TN-NW,,,y,Occurs on site
D07,GRSM,LISP10,Liriope spicata,TN-NW,,,n,No records of occurance near site
D07,GRSM,LOMA6,Lonicera maackii,TN-NW,,,y,Likely occurs near site
D07,GRSM,LYJA,Lygodium japonicum,TN-NW,,,n,No records of occurance near site
D07,GRSM,LYSA2,Lythrum salicaria,TN-NW,,,n,No records of occurance near site
D07,GRSM,MABE2,Mahonia bealei,TN-NW,,,n,No records of occurance near site
D07,GRSM,MEAZ,Melia azedarach,TN-NW,,,n,No records of occurance near site
D07,GRSM,MISI,Miscanthus sinensis,TN-NW,,,y,Likely occurs near site
D07,GRSM,MUKE,Murdannia keisak,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,MYAQ2,Myriophyllum aquaticum,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,MYSP2,Myriophyllum spicatum,TN-NW,,,n,No records of occurance near site
D07,GRSM,NADO,Nandina domestica,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,PATO2,Paulownia tomentosa,TN-NW,,,y,Likely occurs near site
D07,GRSM,PEFR4,Perilla frutescens,TN-NW,,,y,Likely occurs near site
D07,GRSM,POPE10,Persicaria perfoliata,TN-NW,,In USDA as Polygonum perfoliatum,n,Possible but no observations in or around site
D07,GRSM,PHAU7,Phragmites australis,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,PHAU8,Phyllostachys aurea,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,POCU6,Polygonum cuspidatum,TN-NW,,Fallopia japonica,y,Likely occurs near site
D07,GRSM,PUMO,Pueraria montana,TN-NW,,,y,Likely occurs near site
D07,GRSM,PYCA80,Pyrus calleryana,TN-NW,,,y,Likely occurs near site
D07,GRSM,RAFI,Ranunculus ficaria,TN-NW,,,n,Possible but no observations in or around site
D07,GRSM,RHCA3,Rhamnus cathartica,TN-NW,,,n,Possible but no observations in or around site
