domainID,siteID,plotID,plotType,date,eventID,eventType,dataCollected,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaOther
D05,UNDE,UNDE_008,distributed,2020-10-26,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,UNDE,UNDE_010,distributed,2020-10-13,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,UNDE,UNDE_011,distributed,2020-10-14,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,UNDE,UNDE_012,distributed,2020-10-20,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D05,UNDE,UNDE_013,distributed,2020-10-27,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D05,UNDE,UNDE_037,tower,2020-09-13,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,100
D05,UNDE,UNDE_038,tower,2020-09-23,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,10
D05,UNDE,UNDE_043,tower,2020-09-28,vst_UNDE_2020,towerSubset,allGrowthForms,25,noneSelected,25
D05,UNDE,UNDE_044,tower,2020-10-01,vst_UNDE_2020,towerSubset,allGrowthForms,25,noneSelected,10
D05,UNDE,UNDE_045,tower,2018-08-10,vst_UNDE_2018,NA,NA,25,noneSelected,25
D05,UNDE,UNDE_047,tower,2018-08-10,vst_UNDE_2018,NA,NA,25,noneSelected,10
D05,UNDE,UNDE_048,tower,2018-08-13,vst_UNDE_2018,NA,NA,25,noneSelected,25
D05,UNDE,UNDE_049,tower,2018-08-13,vst_UNDE_2018,NA,NA,25,noneSelected,10
D05,UNDE,UNDE_050,tower,2018-08-13,vst_UNDE_2018,NA,NA,25,noneSelected,25
D05,UNDE,UNDE_052,tower,2018-09-27,vst_UNDE_2018,NA,NA,25,noneSelected,10
D05,UNDE,UNDE_054,tower,2018-08-09,vst_UNDE_2017,NA,NA,10,noneSelected,25
D05,UNDE,UNDE_055,tower,2018-08-13,vst_UNDE_2018,NA,NA,25,noneSelected,10
D05,UNDE,UNDE_056,tower,2018-08-13,vst_UNDE_2018,NA,NA,25,noneSelected,100
D05,UNDE,UNDE_057,tower,2018-08-09,vst_UNDE_2017,NA,NA,100,noneSelected,10
D05,UNDE,UNDE_058,tower,2018-08-10,vst_UNDE_2018,NA,NA,25,noneSelected,25
D05,UNDE,UNDE_059,tower,2018-08-13,vst_UNDE_2018,NA,NA,100,noneSelected,3
D05,UNDE,UNDE_060,tower,2018-08-13,vst_UNDE_2018,NA,NA,10,noneSelected,25
D05,UNDE,UNDE_061,tower,2018-08-10,vst_UNDE_2018,NA,NA,10,noneSelected,25
D05,UNDE,UNDE_065,tower,2020-09-21,vst_UNDE_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,100
D05,UNDE,UNDE_078,tower,2018-08-10,vst_UNDE_2018,NA,NA,10,noneSelected,100
D06,KONZ,KONZ_003,distributed,2018-01-25,vst_KONZ_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_024,distributed,2018-01-10,vst_KONZ_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_025,distributed,2018-01-09,vst_KONZ_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_042,tower,2020-11-17,vst_KONZ_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_043,tower,2020-11-12,vst_KONZ_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_044,tower,2020-11-12,vst_KONZ_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_045,tower,2020-11-24,vst_KONZ_2020,towerSubset,allGrowthForms,25,noneSelected,noneSelected
D06,KONZ,KONZ_046,tower,2020-10-09,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,NA
D06,KONZ,KONZ_047,tower,2019-12-05,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_048,tower,2019-12-31,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_049,tower,2020-01-09,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_050,tower,2019-11-19,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_051,tower,2020-01-01,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_052,tower,2019-12-05,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_053,tower,2019-11-19,vst_KONZ_2019,NA,NA,10,noneSelected,noneSelected
D06,KONZ,KONZ_054,tower,2019-12-04,vst_KONZ_2019,NA,NA,25,noneSelected,noneSelected
D06,KONZ,KONZ_055,tower,2019-11-19,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_056,tower,2019-12-04,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_057,tower,2019-12-05,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_058,tower,2019-11-07,vst_KONZ_2019,NA,NA,10,noneSelected,noneSelected
D06,KONZ,KONZ_059,tower,2018-10-16,vst_KONZ_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_060,tower,2019-12-31,vst_KONZ_2019,NA,NA,10,noneSelected,noneSelected
D06,KONZ,KONZ_061,tower,2019-11-21,vst_KONZ_2019,NA,NA,10,noneSelected,noneSelected
D06,KONZ,KONZ_062,tower,2020-01-06,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_063,tower,2020-01-09,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_064,tower,2019-11-19,vst_KONZ_2019,NA,NA,10,noneSelected,noneSelected
D06,KONZ,KONZ_065,tower,2019-12-04,vst_KONZ_2019,NA,NA,10,noneSelected,noneSelected
D06,KONZ,KONZ_066,tower,2019-12-05,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_067,tower,2020-01-09,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_068,tower,2020-01-01,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_069,tower,2020-01-06,vst_KONZ_2019,NA,NA,10,noneSelected,noneSelected
D06,KONZ,KONZ_070,tower,2019-12-04,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,KONZ,KONZ_071,tower,2019-12-05,vst_KONZ_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_001,distributed,2018-08-28,vst_UKFS_2018,NA,NA,3,noneSelected,noneSelected
D06,UKFS,UKFS_002,distributed,2018-08-27,vst_UKFS_2018,NA,NA,25,25,noneSelected
D06,UKFS,UKFS_003,distributed,2018-08-28,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_004,distributed,2018-08-21,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_005,distributed,2018-08-20,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_006,distributed,2018-08-22,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_007,distributed,2018-08-16,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_008,distributed,2018-08-29,vst_UKFS_2016,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_009,distributed,2018-08-22,vst_UKFS_2018,NA,NA,NA,NA,NA
D06,UKFS,UKFS_010,distributed,2018-08-27,vst_UKFS_2018,NA,NA,3,noneSelected,noneSelected
D06,UKFS,UKFS_011,distributed,2018-08-29,vst_UKFS_2018,NA,NA,3,noneSelected,noneSelected
D06,UKFS,UKFS_012,distributed,2018-08-23,vst_UKFS_2018,NA,NA,3,noneSelected,noneSelected
D06,UKFS,UKFS_013,distributed,2018-09-19,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_014,distributed,2018-09-18,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_015,distributed,2018-09-18,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_016,distributed,2018-09-12,vst_UKFS_2018,NA,NA,3,noneSelected,noneSelected
D06,UKFS,UKFS_017,distributed,2018-08-30,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_018,distributed,2018-09-18,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_019,distributed,2018-09-12,vst_UKFS_2018,NA,NA,25,100,noneSelected
D06,UKFS,UKFS_025,distributed,2018-09-21,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_031,tower,2020-11-03,vst_UKFS_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_032,tower,2019-11-13,vst_UKFS_2019,NA,NA,100,noneSelected,noneSelected
D06,UKFS,UKFS_043,tower,2020-11-20,vst_UKFS_2020,towerSubset,allGrowthForms,100,noneSelected,noneSelected
D06,UKFS,UKFS_044,tower,2019-11-14,vst_UKFS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_045,tower,2019-11-14,vst_UKFS_2019,NA,NA,100,noneSelected,noneSelected
D06,UKFS,UKFS_046,tower,2018-09-26,vst_UKFS_2018,NA,NA,100,noneSelected,noneSelected
D06,UKFS,UKFS_047,tower,2018-09-25,vst_UKFS_2018,NA,NA,100,noneSelected,noneSelected
D06,UKFS,UKFS_048,tower,2018-09-25,vst_UKFS_2018,NA,NA,100,noneSelected,noneSelected
D06,UKFS,UKFS_049,tower,2018-10-02,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_050,tower,2018-10-09,vst_UKFS_2018,NA,NA,100,100,noneSelected
D06,UKFS,UKFS_051,tower,2018-10-25,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_052,tower,2018-10-11,vst_UKFS_2018,NA,NA,25,25,noneSelected
D06,UKFS,UKFS_053,tower,2018-10-10,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_054,tower,2018-10-24,vst_UKFS_2018,NA,NA,100,noneSelected,noneSelected
D06,UKFS,UKFS_055,tower,2018-11-13,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_056,tower,2018-11-14,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_057,tower,2018-11-07,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_058,tower,2018-10-22,vst_UKFS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D06,UKFS,UKFS_059,tower,2018-12-03,vst_UKFS_2018,NA,NA,25,noneSelected,noneSelected
D06,UKFS,UKFS_060,tower,2018-10-22,vst_UKFS_2018,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_001,distributed,2016-10-18,vst_GRSM_2016,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_002,distributed,2016-10-11,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_003,distributed,2016-10-19,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_004,distributed,2016-10-18,vst_GRSM_2016,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_005,distributed,2016-10-25,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_006,distributed,2016-10-20,vst_GRSM_2016,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_007,distributed,2016-10-26,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_008,distributed,2016-10-19,vst_GRSM_2016,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_009,distributed,2016-10-26,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_010,distributed,2016-10-24,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_011,distributed,2016-10-25,vst_GRSM_2016,NA,NA,noneSelected,noneSelected,noneSelected
D07,GRSM,GRSM_012,distributed,2016-10-19,vst_GRSM_2016,NA,NA,noneSelected,noneSelected,noneSelected
D07,GRSM,GRSM_013,distributed,2016-10-20,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_014,distributed,2016-10-24,vst_GRSM_2016,NA,NA,noneSelected,noneSelected,noneSelected
D07,GRSM,GRSM_015,distributed,2016-10-24,vst_GRSM_2016,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_016,distributed,2016-10-17,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_017,distributed,2016-10-18,vst_GRSM_2016,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_018,distributed,2016-10-31,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_019,distributed,2016-10-20,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_025,distributed,2016-10-17,vst_GRSM_2016,NA,NA,10,noneSelected,noneSelected
D07,GRSM,GRSM_047,tower,2021-03-10,vst_GRSM_2020,towerSubset,allGrowthForms,25,noneSelected,noneSelected
D07,GRSM,GRSM_048,tower,2020-11-12,vst_GRSM_2020,towerSubset,allGrowthForms,100,noneSelected,noneSelected
D07,GRSM,GRSM_049,tower,2021-03-19,vst_GRSM_2020,towerSubset,allGrowthForms,25,noneSelected,noneSelected
D07,GRSM,GRSM_050,tower,2021-04-08,vst_GRSM_2020,towerSubset,allGrowthForms,100,noneSelected,noneSelected
D07,GRSM,GRSM_051,tower,2021-03-09,vst_GRSM_2020,towerSubset,allGrowthForms,10,noneSelected,noneSelected
D07,GRSM,GRSM_052,tower,2019-11-14,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_053,tower,2019-12-02,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_054,tower,2019-11-13,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_055,tower,2019-11-19,vst_GRSM_2019,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_056,tower,2020-01-09,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_057,tower,2019-11-18,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_058,tower,2020-01-06,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_059,tower,2020-01-16,vst_GRSM_2019,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_060,tower,2019-11-21,vst_GRSM_2019,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_061,tower,2020-01-21,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_062,tower,2020-01-17,vst_GRSM_2019,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_063,tower,2019-12-05,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_064,tower,2019-11-13,vst_GRSM_2019,NA,NA,100,noneSelected,noneSelected
D07,GRSM,GRSM_065,tower,2019-11-12,vst_GRSM_2019,NA,NA,25,noneSelected,noneSelected
D07,GRSM,GRSM_066,tower,2019-11-12,vst_GRSM_2019,NA,NA,25,noneSelected,noneSelected
D07,MLBS,MLBS_001,distributed,2019-10-15,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_002,distributed,2019-10-08,vst_MLBS_2019,NA,NA,25,noneSelected,noneSelected
D07,MLBS,MLBS_003,distributed,2019-10-21,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_004,distributed,2019-10-17,vst_MLBS_2019,NA,NA,10,noneSelected,noneSelected
D07,MLBS,MLBS_005,distributed,2019-10-15,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_006,distributed,2019-10-23,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_007,distributed,2019-11-05,vst_MLBS_2019,NA,NA,10,noneSelected,noneSelected
D07,MLBS,MLBS_008,distributed,2019-10-16,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_009,distributed,2019-10-07,vst_MLBS_2019,NA,NA,25,noneSelected,noneSelected
D07,MLBS,MLBS_010,distributed,2019-11-06,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_011,distributed,2019-10-09,vst_MLBS_2019,NA,NA,25,noneSelected,noneSelected
D07,MLBS,MLBS_012,distributed,2019-10-09,vst_MLBS_2019,NA,NA,10,noneSelected,noneSelected
D07,MLBS,MLBS_013,distributed,2019-10-23,vst_MLBS_2019,NA,NA,10,noneSelected,noneSelected
D07,MLBS,MLBS_014,distributed,2019-10-24,vst_MLBS_2019,NA,NA,3,noneSelected,noneSelected
D07,MLBS,MLBS_015,distributed,2019-11-05,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_016,distributed,2019-10-22,vst_MLBS_2019,NA,NA,25,noneSelected,noneSelected
D07,MLBS,MLBS_017,distributed,2019-10-10,vst_MLBS_2019,NA,NA,10,noneSelected,noneSelected
D07,MLBS,MLBS_018,distributed,2019-10-17,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_019,distributed,2019-10-22,vst_MLBS_2019,NA,NA,25,noneSelected,noneSelected
D07,MLBS,MLBS_020,distributed,2019-10-23,vst_MLBS_2019,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_061,tower,2021-03-31,vst_MLBS_2020,towerSubset,allGrowthForms,100,noneSelected,3
D07,MLBS,MLBS_062,tower,2021-03-30,vst_MLBS_2020,towerSubset,allGrowthForms,100,noneSelected,noneSelected
D07,MLBS,MLBS_063,tower,2021-03-29,vst_MLBS_2020,towerSubset,allGrowthForms,100,noneSelected,100
D07,MLBS,MLBS_064,tower,2021-03-30,vst_MLBS_2020,towerSubset,allGrowthForms,100,noneSelected,100
D07,MLBS,MLBS_065,tower,2021-04-01,vst_MLBS_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,1
D07,MLBS,MLBS_066,tower,2018-10-31,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,1
D07,MLBS,MLBS_067,tower,2018-10-30,vst_MLBS_2018,NA,NA,100,noneSelected,1
D07,MLBS,MLBS_068,tower,2018-10-25,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,noneSelected
D07,MLBS,MLBS_069,tower,2018-11-01,vst_MLBS_2018,NA,NA,100,noneSelected,25
D07,MLBS,MLBS_070,tower,2018-10-24,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,1
D07,MLBS,MLBS_071,tower,2018-10-31,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,1
D07,MLBS,MLBS_072,tower,2018-10-22,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,1
D07,MLBS,MLBS_073,tower,2018-10-31,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,3
D07,MLBS,MLBS_074,tower,2018-11-01,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,25
D07,MLBS,MLBS_075,tower,2018-11-01,vst_MLBS_2018,NA,NA,100,noneSelected,25
D07,MLBS,MLBS_076,tower,2018-10-24,vst_MLBS_2018,NA,NA,noneSelected,noneSelected,3
D07,ORNL,ORNL_001,distributed,2021-02-10,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D07,ORNL,ORNL_002,distributed,2021-02-17,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_003,distributed,2021-02-15,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_004,distributed,2021-02-24,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_006,distributed,2021-02-25,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D07,ORNL,ORNL_007,distributed,2021-03-01,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D07,ORNL,ORNL_008,distributed,2021-02-24,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D07,ORNL,ORNL_009,distributed,2021-03-04,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_010,distributed,2021-03-03,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,10,noneSelected,noneSelected
D07,ORNL,ORNL_012,distributed,2017-11-09,vst_ORNL_2017,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_014,distributed,2017-12-06,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_015,distributed,2020-06-08,vst_ORNL_2020,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_017,distributed,2020-06-03,vst_ORNL_2020,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_018,distributed,2020-06-05,vst_ORNL_2020,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_019,distributed,2020-06-04,vst_ORNL_2020,NA,NA,10,noneSelected,noneSelected
D07,ORNL,ORNL_021,distributed,2018-01-24,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_027,distributed,2021-02-24,vst_ORNL_2020,distributedAndTowerSubset,allGrowthForms,25,noneSelected,noneSelected
D07,ORNL,ORNL_029,distributed,2017-11-14,vst_ORNL_2017,NA,NA,10,noneSelected,noneSelected
D07,ORNL,ORNL_031,distributed,2018-01-23,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_032,distributed,2017-11-16,vst_ORNL_2017,NA,NA,10,noneSelected,noneSelected
D07,ORNL,ORNL_033,distributed,2017-12-11,vst_ORNL_2017,NA,NA,25,25,noneSelected
D07,ORNL,ORNL_035,distributed,2017-12-07,vst_ORNL_2017,NA,NA,10,noneSelected,noneSelected
D07,ORNL,ORNL_036,tower,2020-12-03,vst_ORNL_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_037,tower,2020-12-11,vst_ORNL_2020,towerSubset,allGrowthForms,100,noneSelected,noneSelected
D07,ORNL,ORNL_043,tower,2020-12-08,vst_ORNL_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_044,distributed,2018-01-23,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_045,tower,2020-12-01,vst_ORNL_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_046,tower,2020-12-07,vst_ORNL_2020,towerSubset,allGrowthForms,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_049,tower,2018-01-09,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_050,tower,2017-12-14,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_051,tower,2018-01-03,vst_ORNL_2017,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_052,tower,2018-01-15,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_053,tower,2017-12-21,vst_ORNL_2017,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_054,tower,2017-12-14,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_055,tower,2018-01-10,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_056,tower,2018-01-10,vst_ORNL_2017,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_057,tower,2018-01-19,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_058,tower,2018-01-19,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_059,tower,2017-12-18,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_060,tower,2018-01-03,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_061,tower,2017-12-15,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_062,tower,2018-01-15,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_063,tower,2018-01-09,vst_ORNL_2017,NA,NA,100,noneSelected,noneSelected
D07,ORNL,ORNL_066,distributed,2018-01-24,vst_ORNL_2017,NA,NA,noneSelected,noneSelected,noneSelected
D07,ORNL,ORNL_067,distributed,2020-06-08,vst_ORNL_2020,NA,NA,25,noneSelected,noneSelected
D07,ORNL,ORNL_068,distributed,2020-06-03,vst_ORNL_2020,NA,NA,25,noneSelected,noneSelected
D08,DELA,DELA_001,distributed,2019-10-22,vst_DELA_2019,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_002,distributed,2019-10-23,vst_DELA_2019,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_003,distributed,2019-11-08,vst_DELA_2019,NA,NA,100,100,noneSelected
D08,DELA,DELA_004,distributed,2019-11-04,vst_DELA_2019,NA,NA,25,noneSelected,noneSelected
D08,DELA,DELA_005,distributed,2019-11-06,vst_DELA_2019,NA,NA,100,100,noneSelected
D08,DELA,DELA_006,distributed,2019-10-24,vst_DELA_2019,NA,NA,25,25,noneSelected
D08,DELA,DELA_007,distributed,2015-09-02,vst_DELA_2015,NA,NA,25,noneSelected,noneSelected
D08,DELA,DELA_008,distributed,2019-11-26,vst_DELA_2019,NA,NA,25,10,noneSelected
D08,DELA,DELA_009,distributed,2019-10-23,vst_DELA_2019,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_010,distributed,2015-08-28,vst_DELA_2015,NA,NA,10,10,noneSelected
D08,DELA,DELA_011,distributed,2019-11-06,vst_DELA_2019,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_012,distributed,2019-11-04,vst_DELA_2019,NA,NA,25,100,noneSelected
D08,DELA,DELA_013,distributed,2019-11-12,vst_DELA_2019,NA,NA,10,100,noneSelected
D08,DELA,DELA_014,distributed,2019-10-28,vst_DELA_2019,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_015,distributed,2019-10-17,vst_DELA_2019,NA,NA,noneSelected,noneSelected,noneSelected
D08,DELA,DELA_016,distributed,2019-11-08,vst_DELA_2019,NA,NA,25,noneSelected,noneSelected
D08,DELA,DELA_017,distributed,2019-10-28,vst_DELA_2019,NA,NA,10,noneSelected,noneSelected
